2021-07-04 05:00:10,035 INFO     Search BICs for /tmp/Jsoup-83b/
2021-07-04 05:00:11,549 DEBUG                  - depth 1, hash dd4b682, HEAD~723
2021-07-04 05:00:11,553 DEBUG    [line range] org/jsoup/helper/StringUtil.java stringBuilder 234:244
2021-07-04 05:00:11,589 DEBUG                  - depth 0, hash 5e386d5, HEAD~143
2021-07-04 05:00:11,595 DEBUG                  - depth 1, hash c63ccf8, HEAD~144
2021-07-04 05:00:11,599 DEBUG    [line range] org/jsoup/helper/StringUtil.java initialValue 247:252
2021-07-04 05:00:11,635 DEBUG                  - depth 0, hash 5e386d5, HEAD~143
2021-07-04 05:00:11,640 DEBUG                  - depth 1, hash c63ccf8, HEAD~144
2021-07-04 05:00:11,644 DEBUG                  - depth 2, hash 1e09df6, HEAD~334
2021-07-04 05:00:11,649 DEBUG    [line range] org/jsoup/helper/StringUtil.java initialValue 247:252
2021-07-04 05:00:11,685 DEBUG                  - depth 0, hash 5e386d5, HEAD~143
2021-07-04 05:00:11,690 DEBUG                  - depth 1, hash c63ccf8, HEAD~144
2021-07-04 05:00:11,694 DEBUG                  - depth 2, hash 1e09df6, HEAD~334
2021-07-04 05:00:12,006 DEBUG    [line range] org/jsoup/helper/Validate.java isFalse 52:55
2021-07-04 05:00:12,041 DEBUG                  - depth 0, hash 8749726, HEAD~786
2021-07-04 05:00:12,047 DEBUG    [line range] org/jsoup/helper/Validate.java isFalse 62:65
2021-07-04 05:00:12,081 DEBUG                  - depth 0, hash 8749726, HEAD~786
2021-07-04 05:00:12,087 DEBUG    [line range] org/jsoup/helper/Validate.java isTrue 33:36
2021-07-04 05:00:12,122 DEBUG                  - depth 0, hash 18e9a8f, HEAD~925
2021-07-04 05:00:12,127 DEBUG    [line range] org/jsoup/helper/Validate.java isTrue 43:46
2021-07-04 05:00:12,161 DEBUG                  - depth 0, hash 18e9a8f, HEAD~925
2021-07-04 05:00:12,167 DEBUG    [line range] org/jsoup/helper/Validate.java notEmpty 90:93
2021-07-04 05:00:12,202 DEBUG                  - depth 0, hash 18e9a8f, HEAD~925
2021-07-04 05:00:12,208 DEBUG    [line range] org/jsoup/helper/Validate.java notNull 14:17
2021-07-04 05:00:12,242 DEBUG                  - depth 0, hash 18e9a8f, HEAD~925
2021-07-04 05:00:12,248 DEBUG    [line range] org/jsoup/helper/Validate.java notNull 24:27
2021-07-04 05:00:12,284 DEBUG                  - depth 0, hash 18e9a8f, HEAD~925
2021-07-04 05:00:12,569 DEBUG    [line range] org/jsoup/internal/Normalizer.java lowerCase 10:12
2021-07-04 05:00:12,607 DEBUG                  - depth 0, hash 8808e3f, HEAD~62
2021-07-04 05:00:12,613 DEBUG                  - depth 1, hash 42c0a0e, HEAD~162
2021-07-04 05:00:12,617 DEBUG                  - depth 2, hash 8121d8c, HEAD~188
2021-07-04 05:00:12,979 DEBUG    [line range] org/jsoup/nodes/Attribute.java <clinit> 14:19
2021-07-04 05:00:13,015 DEBUG                  - depth 0, hash 6c4f16f, HEAD~553
2021-07-04 05:00:13,020 DEBUG    [line range] org/jsoup/nodes/Attribute.java shouldCollapseAttribute 162:166
2021-07-04 05:00:13,055 DEBUG                  - depth 0, hash f627193, HEAD~37
2021-07-04 05:00:13,060 DEBUG                  - depth 1, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,437 DEBUG    [line range] org/jsoup/nodes/Attributes.java <clinit> 38:38
2021-07-04 05:00:13,472 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,478 DEBUG    [line range] org/jsoup/nodes/Attributes.java <init> 42:42
2021-07-04 05:00:13,513 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,518 DEBUG    [single line]   org/jsoup/nodes/Attributes.java access$400 32
2021-07-04 05:00:13,555 DEBUG                  - depth 0, hash 5ca6b40, HEAD~867
2021-07-04 05:00:13,561 DEBUG                  - depth 1, hash 2f0a7bf, HEAD~1154
2021-07-04 05:00:13,565 DEBUG                  - depth 2, hash a657d09, HEAD~1170
2021-07-04 05:00:13,569 DEBUG    [line range] org/jsoup/nodes/Attributes.java add 114:119
2021-07-04 05:00:13,606 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,611 DEBUG                  - depth 1, hash 416ad29, HEAD~156
2021-07-04 05:00:13,615 DEBUG                  - depth 2, hash 83f01fd, HEAD~193
2021-07-04 05:00:13,619 DEBUG                  - depth 3, hash 6569bb7, HEAD~260
2021-07-04 05:00:13,624 DEBUG    [line range] org/jsoup/nodes/Attributes.java checkCapacity 47:59
2021-07-04 05:00:13,661 DEBUG                  - depth 0, hash 45111a1, HEAD~114
2021-07-04 05:00:13,667 DEBUG                  - depth 1, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,671 DEBUG                  - depth 2, hash 6569bb7, HEAD~260
2021-07-04 05:00:13,675 DEBUG                  - depth 3, hash 8749726, HEAD~786
2021-07-04 05:00:13,679 DEBUG                  - depth 4, hash 847e03e, HEAD~954
2021-07-04 05:00:13,683 DEBUG                  - depth 5, hash 40a3cda, HEAD~970
2021-07-04 05:00:13,688 DEBUG                  - depth 6, hash 28418f8, HEAD~1055
2021-07-04 05:00:13,692 DEBUG                  - depth 7, hash d8dbde8, HEAD~1078
2021-07-04 05:00:13,696 DEBUG                  - depth 8, hash 5b40706, HEAD~1079
2021-07-04 05:00:13,700 DEBUG                  - depth 9, hash a29e8b5, HEAD~1167
2021-07-04 05:00:13,704 DEBUG    [line range] org/jsoup/nodes/Attributes.java copyOf 62:67
2021-07-04 05:00:13,741 DEBUG                  - depth 0, hash 45111a1, HEAD~114
2021-07-04 05:00:13,746 DEBUG                  - depth 1, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,751 DEBUG                  - depth 2, hash 8749726, HEAD~786
2021-07-04 05:00:13,755 DEBUG                  - depth 3, hash 40a3cda, HEAD~970
2021-07-04 05:00:13,759 DEBUG                  - depth 4, hash 28418f8, HEAD~1055
2021-07-04 05:00:13,763 DEBUG                  - depth 5, hash d8dbde8, HEAD~1078
2021-07-04 05:00:13,767 DEBUG                  - depth 6, hash 5b40706, HEAD~1079
2021-07-04 05:00:13,771 DEBUG                  - depth 7, hash a29e8b5, HEAD~1167
2021-07-04 05:00:13,776 DEBUG    [line range] org/jsoup/nodes/Attributes.java html 310:325
2021-07-04 05:00:13,814 DEBUG                  - depth 0, hash f627193, HEAD~37
2021-07-04 05:00:13,819 DEBUG                  - depth 1, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,824 DEBUG                  - depth 2, hash 6569bb7, HEAD~260
2021-07-04 05:00:13,828 DEBUG                  - depth 3, hash c850608, HEAD~290
2021-07-04 05:00:13,832 DEBUG                  - depth 4, hash 43e17dc, HEAD~472
2021-07-04 05:00:13,836 DEBUG                  - depth 5, hash 8749726, HEAD~786
2021-07-04 05:00:13,840 DEBUG                  - depth 6, hash 7568b91, HEAD~923
2021-07-04 05:00:13,844 DEBUG                  - depth 7, hash 57bce6d, HEAD~936
2021-07-04 05:00:13,849 DEBUG                  - depth 8, hash 6b0dd15, HEAD~966
2021-07-04 05:00:13,853 DEBUG                  - depth 9, hash ac95e9f, HEAD~1150
2021-07-04 05:00:13,857 DEBUG                  - depth 10, hash 2f0a7bf, HEAD~1154
2021-07-04 05:00:13,861 DEBUG                  - depth 11, hash a29e8b5, HEAD~1167
2021-07-04 05:00:13,865 DEBUG    [line range] org/jsoup/nodes/Attributes.java indexOfKey 69:76
2021-07-04 05:00:13,902 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,908 DEBUG                  - depth 1, hash 8749726, HEAD~786
2021-07-04 05:00:13,912 DEBUG                  - depth 2, hash 40a3cda, HEAD~970
2021-07-04 05:00:13,916 DEBUG                  - depth 3, hash 28418f8, HEAD~1055
2021-07-04 05:00:13,920 DEBUG                  - depth 4, hash d8dbde8, HEAD~1078
2021-07-04 05:00:13,925 DEBUG                  - depth 5, hash 5b40706, HEAD~1079
2021-07-04 05:00:13,929 DEBUG                  - depth 6, hash a29e8b5, HEAD~1167
2021-07-04 05:00:13,933 DEBUG    [line range] org/jsoup/nodes/Attributes.java normalize 378:382
2021-07-04 05:00:13,969 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:13,975 DEBUG                  - depth 1, hash 847e03e, HEAD~954
2021-07-04 05:00:13,979 DEBUG    [line range] org/jsoup/nodes/Attributes.java put 127:134
2021-07-04 05:00:14,017 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:14,022 DEBUG                  - depth 1, hash f71712b, HEAD~142
2021-07-04 05:00:14,026 DEBUG                  - depth 2, hash 5b40706, HEAD~1079
2021-07-04 05:00:14,031 DEBUG                  - depth 3, hash e65b503, HEAD~1157
2021-07-04 05:00:14,035 DEBUG                  - depth 4, hash f5b1a2a, HEAD~1158
2021-07-04 05:00:14,039 DEBUG                  - depth 5, hash a29e8b5, HEAD~1167
2021-07-04 05:00:14,422 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 20:20
2021-07-04 05:00:14,460 DEBUG                  - depth 0, hash 57bce6d, HEAD~936
2021-07-04 05:00:14,466 DEBUG    [line range] org/jsoup/nodes/Document.java body 75:77
2021-07-04 05:00:14,505 DEBUG                  - depth 0, hash daf4666, HEAD~929
2021-07-04 05:00:14,510 DEBUG                  - depth 1, hash 37d4c1f, HEAD~1075
2021-07-04 05:00:14,514 DEBUG                  - depth 2, hash bd3e7c8, HEAD~1076
2021-07-04 05:00:14,519 DEBUG                  - depth 3, hash e97f564, HEAD~1138
2021-07-04 05:00:14,523 DEBUG                  - depth 4, hash 2f0a7bf, HEAD~1154
2021-07-04 05:00:14,527 DEBUG                  - depth 5, hash a657d09, HEAD~1170
2021-07-04 05:00:14,531 DEBUG    [line range] org/jsoup/nodes/Document.java findFirstElementByTagName 182:194
2021-07-04 05:00:14,569 DEBUG                  - depth 0, hash f71712b, HEAD~142
2021-07-04 05:00:14,575 DEBUG                  - depth 1, hash daf4666, HEAD~929
2021-07-04 05:00:14,579 DEBUG    [line range] org/jsoup/nodes/Document.java nodeName 212:215
2021-07-04 05:00:14,618 DEBUG                  - depth 0, hash 83d1848, HEAD~1092
2021-07-04 05:00:14,624 DEBUG    [line range] org/jsoup/nodes/Document.java outputSettings 552:554
2021-07-04 05:00:14,662 DEBUG                  - depth 0, hash 57bce6d, HEAD~936
2021-07-04 05:00:14,667 DEBUG                  - depth 1, hash f8841ed, HEAD~938
2021-07-04 05:00:14,672 DEBUG    [line range] org/jsoup/nodes/Document.java parser 594:597
2021-07-04 05:00:14,707 DEBUG                  - depth 0, hash 850a9cc, HEAD~6
2021-07-04 05:00:14,713 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 375:375
2021-07-04 05:00:14,752 DEBUG                  - depth 0, hash f8841ed, HEAD~938
2021-07-04 05:00:14,758 DEBUG    [line range] org/jsoup/nodes/Document.java charset 429:432
2021-07-04 05:00:14,798 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:14,803 DEBUG                  - depth 1, hash 7c8df4c, HEAD~140
2021-07-04 05:00:14,807 DEBUG                  - depth 2, hash 5e386d5, HEAD~143
2021-07-04 05:00:14,811 DEBUG                  - depth 3, hash 3b2440a, HEAD~246
2021-07-04 05:00:14,816 DEBUG                  - depth 4, hash 85c8356, HEAD~418
2021-07-04 05:00:14,820 DEBUG                  - depth 5, hash 57bce6d, HEAD~936
2021-07-04 05:00:14,824 DEBUG                  - depth 6, hash f8841ed, HEAD~938
2021-07-04 05:00:14,828 DEBUG    [line range] org/jsoup/nodes/Document.java encoder 452:455
2021-07-04 05:00:14,864 DEBUG                  - depth 0, hash e38af6a, HEAD~60
2021-07-04 05:00:14,870 DEBUG    [line range] org/jsoup/nodes/Document.java escapeMode 397:399
2021-07-04 05:00:14,908 DEBUG                  - depth 0, hash f8841ed, HEAD~938
2021-07-04 05:00:14,914 DEBUG    [line range] org/jsoup/nodes/Document.java outline 500:502
2021-07-04 05:00:14,952 DEBUG                  - depth 0, hash 3982ea1, HEAD~622
2021-07-04 05:00:14,957 DEBUG                  - depth 1, hash e064bc4, HEAD~636
2021-07-04 05:00:14,962 DEBUG    [line range] org/jsoup/nodes/Document.java prepareEncoder 444:450
2021-07-04 05:00:15,001 DEBUG                  - depth 0, hash 6f9013b, HEAD~59
2021-07-04 05:00:15,007 DEBUG                  - depth 1, hash e38af6a, HEAD~60
2021-07-04 05:00:15,011 DEBUG                  - depth 2, hash ea1fb65, HEAD~138
2021-07-04 05:00:15,015 DEBUG                  - depth 3, hash 7c8df4c, HEAD~140
2021-07-04 05:00:15,019 DEBUG                  - depth 4, hash 5e386d5, HEAD~143
2021-07-04 05:00:15,023 DEBUG                  - depth 5, hash 3b2440a, HEAD~246
2021-07-04 05:00:15,028 DEBUG                  - depth 6, hash 57bce6d, HEAD~936
2021-07-04 05:00:15,032 DEBUG    [line range] org/jsoup/nodes/Document.java prettyPrint 481:483
2021-07-04 05:00:15,071 DEBUG                  - depth 0, hash e256bb7, HEAD~904
2021-07-04 05:00:15,076 DEBUG    [line range] org/jsoup/nodes/Document.java syntax 461:463
2021-07-04 05:00:15,113 DEBUG                  - depth 0, hash 6c4f16f, HEAD~553
2021-07-04 05:00:15,119 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 373
2021-07-04 05:00:15,156 DEBUG                  - depth 0, hash 6c4f16f, HEAD~553
2021-07-04 05:00:15,161 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 567
2021-07-04 05:00:15,199 DEBUG                  - depth 0, hash 8749726, HEAD~786
2021-07-04 05:00:15,205 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 568
2021-07-04 05:00:15,243 DEBUG                  - depth 0, hash 616d3c4, HEAD~359
2021-07-04 05:00:15,249 DEBUG                  - depth 1, hash 8749726, HEAD~786
2021-07-04 05:00:15,709 DEBUG    [line range] org/jsoup/nodes/Element.java <clinit> 40:40
2021-07-04 05:00:15,749 DEBUG                  - depth 0, hash f71712b, HEAD~142
2021-07-04 05:00:15,754 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 82:84
2021-07-04 05:00:15,809 DEBUG                  - depth 0, hash f71712b, HEAD~142
2021-07-04 05:00:15,814 DEBUG                  - depth 1, hash 3205f0e, HEAD~1087
2021-07-04 05:00:15,819 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1111
2021-07-04 05:00:15,823 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 65:72
2021-07-04 05:00:15,876 DEBUG                  - depth 0, hash f71712b, HEAD~142
2021-07-04 05:00:15,882 DEBUG                  - depth 1, hash e5cd584, HEAD~1080
2021-07-04 05:00:15,886 DEBUG                  - depth 2, hash 3205f0e, HEAD~1087
2021-07-04 05:00:15,890 DEBUG                  - depth 3, hash d23db47, HEAD~1131
2021-07-04 05:00:15,894 DEBUG                  - depth 4, hash 0474436, HEAD~1162
2021-07-04 05:00:15,898 DEBUG                  - depth 5, hash a657d09, HEAD~1170
2021-07-04 05:00:15,903 DEBUG    [line range] org/jsoup/nodes/Element.java appendChild 400:409
2021-07-04 05:00:15,957 DEBUG                  - depth 0, hash 8c43a81, HEAD~332
2021-07-04 05:00:15,963 DEBUG                  - depth 1, hash 8391b72, HEAD~387
2021-07-04 05:00:15,967 DEBUG                  - depth 2, hash 990285b, HEAD~433
2021-07-04 05:00:15,971 DEBUG                  - depth 3, hash 05ea09d, HEAD~983
2021-07-04 05:00:15,975 DEBUG                  - depth 4, hash 95945f1, HEAD~1077
2021-07-04 05:00:15,979 DEBUG                  - depth 5, hash e5cd584, HEAD~1080
2021-07-04 05:00:15,984 DEBUG                  - depth 6, hash 9bed789, HEAD~1090
2021-07-04 05:00:15,988 DEBUG                  - depth 7, hash abdf227, HEAD~1091
2021-07-04 05:00:15,992 DEBUG                  - depth 8, hash 83d1848, HEAD~1092
2021-07-04 05:00:15,996 DEBUG                  - depth 9, hash 0474436, HEAD~1162
2021-07-04 05:00:16,000 DEBUG                  - depth 10, hash a657d09, HEAD~1170
2021-07-04 05:00:16,005 DEBUG    [line range] org/jsoup/nodes/Element.java childNodeSize 115:118
2021-07-04 05:00:16,058 DEBUG                  - depth 0, hash f71712b, HEAD~142
2021-07-04 05:00:16,064 DEBUG                  - depth 1, hash 3205f0e, HEAD~1087
2021-07-04 05:00:16,068 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1111
2021-07-04 05:00:16,072 DEBUG    [line range] org/jsoup/nodes/Element.java ensureChildNodes 86:91
2021-07-04 05:00:16,125 DEBUG                  - depth 0, hash c324fab, HEAD~99
2021-07-04 05:00:16,131 DEBUG                  - depth 1, hash f71712b, HEAD~142
2021-07-04 05:00:16,135 DEBUG                  - depth 2, hash 3205f0e, HEAD~1087
2021-07-04 05:00:16,139 DEBUG                  - depth 3, hash 83b8d1a, HEAD~1111
2021-07-04 05:00:16,143 DEBUG    [line range] org/jsoup/nodes/Element.java html 1397:1401
2021-07-04 05:00:16,197 DEBUG                  - depth 0, hash f1b885d, HEAD~3
2021-07-04 05:00:16,202 DEBUG                  - depth 1, hash c63ccf8, HEAD~144
2021-07-04 05:00:16,207 DEBUG                  - depth 2, hash c07ba8a, HEAD~556
2021-07-04 05:00:16,211 DEBUG                  - depth 3, hash 62ea04e, HEAD~1062
2021-07-04 05:00:16,215 DEBUG                  - depth 4, hash 7898cdf, HEAD~1063
2021-07-04 05:00:16,219 DEBUG                  - depth 5, hash 0e4c8bf, HEAD~1149
2021-07-04 05:00:16,224 DEBUG    [line range] org/jsoup/nodes/Element.java html 1403:1410
2021-07-04 05:00:16,268 DEBUG                  - depth 0, hash f1b885d, HEAD~3
2021-07-04 05:00:16,273 DEBUG                  - depth 1, hash c850608, HEAD~290
2021-07-04 05:00:16,278 DEBUG    [line range] org/jsoup/nodes/Element.java nodeName 120:123
2021-07-04 05:00:16,331 DEBUG                  - depth 0, hash 9bed789, HEAD~1090
2021-07-04 05:00:16,337 DEBUG                  - depth 1, hash b04c541, HEAD~1163
2021-07-04 05:00:16,341 DEBUG                  - depth 2, hash a657d09, HEAD~1170
2021-07-04 05:00:16,345 DEBUG    [line range] org/jsoup/nodes/Element.java nodelistChanged 292:296
2021-07-04 05:00:16,399 DEBUG                  - depth 0, hash 38049ce, HEAD~184
2021-07-04 05:00:16,405 DEBUG                  - depth 1, hash e5cd584, HEAD~1080
2021-07-04 05:00:16,409 DEBUG                  - depth 2, hash b04c541, HEAD~1163
2021-07-04 05:00:16,413 DEBUG                  - depth 3, hash a657d09, HEAD~1170
2021-07-04 05:00:16,417 DEBUG    [line range] org/jsoup/nodes/Element.java outerHtmlHead 1357:1378
2021-07-04 05:00:16,473 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:16,478 DEBUG                  - depth 1, hash f71712b, HEAD~142
2021-07-04 05:00:16,483 DEBUG                  - depth 2, hash c850608, HEAD~290
2021-07-04 05:00:16,487 DEBUG                  - depth 3, hash af61d07, HEAD~449
2021-07-04 05:00:16,491 DEBUG                  - depth 4, hash 43e17dc, HEAD~472
2021-07-04 05:00:16,495 DEBUG                  - depth 5, hash 6c4f16f, HEAD~553
2021-07-04 05:00:16,499 DEBUG                  - depth 6, hash 3982ea1, HEAD~622
2021-07-04 05:00:16,504 DEBUG                  - depth 7, hash e064bc4, HEAD~636
2021-07-04 05:00:16,508 DEBUG                  - depth 8, hash 694efa8, HEAD~793
2021-07-04 05:00:16,512 DEBUG                  - depth 9, hash 13c2af3, HEAD~864
2021-07-04 05:00:16,516 DEBUG                  - depth 10, hash e256bb7, HEAD~904
2021-07-04 05:00:16,520 DEBUG                  - depth 11, hash 57bce6d, HEAD~936
2021-07-04 05:00:16,524 DEBUG                  - depth 12, hash 9824d00, HEAD~946
2021-07-04 05:00:16,529 DEBUG                  - depth 13, hash 10cfa04, HEAD~967
2021-07-04 05:00:16,533 DEBUG                  - depth 14, hash a52e669, HEAD~1022
2021-07-04 05:00:16,537 DEBUG                  - depth 15, hash d2f4ea6, HEAD~1025
2021-07-04 05:00:16,541 DEBUG                  - depth 16, hash 62ea04e, HEAD~1062
2021-07-04 05:00:16,545 DEBUG                  - depth 17, hash 7898cdf, HEAD~1063
2021-07-04 05:00:16,550 DEBUG                  - depth 18, hash 9bed789, HEAD~1090
2021-07-04 05:00:16,554 DEBUG                  - depth 19, hash 0e4c8bf, HEAD~1149
2021-07-04 05:00:16,558 DEBUG                  - depth 20, hash ac95e9f, HEAD~1150
2021-07-04 05:00:16,562 DEBUG    [line range] org/jsoup/nodes/Element.java outerHtmlTail 1380:1388
2021-07-04 05:00:16,612 DEBUG                  - depth 0, hash ea1fb65, HEAD~138
2021-07-04 05:00:16,617 DEBUG                  - depth 1, hash 43e17dc, HEAD~472
2021-07-04 05:00:16,621 DEBUG                  - depth 2, hash d94f56c, HEAD~620
2021-07-04 05:00:16,626 DEBUG                  - depth 3, hash 3982ea1, HEAD~622
2021-07-04 05:00:16,630 DEBUG                  - depth 4, hash e064bc4, HEAD~636
2021-07-04 05:00:16,634 DEBUG                  - depth 5, hash 13c2af3, HEAD~864
2021-07-04 05:00:16,638 DEBUG                  - depth 6, hash e256bb7, HEAD~904
2021-07-04 05:00:16,643 DEBUG                  - depth 7, hash 57bce6d, HEAD~936
2021-07-04 05:00:16,647 DEBUG                  - depth 8, hash 9824d00, HEAD~946
2021-07-04 05:00:16,651 DEBUG                  - depth 9, hash 10cfa04, HEAD~967
2021-07-04 05:00:16,655 DEBUG                  - depth 10, hash a52e669, HEAD~1022
2021-07-04 05:00:16,660 DEBUG                  - depth 11, hash 62ea04e, HEAD~1062
2021-07-04 05:00:16,664 DEBUG                  - depth 12, hash 7898cdf, HEAD~1063
2021-07-04 05:00:16,668 DEBUG                  - depth 13, hash 0e4c8bf, HEAD~1149
2021-07-04 05:00:16,672 DEBUG                  - depth 14, hash ac95e9f, HEAD~1150
2021-07-04 05:00:16,677 DEBUG    [line range] org/jsoup/nodes/Element.java parent 218:221
2021-07-04 05:00:16,730 DEBUG                  - depth 0, hash e8e29ca, HEAD~924
2021-07-04 05:00:16,735 DEBUG                  - depth 1, hash 6b0dd15, HEAD~966
2021-07-04 05:00:16,740 DEBUG                  - depth 2, hash ffde882, HEAD~1156
2021-07-04 05:00:16,744 DEBUG    [line range] org/jsoup/nodes/Element.java preserveWhitespace 1116:1129
2021-07-04 05:00:16,797 DEBUG                  - depth 0, hash f1b885d, HEAD~3
2021-07-04 05:00:16,802 DEBUG                  - depth 1, hash aeaf3c1, HEAD~67
2021-07-04 05:00:16,806 DEBUG                  - depth 2, hash 1fd0a61, HEAD~629
2021-07-04 05:00:16,811 DEBUG                  - depth 3, hash 496e6a1, HEAD~1061
2021-07-04 05:00:16,815 DEBUG    [line range] org/jsoup/nodes/Element.java tag 152:154
2021-07-04 05:00:16,870 DEBUG                  - depth 0, hash e2c62cd, HEAD~1068
2021-07-04 05:00:16,876 DEBUG                  - depth 1, hash a657d09, HEAD~1170
2021-07-04 05:00:16,880 DEBUG    [line range] org/jsoup/nodes/Element.java tagName 130:132
2021-07-04 05:00:16,936 DEBUG                  - depth 0, hash b04c541, HEAD~1163
2021-07-04 05:00:16,941 DEBUG                  - depth 1, hash a657d09, HEAD~1170
2021-07-04 05:00:16,946 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 1449:1452
2021-07-04 05:00:16,985 DEBUG                  - depth 0, hash c324fab, HEAD~99
2021-07-04 05:00:16,991 DEBUG                  - depth 1, hash f71712b, HEAD~142
2021-07-04 05:00:16,995 DEBUG    [line range] org/jsoup/nodes/Element.java onContentsChanged 1454:1456
2021-07-04 05:00:17,034 DEBUG                  - depth 0, hash c324fab, HEAD~99
2021-07-04 05:00:17,040 DEBUG                  - depth 1, hash f71712b, HEAD~142
2021-07-04 05:00:17,399 DEBUG    [line range] org/jsoup/nodes/Entities.java <clinit> 25:25
2021-07-04 05:00:17,436 DEBUG                  - depth 0, hash bd789b0, HEAD~94
2021-07-04 05:00:17,441 DEBUG    [single line]   org/jsoup/nodes/Entities.java access$000 21
2021-07-04 05:00:17,483 DEBUG                  - depth 0, hash ff329d5, HEAD~927
2021-07-04 05:00:17,489 DEBUG                  - depth 1, hash 09d99e7, HEAD~928
2021-07-04 05:00:17,493 DEBUG                  - depth 2, hash 57bce6d, HEAD~936
2021-07-04 05:00:17,497 DEBUG                  - depth 3, hash 17486e2, HEAD~939
2021-07-04 05:00:17,502 DEBUG    [line range] org/jsoup/nodes/Entities.java canEncode 290:300
2021-07-04 05:00:17,540 DEBUG                  - depth 0, hash b14e735, HEAD~378
2021-07-04 05:00:17,546 DEBUG    [line range] org/jsoup/nodes/Entities.java escape 173:246
2021-07-04 05:00:17,589 DEBUG                  - depth 0, hash e38af6a, HEAD~60
2021-07-04 05:00:17,594 DEBUG                  - depth 1, hash ea1fb65, HEAD~138
2021-07-04 05:00:17,598 DEBUG                  - depth 2, hash aa81e10, HEAD~249
2021-07-04 05:00:17,603 DEBUG                  - depth 3, hash c850608, HEAD~290
2021-07-04 05:00:17,607 DEBUG                  - depth 4, hash 43e17dc, HEAD~472
2021-07-04 05:00:17,611 DEBUG                  - depth 5, hash a025d87, HEAD~333
2021-07-04 05:00:17,615 DEBUG                  - depth 6, hash 3ba88d8, HEAD~335
