2021-07-04 04:59:15,912 INFO     Search BICs for /tmp/Jsoup-79b/
2021-07-04 04:59:22,476 DEBUG                  - depth 0, hash 38049ce, HEAD~159
2021-07-04 04:59:22,482 DEBUG    [line range] org/jsoup/nodes/Node.java parentNode 248:250
2021-07-04 04:59:22,520 DEBUG                  - depth 0, hash 2c8b9ad, HEAD~553
2021-07-04 04:59:22,525 DEBUG    [line range] org/jsoup/nodes/Node.java reparentChild 467:469
2021-07-04 04:59:22,565 DEBUG                  - depth 0, hash 410c15f, HEAD~97
2021-07-04 04:59:22,571 DEBUG                  - depth 1, hash 990285b, HEAD~408
2021-07-04 04:59:22,575 DEBUG                  - depth 2, hash 674dab0, HEAD~906
2021-07-04 04:59:22,579 DEBUG    [line range] org/jsoup/nodes/Node.java setParentNode 417:422
2021-07-04 04:59:22,621 DEBUG                  - depth 0, hash 38049ce, HEAD~159
2021-07-04 04:59:22,626 DEBUG                  - depth 1, hash 05ea09d, HEAD~958
2021-07-04 04:59:22,631 DEBUG                  - depth 2, hash d6da0b0, HEAD~1136
2021-07-04 04:59:22,635 DEBUG                  - depth 3, hash 0474436, HEAD~1137
2021-07-04 04:59:22,639 DEBUG    [line range] org/jsoup/nodes/Node.java setSiblingIndex 536:538
2021-07-04 04:59:22,681 DEBUG                  - depth 0, hash 6b0dd15, HEAD~941
2021-07-04 04:59:22,687 DEBUG                  - depth 1, hash a52e669, HEAD~997
2021-07-04 04:59:22,691 DEBUG                  - depth 2, hash ffde882, HEAD~1131
2021-07-04 04:59:22,695 DEBUG                  - depth 3, hash a657d09, HEAD~1145
2021-07-04 04:59:23,012 DEBUG    [line range] org/jsoup/nodes/TextNode.java <init> 20:22
2021-07-04 04:59:23,049 DEBUG                  - depth 0, hash f71712b, HEAD~117
2021-07-04 04:59:23,054 DEBUG                  - depth 1, hash f548940, HEAD~896
2021-07-04 04:59:23,058 DEBUG                  - depth 2, hash c95216a, HEAD~1139
2021-07-04 04:59:23,062 DEBUG                  - depth 3, hash a657d09, HEAD~1145
2021-07-04 04:59:23,067 DEBUG    [single line]   org/jsoup/nodes/TextNode.java attr 12
2021-07-04 04:59:23,102 DEBUG                  - depth 0, hash f71712b, HEAD~117
2021-07-04 04:59:23,108 DEBUG                  - depth 1, hash f548940, HEAD~896
2021-07-04 04:59:23,112 DEBUG                  - depth 2, hash a657d09, HEAD~1145
2021-07-04 04:59:23,491 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 38:40
2021-07-04 04:59:23,527 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,533 DEBUG                  - depth 1, hash 231aab6, HEAD~647
2021-07-04 04:59:23,537 DEBUG                  - depth 2, hash 8749726, HEAD~761
2021-07-04 04:59:23,541 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 28:28
2021-07-04 04:59:23,579 DEBUG                  - depth 0, hash d1b5770, HEAD~421
2021-07-04 04:59:23,585 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 42:44
2021-07-04 04:59:23,621 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,627 DEBUG                  - depth 1, hash 231aab6, HEAD~647
2021-07-04 04:59:23,631 DEBUG                  - depth 2, hash 8749726, HEAD~761
2021-07-04 04:59:23,635 DEBUG    [line range] org/jsoup/parser/CharacterReader.java advance 111:113
2021-07-04 04:59:23,671 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,677 DEBUG                  - depth 1, hash 6dc38f2, HEAD~203
2021-07-04 04:59:23,681 DEBUG                  - depth 2, hash 8749726, HEAD~761
2021-07-04 04:59:23,685 DEBUG    [line range] org/jsoup/parser/CharacterReader.java bufferUp 46:65
2021-07-04 04:59:23,722 DEBUG                  - depth 0, hash b92b4f6, HEAD~3
2021-07-04 04:59:23,727 DEBUG                  - depth 1, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,732 DEBUG                  - depth 2, hash 231aab6, HEAD~647
2021-07-04 04:59:23,736 DEBUG                  - depth 3, hash 8749726, HEAD~761
2021-07-04 04:59:23,740 DEBUG    [line range] org/jsoup/parser/CharacterReader.java cacheString 431:461
2021-07-04 04:59:23,777 DEBUG                  - depth 0, hash b841199, HEAD~38
2021-07-04 04:59:23,782 DEBUG                  - depth 1, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,787 DEBUG                  - depth 2, hash 6a8fcb2, HEAD~287
2021-07-04 04:59:23,791 DEBUG                  - depth 3, hash d1b5770, HEAD~421
2021-07-04 04:59:23,795 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consume 97:102
2021-07-04 04:59:23,832 DEBUG                  - depth 0, hash b92b4f6, HEAD~3
2021-07-04 04:59:23,837 DEBUG                  - depth 1, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,842 DEBUG                  - depth 2, hash 80158d6, HEAD~525
2021-07-04 04:59:23,846 DEBUG                  - depth 3, hash 231aab6, HEAD~647
2021-07-04 04:59:23,850 DEBUG                  - depth 4, hash f16c0c1, HEAD~733
2021-07-04 04:59:23,854 DEBUG                  - depth 5, hash 8749726, HEAD~761
2021-07-04 04:59:23,858 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeData 227:242
2021-07-04 04:59:23,895 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,901 DEBUG                  - depth 1, hash d1b5770, HEAD~421
2021-07-04 04:59:23,905 DEBUG                  - depth 2, hash 231aab6, HEAD~647
2021-07-04 04:59:23,909 DEBUG                  - depth 3, hash 07a3c08, HEAD~648
2021-07-04 04:59:23,913 DEBUG                  - depth 4, hash 8749726, HEAD~761
2021-07-04 04:59:23,918 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeTagName 244:259
2021-07-04 04:59:23,955 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:23,960 DEBUG                  - depth 1, hash d1b5770, HEAD~421
2021-07-04 04:59:23,965 DEBUG                  - depth 2, hash 231aab6, HEAD~647
2021-07-04 04:59:23,969 DEBUG                  - depth 3, hash 07a3c08, HEAD~648
2021-07-04 04:59:23,973 DEBUG                  - depth 4, hash 8749726, HEAD~761
2021-07-04 04:59:23,978 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeTo 168:177
2021-07-04 04:59:24,015 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,020 DEBUG                  - depth 1, hash 6dc38f2, HEAD~203
2021-07-04 04:59:24,024 DEBUG                  - depth 2, hash d1b5770, HEAD~421
2021-07-04 04:59:24,028 DEBUG                  - depth 3, hash 231aab6, HEAD~647
2021-07-04 04:59:24,032 DEBUG                  - depth 4, hash 07a3c08, HEAD~648
2021-07-04 04:59:24,037 DEBUG                  - depth 5, hash 8749726, HEAD~761
2021-07-04 04:59:24,041 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeToAny 195:210
2021-07-04 04:59:24,078 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,084 DEBUG                  - depth 1, hash 6dc38f2, HEAD~203
2021-07-04 04:59:24,088 DEBUG                  - depth 2, hash 5886dd2, HEAD~285
2021-07-04 04:59:24,092 DEBUG                  - depth 3, hash d1b5770, HEAD~421
2021-07-04 04:59:24,096 DEBUG                  - depth 4, hash 231aab6, HEAD~647
2021-07-04 04:59:24,100 DEBUG                  - depth 5, hash 07a3c08, HEAD~648
2021-07-04 04:59:24,105 DEBUG                  - depth 6, hash 8749726, HEAD~761
2021-07-04 04:59:24,109 DEBUG    [line range] org/jsoup/parser/CharacterReader.java current 92:95
2021-07-04 04:59:24,145 DEBUG                  - depth 0, hash b92b4f6, HEAD~3
2021-07-04 04:59:24,151 DEBUG                  - depth 1, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,155 DEBUG                  - depth 2, hash 6dc38f2, HEAD~203
2021-07-04 04:59:24,159 DEBUG                  - depth 3, hash 80158d6, HEAD~525
2021-07-04 04:59:24,164 DEBUG                  - depth 4, hash 231aab6, HEAD~647
2021-07-04 04:59:24,168 DEBUG                  - depth 5, hash 8749726, HEAD~761
2021-07-04 04:59:24,172 DEBUG    [line range] org/jsoup/parser/CharacterReader.java isEmpty 79:82
2021-07-04 04:59:24,208 DEBUG                  - depth 0, hash b92b4f6, HEAD~3
2021-07-04 04:59:24,214 DEBUG                  - depth 1, hash 6dc38f2, HEAD~203
2021-07-04 04:59:24,218 DEBUG                  - depth 2, hash 8749726, HEAD~761
2021-07-04 04:59:24,222 DEBUG    [line range] org/jsoup/parser/CharacterReader.java isEmptyNoBufferUp 84:86
2021-07-04 04:59:24,258 DEBUG                  - depth 0, hash b92b4f6, HEAD~3
2021-07-04 04:59:24,264 DEBUG                  - depth 1, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,268 DEBUG                  - depth 2, hash 8749726, HEAD~761
2021-07-04 04:59:24,272 DEBUG    [line range] org/jsoup/parser/CharacterReader.java matchesLetter 379:384
2021-07-04 04:59:24,309 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,314 DEBUG                  - depth 1, hash 25e0e1e, HEAD~267
2021-07-04 04:59:24,319 DEBUG                  - depth 2, hash 231aab6, HEAD~647
2021-07-04 04:59:24,323 DEBUG                  - depth 3, hash 8749726, HEAD~761
2021-07-04 04:59:24,327 DEBUG    [line range] org/jsoup/parser/CharacterReader.java nextIndexOf 128:136
2021-07-04 04:59:24,364 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,369 DEBUG                  - depth 1, hash 231aab6, HEAD~647
2021-07-04 04:59:24,373 DEBUG                  - depth 2, hash 07a3c08, HEAD~648
2021-07-04 04:59:24,378 DEBUG                  - depth 3, hash 8749726, HEAD~761
2021-07-04 04:59:24,382 DEBUG    [line range] org/jsoup/parser/CharacterReader.java rangeEquals 466:477
2021-07-04 04:59:24,417 DEBUG                  - depth 0, hash 654bc6f, HEAD~132
2021-07-04 04:59:24,423 DEBUG                  - depth 1, hash 59453e2, HEAD~417
2021-07-04 04:59:24,427 DEBUG                  - depth 2, hash d1b5770, HEAD~421
2021-07-04 04:59:24,861 DEBUG    [single line]   org/jsoup/parser/HtmlTreeBuilder.java <clinit> 25
2021-07-04 04:59:24,900 DEBUG                  - depth 0, hash 5236f0b, HEAD~316
2021-07-04 04:59:24,906 DEBUG                  - depth 1, hash 5000be3, HEAD~704
2021-07-04 04:59:24,910 DEBUG    [line range] org/jsoup/parser/HtmlTreeBuilder.java <clinit> 27:27
2021-07-04 04:59:24,948 DEBUG                  - depth 0, hash 24de855, HEAD~58
