2021-07-03 20:51:22,323 INFO     Search BICs for /tmp/Csv-10b/
2021-07-03 20:51:24,358 DEBUG                  - depth 3, hash 02b2146, HEAD~688
2021-07-03 20:51:24,362 DEBUG                  - depth 4, hash f6f9fc1, HEAD~776
2021-07-03 20:51:24,367 DEBUG                  - depth 5, hash e23e79e, HEAD~802
2021-07-03 20:51:24,371 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java print 98:108
2021-07-03 20:51:24,399 DEBUG                  - depth 0, hash 5823366, HEAD~58
2021-07-03 20:51:24,405 DEBUG                  - depth 1, hash 6640e85, HEAD~219
2021-07-03 20:51:24,409 DEBUG                  - depth 2, hash 3a90cfe, HEAD~350
2021-07-03 20:51:24,413 DEBUG                  - depth 3, hash 66a56ee, HEAD~436
2021-07-03 20:51:24,417 DEBUG                  - depth 4, hash 6ab9b46, HEAD~441
2021-07-03 20:51:24,421 DEBUG                  - depth 5, hash 6c1b0fa, HEAD~459
2021-07-03 20:51:24,425 DEBUG                  - depth 6, hash 9fb2b4f, HEAD~573
2021-07-03 20:51:24,429 DEBUG                  - depth 7, hash ac6e857, HEAD~629
2021-07-03 20:51:24,433 DEBUG                  - depth 8, hash e7434e5, HEAD~643
2021-07-03 20:51:24,437 DEBUG                  - depth 9, hash e80b811, HEAD~644
2021-07-03 20:51:24,441 DEBUG                  - depth 10, hash fa5dca3, HEAD~650
2021-07-03 20:51:24,445 DEBUG                  - depth 11, hash cb99634, HEAD~664
2021-07-03 20:51:24,449 DEBUG                  - depth 12, hash 1166ca6, HEAD~676
2021-07-03 20:51:24,454 DEBUG                  - depth 13, hash 02b2146, HEAD~688
2021-07-03 20:51:24,458 DEBUG                  - depth 14, hash e23e79e, HEAD~802
2021-07-03 20:51:24,462 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java print 110:124
2021-07-03 20:51:24,491 DEBUG                  - depth 0, hash e5d7b21, HEAD~201
2021-07-03 20:51:24,497 DEBUG                  - depth 1, hash 5b2e5f8, HEAD~207
2021-07-03 20:51:24,501 DEBUG                  - depth 2, hash 02c1b35, HEAD~210
2021-07-03 20:51:24,505 DEBUG                  - depth 3, hash 6640e85, HEAD~219
2021-07-03 20:51:24,509 DEBUG                  - depth 4, hash b53a171, HEAD~295
2021-07-03 20:51:24,513 DEBUG                  - depth 5, hash 68352ee, HEAD~330
2021-07-03 20:51:24,517 DEBUG                  - depth 6, hash f51f43d, HEAD~368
2021-07-03 20:51:24,521 DEBUG                  - depth 7, hash 7fd16f3, HEAD~376
2021-07-03 20:51:24,525 DEBUG                  - depth 8, hash 0dbb499, HEAD~377
2021-07-03 20:51:24,529 DEBUG                  - depth 9, hash 639e68e, HEAD~390
2021-07-03 20:51:24,534 DEBUG                  - depth 10, hash 6ab9b46, HEAD~441
2021-07-03 20:51:24,538 DEBUG                  - depth 11, hash bf06bed, HEAD~464
2021-07-03 20:51:24,542 DEBUG                  - depth 12, hash e7434e5, HEAD~643
2021-07-03 20:51:24,546 DEBUG                  - depth 13, hash e80b811, HEAD~644
2021-07-03 20:51:24,550 DEBUG                  - depth 14, hash fafacd1, HEAD~645
2021-07-03 20:51:24,554 DEBUG                  - depth 15, hash 9cb66ca, HEAD~658
2021-07-03 20:51:24,558 DEBUG                  - depth 16, hash cb99634, HEAD~664
2021-07-03 20:51:24,562 DEBUG                  - depth 17, hash 1166ca6, HEAD~676
2021-07-03 20:51:24,566 DEBUG                  - depth 18, hash 0d63758, HEAD~686
2021-07-03 20:51:24,570 DEBUG                  - depth 19, hash 02b2146, HEAD~688
2021-07-03 20:51:24,575 DEBUG                  - depth 20, hash e23e79e, HEAD~802
2021-07-03 20:51:24,579 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java printRecord 362:367
2021-07-03 20:51:24,605 DEBUG                  - depth 0, hash 5823366, HEAD~58
2021-07-03 20:51:24,610 DEBUG                  - depth 1, hash 79eb6e0, HEAD~375
2021-07-03 20:51:24,615 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java println 329:335
2021-07-03 20:51:24,641 DEBUG                  - depth 0, hash 73cc524, HEAD~52
2021-07-03 20:51:24,647 DEBUG                  - depth 1, hash 5823366, HEAD~58
2021-07-03 20:51:24,651 DEBUG                  - depth 2, hash 79eb6e0, HEAD~375
2021-07-03 20:51:24,937 DEBUG    [line range] org/apache/commons/csv/Constants.java <clinit> 36:36
2021-07-03 20:51:24,961 DEBUG                  - depth 0, hash e5a7b27, HEAD~320
2021-07-03 20:51:24,967 DEBUG                  - depth 1, hash 56ca585, HEAD~434
2021-07-03 20:51:25,226 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 24
2021-07-03 20:51:25,250 DEBUG                  - depth 0, hash e693d87, HEAD~392
2021-07-03 20:51:25,256 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 29
2021-07-03 20:51:25,279 DEBUG                  - depth 0, hash e693d87, HEAD~392
2021-07-03 20:51:25,285 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 35
2021-07-03 20:51:25,308 DEBUG                  - depth 0, hash e693d87, HEAD~392
2021-07-03 20:51:25,313 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 40
2021-07-03 20:51:25,337 DEBUG                  - depth 0, hash e693d87, HEAD~392
2021-07-03 20:51:25,343 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 47
2021-07-03 20:51:25,366 DEBUG                  - depth 0, hash e693d87, HEAD~392
2021-07-03 20:51:25,372 INFO     The number of BIC candidates: 75
