2021-07-04 05:02:04,067 INFO     Search BICs for /tmp/Jsoup-86b/
2021-07-04 05:02:07,463 DEBUG    [line range] org/jsoup/nodes/Document.java syntax 471:474
2021-07-04 05:02:07,501 DEBUG                  - depth 0, hash 6c4f16f, HEAD~573
2021-07-04 05:02:07,506 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 373
2021-07-04 05:02:07,544 DEBUG                  - depth 0, hash 6c4f16f, HEAD~573
2021-07-04 05:02:07,549 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 567
2021-07-04 05:02:07,587 DEBUG                  - depth 0, hash 8749726, HEAD~806
2021-07-04 05:02:07,592 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 568
2021-07-04 05:02:07,631 DEBUG                  - depth 0, hash 616d3c4, HEAD~379
2021-07-04 05:02:07,636 DEBUG                  - depth 1, hash 8749726, HEAD~806
2021-07-04 05:02:08,122 DEBUG    [line range] org/jsoup/nodes/Element.java <clinit> 40:40
2021-07-04 05:02:08,163 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:08,168 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 82:84
2021-07-04 05:02:08,223 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:08,228 DEBUG                  - depth 1, hash 3205f0e, HEAD~1107
2021-07-04 05:02:08,232 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1131
2021-07-04 05:02:08,236 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 65:72
2021-07-04 05:02:08,291 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:08,297 DEBUG                  - depth 1, hash e5cd584, HEAD~1100
2021-07-04 05:02:08,301 DEBUG                  - depth 2, hash 3205f0e, HEAD~1107
2021-07-04 05:02:08,305 DEBUG                  - depth 3, hash d23db47, HEAD~1151
2021-07-04 05:02:08,309 DEBUG                  - depth 4, hash 0474436, HEAD~1182
2021-07-04 05:02:08,313 DEBUG                  - depth 5, hash a657d09, HEAD~1190
2021-07-04 05:02:08,317 DEBUG    [line range] org/jsoup/nodes/Element.java appendChild 400:409
2021-07-04 05:02:08,372 DEBUG                  - depth 0, hash 8c43a81, HEAD~352
2021-07-04 05:02:08,378 DEBUG                  - depth 1, hash 8391b72, HEAD~407
2021-07-04 05:02:08,382 DEBUG                  - depth 2, hash 990285b, HEAD~453
2021-07-04 05:02:08,386 DEBUG                  - depth 3, hash 05ea09d, HEAD~1003
2021-07-04 05:02:08,390 DEBUG                  - depth 4, hash 95945f1, HEAD~1097
2021-07-04 05:02:08,394 DEBUG                  - depth 5, hash e5cd584, HEAD~1100
2021-07-04 05:02:08,399 DEBUG                  - depth 6, hash 9bed789, HEAD~1110
2021-07-04 05:02:08,403 DEBUG                  - depth 7, hash abdf227, HEAD~1111
2021-07-04 05:02:08,407 DEBUG                  - depth 8, hash 83d1848, HEAD~1112
2021-07-04 05:02:08,411 DEBUG                  - depth 9, hash 0474436, HEAD~1182
2021-07-04 05:02:08,415 DEBUG                  - depth 10, hash a657d09, HEAD~1190
2021-07-04 05:02:08,419 DEBUG    [line range] org/jsoup/nodes/Element.java child 252:254
2021-07-04 05:02:08,474 DEBUG                  - depth 0, hash 38049ce, HEAD~204
2021-07-04 05:02:08,480 DEBUG                  - depth 1, hash e5cd584, HEAD~1100
2021-07-04 05:02:08,484 DEBUG                  - depth 2, hash b04c541, HEAD~1183
2021-07-04 05:02:08,488 DEBUG                  - depth 3, hash a657d09, HEAD~1190
2021-07-04 05:02:08,492 DEBUG    [line range] org/jsoup/nodes/Element.java childElementsList 273:287
2021-07-04 05:02:08,546 DEBUG                  - depth 0, hash e2ff399, HEAD~180
2021-07-04 05:02:08,551 DEBUG                  - depth 1, hash 3c81151, HEAD~188
2021-07-04 05:02:08,555 DEBUG                  - depth 2, hash 42f17ba, HEAD~189
2021-07-04 05:02:08,559 DEBUG                  - depth 3, hash 38049ce, HEAD~204
2021-07-04 05:02:08,564 DEBUG                  - depth 4, hash 574e76e, HEAD~568
2021-07-04 05:02:08,568 DEBUG                  - depth 5, hash e5cd584, HEAD~1100
2021-07-04 05:02:08,572 DEBUG                  - depth 6, hash b04c541, HEAD~1183
2021-07-04 05:02:08,576 DEBUG                  - depth 7, hash a657d09, HEAD~1190
2021-07-04 05:02:08,580 DEBUG    [line range] org/jsoup/nodes/Element.java childNodeSize 115:118
2021-07-04 05:02:08,635 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:08,640 DEBUG                  - depth 1, hash 3205f0e, HEAD~1107
2021-07-04 05:02:08,644 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1131
2021-07-04 05:02:08,648 DEBUG    [line range] org/jsoup/nodes/Element.java ensureChildNodes 86:91
2021-07-04 05:02:08,703 DEBUG                  - depth 0, hash c324fab, HEAD~119
2021-07-04 05:02:08,709 DEBUG                  - depth 1, hash f71712b, HEAD~162
2021-07-04 05:02:08,713 DEBUG                  - depth 2, hash 3205f0e, HEAD~1107
2021-07-04 05:02:08,717 DEBUG                  - depth 3, hash 83b8d1a, HEAD~1131
2021-07-04 05:02:08,721 DEBUG    [line range] org/jsoup/nodes/Element.java nodelistChanged 292:296
2021-07-04 05:02:08,776 DEBUG                  - depth 0, hash 38049ce, HEAD~204
2021-07-04 05:02:08,781 DEBUG                  - depth 1, hash e5cd584, HEAD~1100
2021-07-04 05:02:08,785 DEBUG                  - depth 2, hash b04c541, HEAD~1183
2021-07-04 05:02:08,790 DEBUG                  - depth 3, hash a657d09, HEAD~1190
2021-07-04 05:02:08,794 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 1478:1481
2021-07-04 05:02:08,834 DEBUG                  - depth 0, hash c324fab, HEAD~119
2021-07-04 05:02:08,840 DEBUG                  - depth 1, hash f71712b, HEAD~162
2021-07-04 05:02:08,844 DEBUG    [line range] org/jsoup/nodes/Element.java onContentsChanged 1483:1485
2021-07-04 05:02:08,884 DEBUG                  - depth 0, hash c324fab, HEAD~119
2021-07-04 05:02:08,889 DEBUG                  - depth 1, hash f71712b, HEAD~162
2021-07-04 05:02:09,259 DEBUG    [line range] org/jsoup/nodes/Entities.java <clinit> 25:25
2021-07-04 05:02:09,305 DEBUG                  - depth 0, hash bd789b0, HEAD~114
2021-07-04 05:02:09,310 DEBUG    [single line]   org/jsoup/nodes/Entities.java access$000 21
2021-07-04 05:02:09,354 DEBUG                  - depth 0, hash ff329d5, HEAD~947
2021-07-04 05:02:09,359 DEBUG                  - depth 1, hash 09d99e7, HEAD~948
2021-07-04 05:02:09,364 DEBUG                  - depth 2, hash 57bce6d, HEAD~956
2021-07-04 05:02:09,368 DEBUG                  - depth 3, hash 17486e2, HEAD~959
2021-07-04 05:02:09,372 DEBUG    [line range] org/jsoup/nodes/Entities.java load 314:354
2021-07-04 05:02:09,415 DEBUG                  - depth 0, hash f3035ca, HEAD~101
2021-07-04 05:02:09,421 DEBUG                  - depth 1, hash c33ba53, HEAD~146
2021-07-04 05:02:09,425 DEBUG                  - depth 2, hash 654bc6f, HEAD~177
2021-07-04 05:02:09,429 DEBUG                  - depth 3, hash 79b1aa4, HEAD~226
2021-07-04 05:02:09,433 DEBUG                  - depth 4, hash 6dc38f2, HEAD~248
2021-07-04 05:02:09,437 DEBUG                  - depth 5, hash aa81e10, HEAD~269
2021-07-04 05:02:09,441 DEBUG                  - depth 6, hash 6c4f16f, HEAD~573
2021-07-04 05:02:09,445 DEBUG                  - depth 7, hash a31ec08, HEAD~675
2021-07-04 05:02:09,449 DEBUG                  - depth 8, hash 472c7e5, HEAD~718
2021-07-04 05:02:09,453 DEBUG                  - depth 9, hash 528b793, HEAD~899
2021-07-04 05:02:09,458 DEBUG                  - depth 10, hash f4f2efb, HEAD~900
2021-07-04 05:02:09,462 DEBUG                  - depth 11, hash 5e52f1b, HEAD~940
2021-07-04 05:02:09,466 DEBUG                  - depth 12, hash f8841ed, HEAD~958
2021-07-04 05:02:09,470 DEBUG                  - depth 13, hash 17486e2, HEAD~959
2021-07-04 05:02:09,475 DEBUG    [line range] org/jsoup/nodes/Entities.java <init> 51:53
2021-07-04 05:02:09,516 DEBUG                  - depth 0, hash aa81e10, HEAD~269
2021-07-04 05:02:09,522 DEBUG                  - depth 1, hash f4f2efb, HEAD~900
2021-07-04 05:02:09,526 DEBUG                  - depth 2, hash f8841ed, HEAD~958
2021-07-04 05:02:09,530 DEBUG                  - depth 3, hash 17486e2, HEAD~959
2021-07-04 05:02:09,840 DEBUG    [line range] org/jsoup/nodes/LeafNode.java <clinit> 9:9
2021-07-04 05:02:09,876 DEBUG                  - depth 0, hash 1028b37, HEAD~43
2021-07-04 05:02:09,881 DEBUG    [single line]   org/jsoup/nodes/LeafNode.java <init> 8
2021-07-04 05:02:09,916 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:09,922 DEBUG    [line range] org/jsoup/nodes/LeafNode.java attr 41:48
2021-07-04 05:02:09,957 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:09,962 DEBUG    [line range] org/jsoup/nodes/LeafNode.java baseUri 79:82
2021-07-04 05:02:09,998 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:10,003 DEBUG    [line range] org/jsoup/nodes/LeafNode.java coreValue 33:35
2021-07-04 05:02:10,039 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:10,045 DEBUG    [line range] org/jsoup/nodes/LeafNode.java hasAttributes 13:15
2021-07-04 05:02:10,080 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:10,508 DEBUG    [line range] org/jsoup/nodes/Node.java <init> 25:26
2021-07-04 05:02:10,549 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:10,554 DEBUG                  - depth 1, hash 8c43a81, HEAD~352
2021-07-04 05:02:10,559 DEBUG                  - depth 2, hash 7eefa1b, HEAD~823
2021-07-04 05:02:10,563 DEBUG                  - depth 3, hash f548940, HEAD~941
2021-07-04 05:02:10,567 DEBUG    [line range] org/jsoup/nodes/Node.java hasParent 39:41
2021-07-04 05:02:10,604 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:10,610 DEBUG    [line range] org/jsoup/nodes/Node.java nodelistChanged 403:405
2021-07-04 05:02:10,648 DEBUG                  - depth 0, hash 38049ce, HEAD~204
2021-07-04 05:02:10,654 DEBUG    [line range] org/jsoup/nodes/Node.java reparentChild 467:469
2021-07-04 05:02:10,695 DEBUG                  - depth 0, hash 410c15f, HEAD~142
2021-07-04 05:02:10,701 DEBUG                  - depth 1, hash 990285b, HEAD~453
2021-07-04 05:02:10,705 DEBUG                  - depth 2, hash 674dab0, HEAD~951
2021-07-04 05:02:10,709 DEBUG    [line range] org/jsoup/nodes/Node.java setParentNode 417:422
2021-07-04 05:02:10,751 DEBUG                  - depth 0, hash 38049ce, HEAD~204
2021-07-04 05:02:10,757 DEBUG                  - depth 1, hash 05ea09d, HEAD~1003
2021-07-04 05:02:10,761 DEBUG                  - depth 2, hash d6da0b0, HEAD~1181
2021-07-04 05:02:10,765 DEBUG                  - depth 3, hash 0474436, HEAD~1182
2021-07-04 05:02:10,770 DEBUG    [line range] org/jsoup/nodes/Node.java setSiblingIndex 536:538
2021-07-04 05:02:10,812 DEBUG                  - depth 0, hash 6b0dd15, HEAD~986
2021-07-04 05:02:10,817 DEBUG                  - depth 1, hash a52e669, HEAD~1042
2021-07-04 05:02:10,821 DEBUG                  - depth 2, hash ffde882, HEAD~1176
2021-07-04 05:02:10,825 DEBUG                  - depth 3, hash a657d09, HEAD~1190
2021-07-04 05:02:11,152 DEBUG    [line range] org/jsoup/nodes/TextNode.java <init> 20:22
2021-07-04 05:02:11,189 DEBUG                  - depth 0, hash f71712b, HEAD~162
2021-07-04 05:02:11,195 DEBUG                  - depth 1, hash f548940, HEAD~941
2021-07-04 05:02:11,199 DEBUG                  - depth 2, hash c95216a, HEAD~1184
2021-07-04 05:02:11,203 DEBUG                  - depth 3, hash a657d09, HEAD~1190
2021-07-04 05:02:11,586 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 38:40
2021-07-04 05:02:11,624 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,629 DEBUG                  - depth 1, hash 231aab6, HEAD~692
2021-07-04 05:02:11,633 DEBUG                  - depth 2, hash 8749726, HEAD~806
2021-07-04 05:02:11,637 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 28:28
2021-07-04 05:02:11,675 DEBUG                  - depth 0, hash d1b5770, HEAD~466
2021-07-04 05:02:11,681 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 42:44
2021-07-04 05:02:11,719 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,724 DEBUG                  - depth 1, hash 231aab6, HEAD~692
2021-07-04 05:02:11,729 DEBUG                  - depth 2, hash 8749726, HEAD~806
2021-07-04 05:02:11,733 DEBUG    [line range] org/jsoup/parser/CharacterReader.java advance 112:114
2021-07-04 05:02:11,771 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,776 DEBUG                  - depth 1, hash 6dc38f2, HEAD~248
2021-07-04 05:02:11,781 DEBUG                  - depth 2, hash 8749726, HEAD~806
2021-07-04 05:02:11,785 DEBUG    [line range] org/jsoup/parser/CharacterReader.java bufferUp 46:66
2021-07-04 05:02:11,823 DEBUG                  - depth 0, hash ae99d7e, HEAD~14
2021-07-04 05:02:11,828 DEBUG                  - depth 1, hash b92b4f6, HEAD~48
2021-07-04 05:02:11,832 DEBUG                  - depth 2, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,836 DEBUG                  - depth 3, hash 231aab6, HEAD~692
2021-07-04 05:02:11,841 DEBUG                  - depth 4, hash 8749726, HEAD~806
2021-07-04 05:02:11,845 DEBUG    [line range] org/jsoup/parser/CharacterReader.java cacheString 454:484
2021-07-04 05:02:11,883 DEBUG                  - depth 0, hash b841199, HEAD~83
2021-07-04 05:02:11,888 DEBUG                  - depth 1, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,892 DEBUG                  - depth 2, hash 6a8fcb2, HEAD~332
2021-07-04 05:02:11,896 DEBUG                  - depth 3, hash d1b5770, HEAD~466
2021-07-04 05:02:11,901 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consume 98:103
2021-07-04 05:02:11,938 DEBUG                  - depth 0, hash b92b4f6, HEAD~48
2021-07-04 05:02:11,944 DEBUG                  - depth 1, hash 654bc6f, HEAD~177
2021-07-04 05:02:11,948 DEBUG                  - depth 2, hash 80158d6, HEAD~570
2021-07-04 05:02:11,952 DEBUG                  - depth 3, hash 231aab6, HEAD~692
2021-07-04 05:02:11,956 DEBUG                  - depth 4, hash f16c0c1, HEAD~778
2021-07-04 05:02:11,960 DEBUG                  - depth 5, hash 8749726, HEAD~806
2021-07-04 05:02:11,964 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeData 233:253
2021-07-04 05:02:12,002 DEBUG                  - depth 0, hash 1649122, HEAD~13
2021-07-04 05:02:12,007 DEBUG                  - depth 1, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,011 DEBUG                  - depth 2, hash d1b5770, HEAD~466
2021-07-04 05:02:12,015 DEBUG                  - depth 3, hash 231aab6, HEAD~692
2021-07-04 05:02:12,020 DEBUG                  - depth 4, hash 07a3c08, HEAD~693
2021-07-04 05:02:12,024 DEBUG                  - depth 5, hash 8749726, HEAD~806
2021-07-04 05:02:12,028 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeTagName 255:282
2021-07-04 05:02:12,067 DEBUG                  - depth 0, hash 1649122, HEAD~13
2021-07-04 05:02:12,072 DEBUG                  - depth 1, hash ae99d7e, HEAD~14
2021-07-04 05:02:12,076 DEBUG                  - depth 2, hash bdf1df7, HEAD~19
2021-07-04 05:02:12,081 DEBUG                  - depth 3, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,085 DEBUG                  - depth 4, hash d1b5770, HEAD~466
2021-07-04 05:02:12,089 DEBUG                  - depth 5, hash 231aab6, HEAD~692
2021-07-04 05:02:12,093 DEBUG                  - depth 6, hash 07a3c08, HEAD~693
2021-07-04 05:02:12,097 DEBUG                  - depth 7, hash 8749726, HEAD~806
2021-07-04 05:02:12,102 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeTo 169:178
2021-07-04 05:02:12,140 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,146 DEBUG                  - depth 1, hash 6dc38f2, HEAD~248
2021-07-04 05:02:12,150 DEBUG                  - depth 2, hash d1b5770, HEAD~466
2021-07-04 05:02:12,154 DEBUG                  - depth 3, hash 231aab6, HEAD~692
2021-07-04 05:02:12,158 DEBUG                  - depth 4, hash 07a3c08, HEAD~693
2021-07-04 05:02:12,162 DEBUG                  - depth 5, hash 8749726, HEAD~806
2021-07-04 05:02:12,167 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consumeToAny 196:215
2021-07-04 05:02:12,206 DEBUG                  - depth 0, hash 1649122, HEAD~13
2021-07-04 05:02:12,211 DEBUG                  - depth 1, hash ae99d7e, HEAD~14
2021-07-04 05:02:12,215 DEBUG                  - depth 2, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,219 DEBUG                  - depth 3, hash 6dc38f2, HEAD~248
2021-07-04 05:02:12,223 DEBUG                  - depth 4, hash 5886dd2, HEAD~330
2021-07-04 05:02:12,228 DEBUG                  - depth 5, hash d1b5770, HEAD~466
2021-07-04 05:02:12,232 DEBUG                  - depth 6, hash 231aab6, HEAD~692
2021-07-04 05:02:12,236 DEBUG                  - depth 7, hash 07a3c08, HEAD~693
2021-07-04 05:02:12,240 DEBUG                  - depth 8, hash 8749726, HEAD~806
2021-07-04 05:02:12,245 DEBUG    [line range] org/jsoup/parser/CharacterReader.java current 93:96
2021-07-04 05:02:12,283 DEBUG                  - depth 0, hash b92b4f6, HEAD~48
2021-07-04 05:02:12,288 DEBUG                  - depth 1, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,292 DEBUG                  - depth 2, hash 6dc38f2, HEAD~248
2021-07-04 05:02:12,297 DEBUG                  - depth 3, hash 80158d6, HEAD~570
2021-07-04 05:02:12,301 DEBUG                  - depth 4, hash 231aab6, HEAD~692
2021-07-04 05:02:12,305 DEBUG                  - depth 5, hash 8749726, HEAD~806
2021-07-04 05:02:12,309 DEBUG    [line range] org/jsoup/parser/CharacterReader.java isEmpty 80:83
2021-07-04 05:02:12,347 DEBUG                  - depth 0, hash b92b4f6, HEAD~48
2021-07-04 05:02:12,353 DEBUG                  - depth 1, hash 6dc38f2, HEAD~248
2021-07-04 05:02:12,357 DEBUG                  - depth 2, hash 8749726, HEAD~806
2021-07-04 05:02:12,361 DEBUG    [line range] org/jsoup/parser/CharacterReader.java isEmptyNoBufferUp 85:87
2021-07-04 05:02:12,399 DEBUG                  - depth 0, hash b92b4f6, HEAD~48
2021-07-04 05:02:12,405 DEBUG                  - depth 1, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,409 DEBUG                  - depth 2, hash 8749726, HEAD~806
2021-07-04 05:02:12,413 DEBUG    [line range] org/jsoup/parser/CharacterReader.java matchesLetter 402:407
2021-07-04 05:02:12,451 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,457 DEBUG                  - depth 1, hash 25e0e1e, HEAD~312
2021-07-04 05:02:12,461 DEBUG                  - depth 2, hash 231aab6, HEAD~692
2021-07-04 05:02:12,465 DEBUG                  - depth 3, hash 8749726, HEAD~806
2021-07-04 05:02:12,469 DEBUG    [line range] org/jsoup/parser/CharacterReader.java nextIndexOf 129:137
2021-07-04 05:02:12,507 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,513 DEBUG                  - depth 1, hash 231aab6, HEAD~692
2021-07-04 05:02:12,517 DEBUG                  - depth 2, hash 07a3c08, HEAD~693
2021-07-04 05:02:12,521 DEBUG                  - depth 3, hash 8749726, HEAD~806
2021-07-04 05:02:12,525 DEBUG    [line range] org/jsoup/parser/CharacterReader.java rangeEquals 489:500
2021-07-04 05:02:12,563 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,569 DEBUG                  - depth 1, hash 59453e2, HEAD~462
2021-07-04 05:02:12,573 DEBUG                  - depth 2, hash d1b5770, HEAD~466
2021-07-04 05:02:12,577 DEBUG    [line range] org/jsoup/parser/CharacterReader.java unconsume 105:107
2021-07-04 05:02:12,615 DEBUG                  - depth 0, hash 654bc6f, HEAD~177
2021-07-04 05:02:12,621 DEBUG                  - depth 1, hash 8749726, HEAD~806
2021-07-04 05:02:12,899 DEBUG    [line range] org/jsoup/parser/ParseErrorList.java <init> 14:17
2021-07-04 05:02:12,934 DEBUG                  - depth 0, hash f8a5dfb, HEAD~735
2021-07-04 05:02:12,940 DEBUG    [line range] org/jsoup/parser/ParseErrorList.java canAddError 19:21
2021-07-04 05:02:12,977 DEBUG                  - depth 0, hash f8a5dfb, HEAD~735
2021-07-04 05:02:12,983 DEBUG    [line range] org/jsoup/parser/ParseErrorList.java noTracking 27:29
