2021-07-04 10:19:38,697 INFO     Search BICs for /tmp/Time-14b/
2021-07-04 10:19:41,565 DEBUG    [single line]   org/joda/time/DateTimeField.java <init> 33
2021-07-04 10:19:41,627 DEBUG                  - depth 0, hash 92e7588, HEAD~1385
2021-07-04 10:19:41,632 DEBUG                  - depth 1, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:41,636 DEBUG                  - depth 2, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:42,017 DEBUG    [line range] org/joda/time/DateTimeFieldType.java <clinit> 73:74
2021-07-04 10:19:42,077 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,082 DEBUG                  - depth 1, hash a5f5886, HEAD~1109
2021-07-04 10:19:42,086 DEBUG                  - depth 2, hash 4f78ec4, HEAD~1110
2021-07-04 10:19:42,090 DEBUG                  - depth 3, hash de0a353, HEAD~1111
2021-07-04 10:19:42,095 DEBUG    [line range] org/joda/time/DateTimeFieldType.java <init> 152:155
2021-07-04 10:19:42,154 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,159 DEBUG                  - depth 1, hash a5f5886, HEAD~1109
2021-07-04 10:19:42,164 DEBUG                  - depth 2, hash de0a353, HEAD~1111
2021-07-04 10:19:42,168 DEBUG    [line range] org/joda/time/DateTimeFieldType.java centuryOfEra 353:355
2021-07-04 10:19:42,227 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,232 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,236 DEBUG    [line range] org/joda/time/DateTimeFieldType.java clockhourOfDay 226:228
2021-07-04 10:19:42,297 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,303 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,307 DEBUG    [line range] org/joda/time/DateTimeFieldType.java clockhourOfHalfday 244:246
2021-07-04 10:19:42,366 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,371 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,375 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfMonth 272:274
2021-07-04 10:19:42,434 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,440 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,444 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfWeek 263:265
2021-07-04 10:19:42,505 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,510 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,514 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfYear 281:283
2021-07-04 10:19:42,574 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,580 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,584 DEBUG    [line range] org/joda/time/DateTimeFieldType.java era 362:364
2021-07-04 10:19:42,645 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,651 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,655 DEBUG    [line range] org/joda/time/DateTimeFieldType.java halfdayOfDay 253:255
2021-07-04 10:19:42,716 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,721 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,726 DEBUG    [line range] org/joda/time/DateTimeFieldType.java hourOfDay 217:219
2021-07-04 10:19:42,787 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,792 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,796 DEBUG    [line range] org/joda/time/DateTimeFieldType.java hourOfHalfday 235:237
2021-07-04 10:19:42,855 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,861 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,865 DEBUG    [line range] org/joda/time/DateTimeFieldType.java millisOfDay 172:174
2021-07-04 10:19:42,924 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,929 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:42,933 DEBUG    [line range] org/joda/time/DateTimeFieldType.java millisOfSecond 163:165
2021-07-04 10:19:42,994 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:42,999 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,003 DEBUG    [line range] org/joda/time/DateTimeFieldType.java minuteOfDay 208:210
2021-07-04 10:19:43,063 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,068 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,072 DEBUG    [line range] org/joda/time/DateTimeFieldType.java minuteOfHour 199:201
2021-07-04 10:19:43,133 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,139 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,143 DEBUG    [line range] org/joda/time/DateTimeFieldType.java monthOfYear 317:319
2021-07-04 10:19:43,202 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,207 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,211 DEBUG    [line range] org/joda/time/DateTimeFieldType.java secondOfDay 190:192
2021-07-04 10:19:43,273 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,278 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,282 DEBUG    [line range] org/joda/time/DateTimeFieldType.java secondOfMinute 181:183
2021-07-04 10:19:43,343 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,349 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,353 DEBUG    [line range] org/joda/time/DateTimeFieldType.java weekOfWeekyear 290:292
2021-07-04 10:19:43,412 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,418 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,422 DEBUG    [line range] org/joda/time/DateTimeFieldType.java weekyear 299:301
2021-07-04 10:19:43,483 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,488 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,493 DEBUG    [line range] org/joda/time/DateTimeFieldType.java weekyearOfCentury 308:310
2021-07-04 10:19:43,554 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,559 DEBUG                  - depth 1, hash 4f78ec4, HEAD~1110
2021-07-04 10:19:43,564 DEBUG    [line range] org/joda/time/DateTimeFieldType.java year 326:328
2021-07-04 10:19:43,626 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,632 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,636 DEBUG    [line range] org/joda/time/DateTimeFieldType.java yearOfCentury 344:346
2021-07-04 10:19:43,695 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,700 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,704 DEBUG    [line range] org/joda/time/DateTimeFieldType.java yearOfEra 335:337
2021-07-04 10:19:43,764 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,769 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:43,773 DEBUG    [line range] org/joda/time/DateTimeFieldType.java <init> 442:448
2021-07-04 10:19:43,832 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,837 DEBUG    [line range] org/joda/time/DateTimeFieldType.java getDurationType 451:453
2021-07-04 10:19:43,896 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,902 DEBUG    [line range] org/joda/time/DateTimeFieldType.java getField 479:533
2021-07-04 10:19:43,960 DEBUG                  - depth 0, hash 6892714, HEAD~1016
2021-07-04 10:19:43,966 DEBUG                  - depth 1, hash b9e9ad7, HEAD~1066
2021-07-04 10:19:43,970 DEBUG                  - depth 2, hash c5a0687, HEAD~1105
2021-07-04 10:19:43,974 DEBUG                  - depth 3, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:43,978 DEBUG    [line range] org/joda/time/DateTimeFieldType.java getRangeDurationType 456:458
2021-07-04 10:19:44,037 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:44,042 DEBUG    [line range] org/joda/time/DateTimeFieldType.java hashCode 473:476
2021-07-04 10:19:44,100 DEBUG                  - depth 0, hash 7b5032a, HEAD~27
2021-07-04 10:19:44,105 DEBUG                  - depth 1, hash bbbbbbf, HEAD~90
2021-07-04 10:19:44,447 DEBUG    [line range] org/joda/time/DateTimeUtils.java <clinit> 35:35
2021-07-04 10:19:44,508 DEBUG                  - depth 0, hash 5d784a8, HEAD~1400
2021-07-04 10:19:44,514 DEBUG    [line range] org/joda/time/DateTimeUtils.java checkPermission 128:133
2021-07-04 10:19:44,575 DEBUG                  - depth 0, hash 72028b7, HEAD~1390
2021-07-04 10:19:44,580 DEBUG    [line range] org/joda/time/DateTimeUtils.java getChronology 251:256
2021-07-04 10:19:44,640 DEBUG                  - depth 0, hash 7eadd1a, HEAD~1178
2021-07-04 10:19:44,646 DEBUG                  - depth 1, hash 44f74ae, HEAD~1191
2021-07-04 10:19:44,650 DEBUG    [line range] org/joda/time/DateTimeUtils.java getZone 268:273
2021-07-04 10:19:44,711 DEBUG                  - depth 0, hash 99af0da, HEAD~1174
2021-07-04 10:19:44,716 DEBUG    [line range] org/joda/time/DateTimeUtils.java isContiguous 333:348
2021-07-04 10:19:44,775 DEBUG                  - depth 0, hash 7168f6d, HEAD~765
2021-07-04 10:19:44,781 DEBUG    [line range] org/joda/time/DateTimeUtils.java setCurrentMillisFixed 81:84
2021-07-04 10:19:44,844 DEBUG                  - depth 0, hash 5e94133, HEAD~1255
2021-07-04 10:19:44,849 DEBUG                  - depth 1, hash 72028b7, HEAD~1390
2021-07-04 10:19:44,853 DEBUG                  - depth 2, hash 5d784a8, HEAD~1400
2021-07-04 10:19:44,858 DEBUG    [line range] org/joda/time/DateTimeUtils.java setCurrentMillisSystem 67:70
2021-07-04 10:19:44,919 DEBUG                  - depth 0, hash 5e94133, HEAD~1255
2021-07-04 10:19:44,925 DEBUG                  - depth 1, hash 72028b7, HEAD~1390
2021-07-04 10:19:44,929 DEBUG                  - depth 2, hash 5d784a8, HEAD~1400
2021-07-04 10:19:44,933 DEBUG    [line range] org/joda/time/DateTimeUtils.java <init> 414:416
2021-07-04 10:19:44,993 DEBUG                  - depth 0, hash 5d784a8, HEAD~1400
2021-07-04 10:19:44,999 DEBUG    [single line]   org/joda/time/DateTimeUtils.java <init> 393
2021-07-04 10:19:45,062 DEBUG                  - depth 0, hash 7673aa4, HEAD~169
2021-07-04 10:19:45,067 DEBUG                  - depth 1, hash 5d784a8, HEAD~1400
2021-07-04 10:19:45,498 DEBUG    [line range] org/joda/time/DateTimeZone.java <clinit> 95:95
2021-07-04 10:19:45,567 DEBUG                  - depth 0, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:45,572 DEBUG    [line range] org/joda/time/DateTimeZone.java <init> 689:694
2021-07-04 10:19:45,640 DEBUG                  - depth 0, hash 6682ab2, HEAD~1295
2021-07-04 10:19:45,645 DEBUG                  - depth 1, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:45,650 DEBUG    [line range] org/joda/time/DateTimeZone.java convertLocalToUTC 972:1015
2021-07-04 10:19:45,718 DEBUG                  - depth 0, hash 51bec12, HEAD~167
2021-07-04 10:19:45,723 DEBUG                  - depth 1, hash c41eff1, HEAD~385
2021-07-04 10:19:45,727 DEBUG                  - depth 2, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:45,731 DEBUG                  - depth 3, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:45,736 DEBUG    [line range] org/joda/time/DateTimeZone.java convertLocalToUTC 950:958
2021-07-04 10:19:45,797 DEBUG                  - depth 0, hash c7a581e, HEAD~98
2021-07-04 10:19:45,802 DEBUG    [line range] org/joda/time/DateTimeZone.java convertUTCToLocal 923:931
2021-07-04 10:19:45,869 DEBUG                  - depth 0, hash c41eff1, HEAD~385
2021-07-04 10:19:45,874 DEBUG                  - depth 1, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:45,878 DEBUG                  - depth 2, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:45,882 DEBUG    [line range] org/joda/time/DateTimeZone.java forID 202:224
2021-07-04 10:19:45,950 DEBUG                  - depth 0, hash 218a7fe, HEAD~99
2021-07-04 10:19:45,956 DEBUG                  - depth 1, hash 51ed402, HEAD~254
2021-07-04 10:19:45,960 DEBUG                  - depth 2, hash 0531e3d, HEAD~756
2021-07-04 10:19:45,964 DEBUG                  - depth 3, hash 8a58750, HEAD~920
2021-07-04 10:19:45,968 DEBUG                  - depth 4, hash b997856, HEAD~977
2021-07-04 10:19:45,972 DEBUG                  - depth 5, hash efd2748, HEAD~986
2021-07-04 10:19:45,977 DEBUG                  - depth 6, hash 6cad802, HEAD~1034
2021-07-04 10:19:45,981 DEBUG                  - depth 7, hash 7f03615, HEAD~1220
2021-07-04 10:19:45,985 DEBUG                  - depth 8, hash 6682ab2, HEAD~1295
2021-07-04 10:19:45,989 DEBUG                  - depth 9, hash a26563f, HEAD~1396
2021-07-04 10:19:45,993 DEBUG                  - depth 10, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:45,997 DEBUG                  - depth 11, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,002 DEBUG    [line range] org/joda/time/DateTimeZone.java getDefault 132:162
2021-07-04 10:19:46,069 DEBUG                  - depth 0, hash b835259, HEAD~117
2021-07-04 10:19:46,074 DEBUG                  - depth 1, hash df5d164, HEAD~119
2021-07-04 10:19:46,079 DEBUG                  - depth 2, hash bc49e14, HEAD~168
2021-07-04 10:19:46,083 DEBUG                  - depth 3, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,087 DEBUG    [line range] org/joda/time/DateTimeZone.java getDefaultNameProvider 528:549
2021-07-04 10:19:46,153 DEBUG                  - depth 0, hash 6682ab2, HEAD~1295
2021-07-04 10:19:46,158 DEBUG    [line range] org/joda/time/DateTimeZone.java getDefaultProvider 442:474
2021-07-04 10:19:46,224 DEBUG                  - depth 0, hash 6892714, HEAD~1016
2021-07-04 10:19:46,229 DEBUG                  - depth 1, hash 6682ab2, HEAD~1295
2021-07-04 10:19:46,234 DEBUG    [line range] org/joda/time/DateTimeZone.java getID 704:707
2021-07-04 10:19:46,301 DEBUG                  - depth 0, hash 218a7fe, HEAD~99
2021-07-04 10:19:46,306 DEBUG                  - depth 1, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,310 DEBUG    [line range] org/joda/time/DateTimeZone.java hashCode 1249:1251
2021-07-04 10:19:46,377 DEBUG                  - depth 0, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,383 DEBUG    [line range] org/joda/time/DateTimeZone.java setDefault 173:184
2021-07-04 10:19:46,449 DEBUG                  - depth 0, hash bc49e14, HEAD~168
2021-07-04 10:19:46,455 DEBUG                  - depth 1, hash c6391f3, HEAD~1392
2021-07-04 10:19:46,459 DEBUG                  - depth 2, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:46,474 DEBUG                  - depth 3, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,478 DEBUG    [line range] org/joda/time/DateTimeZone.java setNameProvider0 513:518
2021-07-04 10:19:46,547 DEBUG                  - depth 0, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:46,553 DEBUG                  - depth 1, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,557 DEBUG    [line range] org/joda/time/DateTimeZone.java setProvider0 414:431
2021-07-04 10:19:46,624 DEBUG                  - depth 0, hash 3f1e047, HEAD~236
2021-07-04 10:19:46,630 DEBUG                  - depth 1, hash a26563f, HEAD~1396
2021-07-04 10:19:46,634 DEBUG                  - depth 2, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:46,638 DEBUG                  - depth 3, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:46,938 DEBUG    [single line]   org/joda/time/DurationField.java <init> 30
2021-07-04 10:19:46,999 DEBUG                  - depth 0, hash 3f1e047, HEAD~236
2021-07-04 10:19:47,004 DEBUG                  - depth 1, hash ab921d9, HEAD~1313
2021-07-04 10:19:47,009 DEBUG                  - depth 2, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:47,355 DEBUG    [line range] org/joda/time/DurationFieldType.java <clinit> 60:60
2021-07-04 10:19:47,414 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,419 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,424 DEBUG    [line range] org/joda/time/DurationFieldType.java <init> 93:96
2021-07-04 10:19:47,482 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,488 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,492 DEBUG    [line range] org/joda/time/DurationFieldType.java centuries 195:197
2021-07-04 10:19:47,551 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,556 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,561 DEBUG    [line range] org/joda/time/DurationFieldType.java days 150:152
2021-07-04 10:19:47,620 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,625 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,629 DEBUG    [line range] org/joda/time/DurationFieldType.java eras 204:206
2021-07-04 10:19:47,688 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,694 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,698 DEBUG    [line range] org/joda/time/DurationFieldType.java halfdays 140:142
2021-07-04 10:19:47,757 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,762 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,767 DEBUG    [line range] org/joda/time/DurationFieldType.java hours 131:133
2021-07-04 10:19:47,827 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,833 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,837 DEBUG    [line range] org/joda/time/DurationFieldType.java millis 104:106
2021-07-04 10:19:47,896 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,902 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,906 DEBUG    [line range] org/joda/time/DurationFieldType.java minutes 122:124
2021-07-04 10:19:47,965 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:47,970 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:47,974 DEBUG    [line range] org/joda/time/DurationFieldType.java months 177:179
2021-07-04 10:19:48,033 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,038 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:48,043 DEBUG    [line range] org/joda/time/DurationFieldType.java seconds 113:115
2021-07-04 10:19:48,101 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,107 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:48,111 DEBUG    [line range] org/joda/time/DurationFieldType.java weeks 159:161
2021-07-04 10:19:48,171 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,176 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:48,181 DEBUG    [line range] org/joda/time/DurationFieldType.java weekyears 168:170
2021-07-04 10:19:48,240 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,246 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:48,250 DEBUG    [line range] org/joda/time/DurationFieldType.java years 186:188
2021-07-04 10:19:48,309 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,315 DEBUG                  - depth 1, hash de0a353, HEAD~1111
2021-07-04 10:19:48,319 DEBUG    [line range] org/joda/time/DurationFieldType.java <init> 258:261
2021-07-04 10:19:48,378 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1106
2021-07-04 10:19:48,383 DEBUG    [line range] org/joda/time/DurationFieldType.java hashCode 276:279
2021-07-04 10:19:48,441 DEBUG                  - depth 0, hash 7b5032a, HEAD~27
2021-07-04 10:19:48,446 DEBUG                  - depth 1, hash e16eb72, HEAD~29
2021-07-04 10:19:48,773 DEBUG    [line range] org/joda/time/Instant.java <init> 117:120
2021-07-04 10:19:48,834 DEBUG                  - depth 0, hash 0e07ac6, HEAD~1562
2021-07-04 10:19:48,839 DEBUG                  - depth 1, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:48,843 DEBUG    [line range] org/joda/time/Instant.java getMillis 255:257
2021-07-04 10:19:48,904 DEBUG                  - depth 0, hash 8ef6067, HEAD~1078
2021-07-04 10:19:48,910 DEBUG                  - depth 1, hash 21a05d4, HEAD~1394
2021-07-04 10:19:48,914 DEBUG                  - depth 2, hash 7fe68f2, HEAD~1568
2021-07-04 10:19:48,919 DEBUG    [line range] org/joda/time/Instant.java toInstant 143:145
2021-07-04 10:19:48,978 DEBUG                  - depth 0, hash 8fe0060, HEAD~1160
2021-07-04 10:19:49,373 DEBUG    [line range] org/joda/time/MonthDay.java <clinit> 79:81
2021-07-04 10:19:49,466 DEBUG                  - depth 0, hash df4a82f, HEAD~78
2021-07-04 10:19:49,472 DEBUG                  - depth 1, hash 65727d7, HEAD~92
2021-07-04 10:19:49,476 DEBUG                  - depth 2, hash bf31353, HEAD~101
2021-07-04 10:19:49,480 DEBUG                  - depth 3, hash 91e4b34, HEAD~104
2021-07-04 10:19:49,484 DEBUG                  - depth 4, hash 8672850, HEAD~105
2021-07-04 10:19:49,488 DEBUG                  - depth 5, hash af371a8, HEAD~126
2021-07-04 10:19:49,493 DEBUG                  - depth 6, hash 6c6ad87, HEAD~171
2021-07-04 10:19:49,497 DEBUG    [line range] org/joda/time/MonthDay.java <init> 351:353
2021-07-04 10:19:49,590 DEBUG                  - depth 0, hash df4a82f, HEAD~78
2021-07-04 10:19:49,596 DEBUG                  - depth 1, hash 65727d7, HEAD~92
2021-07-04 10:19:49,600 DEBUG                  - depth 2, hash bf31353, HEAD~101
2021-07-04 10:19:49,604 DEBUG                  - depth 3, hash 91e4b34, HEAD~104
2021-07-04 10:19:49,608 DEBUG                  - depth 4, hash 8672850, HEAD~105
2021-07-04 10:19:49,612 DEBUG                  - depth 5, hash af371a8, HEAD~126
2021-07-04 10:19:49,616 DEBUG                  - depth 6, hash 6c6ad87, HEAD~171
2021-07-04 10:19:49,621 DEBUG    [line range] org/joda/time/MonthDay.java <init> 361:363
2021-07-04 10:19:49,714 DEBUG                  - depth 0, hash df4a82f, HEAD~78
2021-07-04 10:19:49,720 DEBUG                  - depth 1, hash 65727d7, HEAD~92
2021-07-04 10:19:49,724 DEBUG                  - depth 2, hash bf31353, HEAD~101
2021-07-04 10:19:49,728 DEBUG                  - depth 3, hash 91e4b34, HEAD~104
2021-07-04 10:19:49,732 DEBUG                  - depth 4, hash 8672850, HEAD~105
2021-07-04 10:19:49,737 DEBUG                  - depth 5, hash af371a8, HEAD~126
2021-07-04 10:19:49,741 DEBUG                  - depth 6, hash 6c6ad87, HEAD~171
2021-07-04 10:19:49,745 DEBUG    [line range] org/joda/time/MonthDay.java getField 407:416
2021-07-04 10:19:49,839 DEBUG                  - depth 0, hash df4a82f, HEAD~78
2021-07-04 10:19:49,844 DEBUG                  - depth 1, hash 65727d7, HEAD~92
2021-07-04 10:19:49,849 DEBUG                  - depth 2, hash bf31353, HEAD~101
2021-07-04 10:19:49,853 DEBUG                  - depth 3, hash 91e4b34, HEAD~104
2021-07-04 10:19:49,857 DEBUG                  - depth 4, hash 8672850, HEAD~105
2021-07-04 10:19:49,861 DEBUG                  - depth 5, hash af371a8, HEAD~126
2021-07-04 10:19:49,865 DEBUG                  - depth 6, hash 6c6ad87, HEAD~171
2021-07-04 10:19:49,869 DEBUG    [line range] org/joda/time/MonthDay.java getFieldType 425:427
2021-07-04 10:19:49,966 DEBUG                  - depth 0, hash df4a82f, HEAD~78
2021-07-04 10:19:49,971 DEBUG                  - depth 1, hash 65727d7, HEAD~92
2021-07-04 10:19:49,975 DEBUG                  - depth 2, hash bf31353, HEAD~101
2021-07-04 10:19:49,979 DEBUG                  - depth 3, hash 91e4b34, HEAD~104
2021-07-04 10:19:49,984 DEBUG                  - depth 4, hash 8672850, HEAD~105
2021-07-04 10:19:49,988 DEBUG                  - depth 5, hash af371a8, HEAD~126
