2021-07-03 20:52:56,352 INFO     Search BICs for /tmp/Csv-14b/
2021-07-03 20:52:57,257 DEBUG                  - depth 9, hash 50e2719, HEAD~748
2021-07-03 20:52:57,261 DEBUG                  - depth 10, hash 42476f4, HEAD~989
2021-07-03 20:52:57,265 DEBUG                  - depth 11, hash 1166ca6, HEAD~1000
2021-07-03 20:52:57,269 DEBUG                  - depth 12, hash eac54a2, HEAD~1105
2021-07-03 20:52:57,273 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 514:537
2021-07-03 20:52:57,330 DEBUG                  - depth 0, hash d9d6a8f, HEAD~78
2021-07-03 20:52:57,335 DEBUG                  - depth 1, hash 562b277, HEAD~79
2021-07-03 20:52:57,339 DEBUG                  - depth 2, hash 63ddb09, HEAD~94
2021-07-03 20:52:57,343 DEBUG                  - depth 3, hash 16b9e2c, HEAD~98
2021-07-03 20:52:57,347 DEBUG                  - depth 4, hash d54b339, HEAD~132
2021-07-03 20:52:57,351 DEBUG                  - depth 5, hash 722d696, HEAD~188
2021-07-03 20:52:57,355 DEBUG                  - depth 6, hash 4471e9d, HEAD~193
2021-07-03 20:52:57,359 DEBUG                  - depth 7, hash a4f7371, HEAD~237
2021-07-03 20:52:57,363 DEBUG                  - depth 8, hash 67d150a, HEAD~263
2021-07-03 20:52:57,367 DEBUG                  - depth 9, hash f9a3162, HEAD~264
2021-07-03 20:52:57,371 DEBUG                  - depth 10, hash a72c71f, HEAD~265
2021-07-03 20:52:57,375 DEBUG                  - depth 11, hash aa0762d, HEAD~267
2021-07-03 20:52:57,380 DEBUG                  - depth 12, hash 3cd5067, HEAD~301
2021-07-03 20:52:57,384 DEBUG                  - depth 13, hash c1049b5, HEAD~309
2021-07-03 20:52:57,388 DEBUG                  - depth 14, hash cdbb1cd, HEAD~313
2021-07-03 20:52:57,392 DEBUG                  - depth 15, hash fa116dd, HEAD~314
2021-07-03 20:52:57,396 DEBUG                  - depth 16, hash 1fa12a6, HEAD~315
2021-07-03 20:52:57,400 DEBUG                  - depth 17, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:57,404 DEBUG                  - depth 18, hash 99c3819, HEAD~320
2021-07-03 20:52:57,408 DEBUG                  - depth 19, hash 16b175b, HEAD~328
2021-07-03 20:52:57,412 DEBUG                  - depth 20, hash 35d101c, HEAD~330
2021-07-03 20:52:57,416 DEBUG                  - depth 21, hash 692a1e3, HEAD~331
2021-07-03 20:52:57,420 DEBUG                  - depth 22, hash 5941149, HEAD~387
2021-07-03 20:52:57,424 DEBUG                  - depth 23, hash 97d3457, HEAD~492
2021-07-03 20:52:57,428 DEBUG                  - depth 24, hash 5a0894f, HEAD~516
2021-07-03 20:52:57,432 DEBUG                  - depth 25, hash ab2e7eb, HEAD~520
2021-07-03 20:52:57,436 DEBUG                  - depth 26, hash 75b9a4b, HEAD~556
2021-07-03 20:52:57,440 DEBUG                  - depth 27, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,444 DEBUG                  - depth 28, hash db11c04, HEAD~647
2021-07-03 20:52:57,448 DEBUG                  - depth 29, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,452 DEBUG                  - depth 30, hash 0030e1a, HEAD~709
2021-07-03 20:52:57,457 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 650:652
2021-07-03 20:52:57,511 DEBUG                  - depth 0, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,516 DEBUG                  - depth 1, hash 759596a, HEAD~568
2021-07-03 20:52:57,520 DEBUG                  - depth 2, hash d10442b, HEAD~578
2021-07-03 20:52:57,524 DEBUG                  - depth 3, hash df08aca, HEAD~586
2021-07-03 20:52:57,528 DEBUG                  - depth 4, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,532 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeader 668:670
2021-07-03 20:52:57,586 DEBUG                  - depth 0, hash 390800f, HEAD~497
2021-07-03 20:52:57,591 DEBUG                  - depth 1, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,596 DEBUG                  - depth 2, hash 961cce2, HEAD~622
2021-07-03 20:52:57,600 DEBUG                  - depth 3, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,604 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeaderComments 677:679
2021-07-03 20:52:57,645 DEBUG                  - depth 0, hash a4f7371, HEAD~237
2021-07-03 20:52:57,650 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getQuoteCharacter 729:731
2021-07-03 20:52:57,703 DEBUG                  - depth 0, hash f9a3162, HEAD~264
2021-07-03 20:52:57,708 DEBUG                  - depth 1, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,712 DEBUG                  - depth 2, hash 961cce2, HEAD~622
2021-07-03 20:52:57,716 DEBUG                  - depth 3, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,720 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getQuoteMode 738:740
2021-07-03 20:52:57,775 DEBUG                  - depth 0, hash a72c71f, HEAD~265
2021-07-03 20:52:57,780 DEBUG                  - depth 1, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,785 DEBUG                  - depth 2, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,789 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getRecordSeparator 747:749
2021-07-03 20:52:57,842 DEBUG                  - depth 0, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,847 DEBUG                  - depth 1, hash db11c04, HEAD~647
2021-07-03 20:52:57,851 DEBUG                  - depth 2, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,855 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getTrim 775:777
2021-07-03 20:52:57,893 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:57,898 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 391:393
2021-07-03 20:52:57,958 DEBUG                  - depth 0, hash 9631efe, HEAD~446
2021-07-03 20:52:57,964 DEBUG                  - depth 1, hash 60cc83a, HEAD~557
2021-07-03 20:52:57,968 DEBUG                  - depth 2, hash 6a34b82, HEAD~657
2021-07-03 20:52:57,972 DEBUG                  - depth 3, hash 73ec29f, HEAD~663
2021-07-03 20:52:57,976 DEBUG                  - depth 4, hash 53f15f4, HEAD~703
2021-07-03 20:52:57,980 DEBUG                  - depth 5, hash 6e57364, HEAD~708
2021-07-03 20:52:57,984 DEBUG                  - depth 6, hash 0030e1a, HEAD~709
2021-07-03 20:52:57,988 DEBUG                  - depth 7, hash 53fd86d, HEAD~756
2021-07-03 20:52:57,992 DEBUG                  - depth 8, hash 6ab9b46, HEAD~765
2021-07-03 20:52:57,996 DEBUG                  - depth 9, hash 67bbc35, HEAD~768
2021-07-03 20:52:58,000 DEBUG                  - depth 10, hash 6c1b0fa, HEAD~783
2021-07-03 20:52:58,004 DEBUG                  - depth 11, hash 93fc1f9, HEAD~785
2021-07-03 20:52:58,008 DEBUG                  - depth 12, hash bf06bed, HEAD~788
2021-07-03 20:52:58,013 DEBUG                  - depth 13, hash 38741a4, HEAD~873
2021-07-03 20:52:58,017 DEBUG                  - depth 14, hash c9dedff, HEAD~908
2021-07-03 20:52:58,021 DEBUG                  - depth 15, hash aee6c50, HEAD~914
2021-07-03 20:52:58,025 DEBUG                  - depth 16, hash bbb2da1, HEAD~923
2021-07-03 20:52:58,029 DEBUG                  - depth 17, hash 740a1b6, HEAD~939
2021-07-03 20:52:58,033 DEBUG                  - depth 18, hash 194e21c, HEAD~957
2021-07-03 20:52:58,037 DEBUG                  - depth 19, hash 70337be, HEAD~978
2021-07-03 20:52:58,041 DEBUG                  - depth 20, hash cb99634, HEAD~988
2021-07-03 20:52:58,045 DEBUG                  - depth 21, hash 42476f4, HEAD~989
2021-07-03 20:52:58,049 DEBUG                  - depth 22, hash 43b777b, HEAD~994
2021-07-03 20:52:58,053 DEBUG                  - depth 23, hash 1166ca6, HEAD~1000
2021-07-03 20:52:58,058 DEBUG                  - depth 24, hash 02b2146, HEAD~1012
2021-07-03 20:52:58,062 DEBUG                  - depth 25, hash eac54a2, HEAD~1105
2021-07-03 20:52:58,066 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 403:405
2021-07-03 20:52:58,112 DEBUG                  - depth 0, hash 9631efe, HEAD~446
2021-07-03 20:52:58,118 DEBUG                  - depth 1, hash 15b4e3f, HEAD~447
2021-07-03 20:52:58,122 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isQuoteCharacterSet 833:835
2021-07-03 20:52:58,177 DEBUG                  - depth 0, hash f9a3162, HEAD~264
2021-07-03 20:52:58,182 DEBUG                  - depth 1, hash 60cc83a, HEAD~557
2021-07-03 20:52:58,186 DEBUG                  - depth 2, hash 6a34b82, HEAD~657
2021-07-03 20:52:58,190 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java print 927:938
2021-07-03 20:52:58,226 DEBUG                  - depth 0, hash 4a6af45, HEAD~61
2021-07-03 20:52:58,232 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java print 940:955
2021-07-03 20:52:58,266 DEBUG                  - depth 0, hash 4a6af45, HEAD~61
2021-07-03 20:52:58,272 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java printAndQuote 1001:1106
2021-07-03 20:52:58,308 DEBUG                  - depth 0, hash 4a6af45, HEAD~61
2021-07-03 20:52:58,313 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java toStringArray 1195:1205
2021-07-03 20:52:58,353 DEBUG                  - depth 0, hash a4c1a85, HEAD~104
2021-07-03 20:52:58,358 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java validate 1229:1273
2021-07-03 20:52:58,408 DEBUG                  - depth 0, hash ed6adc7, HEAD~27
2021-07-03 20:52:58,414 DEBUG                  - depth 1, hash 16b9e2c, HEAD~98
2021-07-03 20:52:58,418 DEBUG                  - depth 2, hash 722d696, HEAD~188
2021-07-03 20:52:58,422 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:58,426 DEBUG                  - depth 4, hash 67d150a, HEAD~263
2021-07-03 20:52:58,430 DEBUG                  - depth 5, hash f9a3162, HEAD~264
2021-07-03 20:52:58,434 DEBUG                  - depth 6, hash a72c71f, HEAD~265
2021-07-03 20:52:58,438 DEBUG                  - depth 7, hash bb54feb, HEAD~282
2021-07-03 20:52:58,443 DEBUG                  - depth 8, hash 4117bb4, HEAD~296
2021-07-03 20:52:58,447 DEBUG                  - depth 9, hash 43560d9, HEAD~297
2021-07-03 20:52:58,451 DEBUG                  - depth 10, hash 3cd5067, HEAD~301
2021-07-03 20:52:58,455 DEBUG                  - depth 11, hash 35d101c, HEAD~330
2021-07-03 20:52:58,459 DEBUG                  - depth 12, hash fcc0d15, HEAD~482
2021-07-03 20:52:58,463 DEBUG                  - depth 13, hash f881372, HEAD~494
2021-07-03 20:52:58,467 DEBUG                  - depth 14, hash 75f39a8, HEAD~504
2021-07-03 20:52:58,471 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withAllowMissingColumnNames 1282:1284
2021-07-03 20:52:58,511 DEBUG                  - depth 0, hash a4c1a85, HEAD~104
2021-07-03 20:52:58,516 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withAllowMissingColumnNames 1294:1298
2021-07-03 20:52:58,556 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:58,561 DEBUG                  - depth 1, hash a4c1a85, HEAD~104
2021-07-03 20:52:58,565 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withDelimiter 1344:1351
2021-07-03 20:52:58,615 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:58,621 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:58,625 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:58,629 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:58,633 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:58,637 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:58,641 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:58,646 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:58,650 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:58,654 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:58,658 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:58,662 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:58,666 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:58,670 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 1362:1364
2021-07-03 20:52:58,720 DEBUG                  - depth 0, hash 75f39a8, HEAD~504
2021-07-03 20:52:58,725 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 1375:1382
2021-07-03 20:52:58,775 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:58,781 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:58,785 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:58,789 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:58,793 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:58,797 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:58,801 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:58,806 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:58,810 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:58,814 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:58,818 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:58,822 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:58,826 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:58,830 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreEmptyLines 1579:1583
2021-07-03 20:52:58,878 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:58,884 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:58,888 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:58,892 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:58,896 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:58,900 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:58,904 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:58,909 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:58,913 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:58,917 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:58,921 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:58,925 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:58,929 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:58,933 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreSurroundingSpaces 1618:1620
2021-07-03 20:52:58,983 DEBUG                  - depth 0, hash a4c1a85, HEAD~104
2021-07-03 20:52:58,989 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:58,993 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:58,997 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:59,001 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:59,005 DEBUG                  - depth 5, hash aa0762d, HEAD~267
2021-07-03 20:52:59,009 DEBUG                  - depth 6, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:59,013 DEBUG                  - depth 7, hash 99c3819, HEAD~320
2021-07-03 20:52:59,018 DEBUG                  - depth 8, hash 97d3457, HEAD~492
2021-07-03 20:52:59,022 DEBUG                  - depth 9, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,026 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreSurroundingSpaces 1630:1634
2021-07-03 20:52:59,074 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:59,080 DEBUG                  - depth 1, hash a4c1a85, HEAD~104
2021-07-03 20:52:59,084 DEBUG                  - depth 2, hash d54b339, HEAD~132
2021-07-03 20:52:59,088 DEBUG                  - depth 3, hash 65883aa, HEAD~179
2021-07-03 20:52:59,092 DEBUG                  - depth 4, hash 4471e9d, HEAD~193
2021-07-03 20:52:59,096 DEBUG                  - depth 5, hash a4f7371, HEAD~237
2021-07-03 20:52:59,100 DEBUG                  - depth 6, hash aa0762d, HEAD~267
2021-07-03 20:52:59,105 DEBUG                  - depth 7, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:59,109 DEBUG                  - depth 8, hash 99c3819, HEAD~320
2021-07-03 20:52:59,113 DEBUG                  - depth 9, hash 97d3457, HEAD~492
2021-07-03 20:52:59,117 DEBUG                  - depth 10, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,121 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withNullString 1649:1653
2021-07-03 20:52:59,170 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:59,175 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:59,179 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:59,183 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:59,188 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:59,192 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:59,196 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:59,200 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:59,204 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:59,208 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:59,213 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:59,217 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:59,221 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,225 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withQuote 1664:1666
2021-07-03 20:52:59,274 DEBUG                  - depth 0, hash f9a3162, HEAD~264
2021-07-03 20:52:59,280 DEBUG                  - depth 1, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,284 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withQuote 1677:1684
2021-07-03 20:52:59,334 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:59,339 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:59,344 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:59,348 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:59,352 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:59,356 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:59,360 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:59,364 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:59,369 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:59,373 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:59,377 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:59,381 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:59,385 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,389 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 1713:1715
2021-07-03 20:52:59,439 DEBUG                  - depth 0, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,444 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 1732:1736
2021-07-03 20:52:59,493 DEBUG                  - depth 0, hash 16b9e2c, HEAD~98
2021-07-03 20:52:59,499 DEBUG                  - depth 1, hash d54b339, HEAD~132
2021-07-03 20:52:59,503 DEBUG                  - depth 2, hash 65883aa, HEAD~179
2021-07-03 20:52:59,507 DEBUG                  - depth 3, hash 4471e9d, HEAD~193
2021-07-03 20:52:59,511 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:52:59,515 DEBUG                  - depth 5, hash 67d150a, HEAD~263
2021-07-03 20:52:59,519 DEBUG                  - depth 6, hash f9a3162, HEAD~264
2021-07-03 20:52:59,523 DEBUG                  - depth 7, hash a72c71f, HEAD~265
2021-07-03 20:52:59,527 DEBUG                  - depth 8, hash aa0762d, HEAD~267
2021-07-03 20:52:59,532 DEBUG                  - depth 9, hash 4b2a4ca, HEAD~316
2021-07-03 20:52:59,536 DEBUG                  - depth 10, hash 99c3819, HEAD~320
2021-07-03 20:52:59,540 DEBUG                  - depth 11, hash 97d3457, HEAD~492
2021-07-03 20:52:59,544 DEBUG                  - depth 12, hash 75f39a8, HEAD~504
2021-07-03 20:52:59,886 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java <init> 42:42
2021-07-03 20:52:59,924 DEBUG                  - depth 0, hash 6640e85, HEAD~543
2021-07-03 20:52:59,930 DEBUG                  - depth 1, hash d90fa38, HEAD~991
2021-07-03 20:52:59,934 DEBUG                  - depth 2, hash 1166ca6, HEAD~1000
2021-07-03 20:52:59,938 DEBUG                  - depth 3, hash 02b2146, HEAD~1012
2021-07-03 20:52:59,942 DEBUG                  - depth 4, hash f6f9fc1, HEAD~1100
2021-07-03 20:52:59,946 DEBUG                  - depth 5, hash e23e79e, HEAD~1126
2021-07-03 20:52:59,950 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java close 84:89
2021-07-03 20:52:59,989 DEBUG                  - depth 0, hash a2b9dfb, HEAD~202
2021-07-03 20:52:59,995 DEBUG                  - depth 1, hash 5823366, HEAD~382
2021-07-03 20:52:59,999 DEBUG                  - depth 2, hash 6640e85, HEAD~543
2021-07-03 20:53:00,003 DEBUG                  - depth 3, hash 75b9a4b, HEAD~556
2021-07-03 20:53:00,008 DEBUG                  - depth 4, hash 0e2ec48, HEAD~583
2021-07-03 20:53:00,012 DEBUG                  - depth 5, hash 73ec29f, HEAD~663
2021-07-03 20:53:00,016 DEBUG                  - depth 6, hash 3a90cfe, HEAD~674
2021-07-03 20:53:00,020 DEBUG                  - depth 7, hash cdef24d, HEAD~696
2021-07-03 20:53:00,024 DEBUG                  - depth 8, hash 1b4474c, HEAD~717
2021-07-03 20:53:00,028 DEBUG                  - depth 9, hash e7434e5, HEAD~967
2021-07-03 20:53:00,033 DEBUG                  - depth 10, hash cb99634, HEAD~988
2021-07-03 20:53:00,037 DEBUG                  - depth 11, hash 42476f4, HEAD~989
2021-07-03 20:53:00,041 DEBUG                  - depth 12, hash 1166ca6, HEAD~1000
2021-07-03 20:53:00,045 DEBUG                  - depth 13, hash 02b2146, HEAD~1012
2021-07-03 20:53:00,049 DEBUG                  - depth 14, hash f6f9fc1, HEAD~1100
2021-07-03 20:53:00,053 DEBUG                  - depth 15, hash e23e79e, HEAD~1126
2021-07-03 20:53:00,058 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java print 121:124
2021-07-03 20:53:00,096 DEBUG                  - depth 0, hash 4a6af45, HEAD~61
2021-07-03 20:53:00,102 DEBUG                  - depth 1, hash 8b24cd1, HEAD~69
2021-07-03 20:53:00,106 DEBUG                  - depth 2, hash 16b9e2c, HEAD~98
2021-07-03 20:53:00,110 DEBUG                  - depth 3, hash f8b80e8, HEAD~115
2021-07-03 20:53:00,114 DEBUG                  - depth 4, hash a4f7371, HEAD~237
2021-07-03 20:53:00,118 DEBUG                  - depth 5, hash f9a3162, HEAD~264
2021-07-03 20:53:00,123 DEBUG                  - depth 6, hash 5823366, HEAD~382
2021-07-03 20:53:00,127 DEBUG                  - depth 7, hash e5d7b21, HEAD~525
2021-07-03 20:53:00,131 DEBUG                  - depth 8, hash 5b2e5f8, HEAD~531
2021-07-03 20:53:00,135 DEBUG                  - depth 9, hash 02c1b35, HEAD~534
2021-07-03 20:53:00,139 DEBUG                  - depth 10, hash 6640e85, HEAD~543
2021-07-03 20:53:00,143 DEBUG                  - depth 11, hash b53a171, HEAD~619
2021-07-03 20:53:00,148 DEBUG                  - depth 12, hash 68352ee, HEAD~654
2021-07-03 20:53:00,152 DEBUG                  - depth 13, hash 3a90cfe, HEAD~674
2021-07-03 20:53:00,156 DEBUG                  - depth 14, hash f51f43d, HEAD~692
2021-07-03 20:53:00,160 DEBUG                  - depth 15, hash 7fd16f3, HEAD~700
2021-07-03 20:53:00,164 DEBUG                  - depth 16, hash 0dbb499, HEAD~701
2021-07-03 20:53:00,168 DEBUG                  - depth 17, hash 639e68e, HEAD~714
2021-07-03 20:53:00,172 DEBUG                  - depth 18, hash 66a56ee, HEAD~760
