2021-07-03 20:13:06,348 INFO     Search BICs for /tmp/Codec-3b/
2021-07-03 20:13:07,048 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,053 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java conditionM0 872:879
2021-07-03 20:13:07,075 DEBUG                  - depth 0, hash d911f5f, HEAD~138
2021-07-03 20:13:07,081 DEBUG                  - depth 1, hash de10106, HEAD~155
2021-07-03 20:13:07,085 DEBUG                  - depth 2, hash 3ac0571, HEAD~307
2021-07-03 20:13:07,089 DEBUG                  - depth 3, hash 727432f, HEAD~524
2021-07-03 20:13:07,093 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java contains 944:948
2021-07-03 20:13:07,115 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,120 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java contains 953:957
2021-07-03 20:13:07,141 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,147 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java contains 962:967
2021-07-03 20:13:07,168 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,174 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java contains 972:978
2021-07-03 20:13:07,195 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,200 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java contains 1009:1023
2021-07-03 20:13:07,222 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,227 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java doubleMetaphone 86:191
2021-07-03 20:13:07,249 DEBUG                  - depth 0, hash 9a0aebb, HEAD~440
2021-07-03 20:13:07,254 DEBUG                  - depth 1, hash 124b73f, HEAD~463
2021-07-03 20:13:07,258 DEBUG                  - depth 2, hash e5afc85, HEAD~521
2021-07-03 20:13:07,262 DEBUG                  - depth 3, hash f0ff6ed, HEAD~522
2021-07-03 20:13:07,267 DEBUG                  - depth 4, hash 727432f, HEAD~524
2021-07-03 20:13:07,271 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java getMaxCodeLen 253:255
2021-07-03 20:13:07,293 DEBUG                  - depth 0, hash 9a0aebb, HEAD~440
2021-07-03 20:13:07,298 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,302 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleAEIOUY 270:276
2021-07-03 20:13:07,324 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,329 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleC 281:330
2021-07-03 20:13:07,351 DEBUG                  - depth 0, hash e5afc85, HEAD~521
2021-07-03 20:13:07,357 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,361 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleD 392:413
2021-07-03 20:13:07,383 DEBUG                  - depth 0, hash e5afc85, HEAD~521
2021-07-03 20:13:07,388 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,392 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleG 418:469
2021-07-03 20:13:07,414 DEBUG                  - depth 0, hash 124b73f, HEAD~463
2021-07-03 20:13:07,419 DEBUG                  - depth 1, hash e5afc85, HEAD~521
2021-07-03 20:13:07,423 DEBUG                  - depth 2, hash 727432f, HEAD~524
2021-07-03 20:13:07,428 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleH 508:521
2021-07-03 20:13:07,449 DEBUG                  - depth 0, hash e5afc85, HEAD~521
2021-07-03 20:13:07,455 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,459 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleL 561:574
2021-07-03 20:13:07,481 DEBUG                  - depth 0, hash e5afc85, HEAD~521
2021-07-03 20:13:07,486 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,490 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleP 579:590
2021-07-03 20:13:07,512 DEBUG                  - depth 0, hash 124b73f, HEAD~463
2021-07-03 20:13:07,517 DEBUG                  - depth 1, hash e5afc85, HEAD~521
2021-07-03 20:13:07,521 DEBUG                  - depth 2, hash 727432f, HEAD~524
2021-07-03 20:13:07,525 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleR 595:607
2021-07-03 20:13:07,547 DEBUG                  - depth 0, hash e5afc85, HEAD~521
2021-07-03 20:13:07,552 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,556 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleS 612:660
2021-07-03 20:13:07,578 DEBUG                  - depth 0, hash 124b73f, HEAD~463
2021-07-03 20:13:07,583 DEBUG                  - depth 1, hash e5afc85, HEAD~521
2021-07-03 20:13:07,587 DEBUG                  - depth 2, hash 727432f, HEAD~524
2021-07-03 20:13:07,592 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleT 697:722
2021-07-03 20:13:07,613 DEBUG                  - depth 0, hash 124b73f, HEAD~463
2021-07-03 20:13:07,619 DEBUG                  - depth 1, hash e5afc85, HEAD~521
2021-07-03 20:13:07,623 DEBUG                  - depth 2, hash 727432f, HEAD~524
2021-07-03 20:13:07,627 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java handleW 727:761
2021-07-03 20:13:07,649 DEBUG                  - depth 0, hash 124b73f, HEAD~463
2021-07-03 20:13:07,654 DEBUG                  - depth 1, hash e5afc85, HEAD~521
2021-07-03 20:13:07,658 DEBUG                  - depth 2, hash 727432f, HEAD~524
2021-07-03 20:13:07,662 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java isSilentStart 904:913
2021-07-03 20:13:07,684 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,689 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java isSlavoGermanic 887:890
2021-07-03 20:13:07,711 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,716 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java isVowel 895:897
2021-07-03 20:13:07,737 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,743 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java <init> 1033:1033
2021-07-03 20:13:07,764 DEBUG                  - depth 0, hash 9a0aebb, HEAD~440
2021-07-03 20:13:07,769 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,773 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java append 1041:1044
2021-07-03 20:13:07,795 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,800 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java append 1046:1049
2021-07-03 20:13:07,822 DEBUG                  - depth 0, hash 727432f, HEAD~524
2021-07-03 20:13:07,827 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java appendAlternate 1057:1061
2021-07-03 20:13:07,849 DEBUG                  - depth 0, hash cb74b50, HEAD~399
2021-07-03 20:13:07,854 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,858 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java appendPrimary 1051:1055
2021-07-03 20:13:07,880 DEBUG                  - depth 0, hash cb74b50, HEAD~399
2021-07-03 20:13:07,885 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,889 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java getAlternate 1095:1097
2021-07-03 20:13:07,910 DEBUG                  - depth 0, hash 9a0aebb, HEAD~440
2021-07-03 20:13:07,915 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,920 DEBUG    [line range] org/apache/commons/codec/language/DoubleMetaphone.java isComplete 1099:1102
2021-07-03 20:13:07,941 DEBUG                  - depth 0, hash cb74b50, HEAD~399
2021-07-03 20:13:07,946 DEBUG                  - depth 1, hash 727432f, HEAD~524
2021-07-03 20:13:07,950 INFO     The number of BIC candidates: 12
