2021-07-03 20:50:34,098 INFO     Search BICs for /tmp/Csv-7b/
2021-07-03 20:50:35,552 DEBUG                  - depth 23, hash 1166ca6, HEAD~653
2021-07-03 20:50:35,556 DEBUG                  - depth 24, hash 02b2146, HEAD~665
2021-07-03 20:50:35,560 DEBUG                  - depth 25, hash eac54a2, HEAD~758
2021-07-03 20:50:35,564 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 254:256
2021-07-03 20:50:35,590 DEBUG                  - depth 0, hash 9631efe, HEAD~99
2021-07-03 20:50:35,595 DEBUG                  - depth 1, hash 15b4e3f, HEAD~100
2021-07-03 20:50:35,599 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java validate 620:657
2021-07-03 20:50:35,627 DEBUG                  - depth 0, hash fcc0d15, HEAD~135
2021-07-03 20:50:35,632 DEBUG                  - depth 1, hash f881372, HEAD~147
2021-07-03 20:50:35,636 DEBUG                  - depth 2, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,640 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withDelimiter 702:708
2021-07-03 20:50:35,668 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,673 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,677 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 719:721
2021-07-03 20:50:35,705 DEBUG                  - depth 0, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,710 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 732:738
2021-07-03 20:50:35,737 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,743 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,747 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withHeader 757:760
2021-07-03 20:50:35,774 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,780 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,784 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreEmptyLines 770:773
2021-07-03 20:50:35,811 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,816 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,821 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreSurroundingSpaces 783:786
2021-07-03 20:50:35,848 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,853 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,857 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withQuoteChar 830:836
2021-07-03 20:50:35,884 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,889 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,894 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 859:861
2021-07-03 20:50:35,921 DEBUG                  - depth 0, hash 75f39a8, HEAD~157
2021-07-03 20:50:35,926 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 871:874
2021-07-03 20:50:35,953 DEBUG                  - depth 0, hash 97d3457, HEAD~145
2021-07-03 20:50:35,958 DEBUG                  - depth 1, hash 75f39a8, HEAD~157
2021-07-03 20:50:36,310 DEBUG    [line range] org/apache/commons/csv/CSVParser.java <init> 212:212
2021-07-03 20:50:36,336 DEBUG                  - depth 0, hash 61fdb7a, HEAD~152
2021-07-03 20:50:36,342 DEBUG    [line range] org/apache/commons/csv/CSVParser.java addRecordValue 245:253
2021-07-03 20:50:36,367 DEBUG                  - depth 0, hash 316a51f, HEAD~136
2021-07-03 20:50:36,372 DEBUG                  - depth 1, hash 6999746, HEAD~151
2021-07-03 20:50:36,377 DEBUG                  - depth 2, hash 61fdb7a, HEAD~152
2021-07-03 20:50:36,381 DEBUG    [line range] org/apache/commons/csv/CSVParser.java initializeHeader 348:376
2021-07-03 20:50:36,409 DEBUG                  - depth 0, hash b3553ad, HEAD~44
2021-07-03 20:50:36,415 DEBUG                  - depth 1, hash fcc0d15, HEAD~135
2021-07-03 20:50:36,419 DEBUG                  - depth 2, hash 97d3457, HEAD~145
2021-07-03 20:50:36,423 DEBUG                  - depth 3, hash 1533fac, HEAD~149
2021-07-03 20:50:36,427 DEBUG                  - depth 4, hash 390800f, HEAD~150
2021-07-03 20:50:36,431 DEBUG                  - depth 5, hash 6999746, HEAD~151
2021-07-03 20:50:36,435 DEBUG                  - depth 6, hash 5a0894f, HEAD~169
2021-07-03 20:50:36,439 DEBUG                  - depth 7, hash 4c530ac, HEAD~228
2021-07-03 20:50:36,443 DEBUG                  - depth 8, hash 0e8084a, HEAD~387
2021-07-03 20:50:36,447 DEBUG                  - depth 9, hash 6ab9b46, HEAD~418
2021-07-03 20:50:36,451 DEBUG                  - depth 10, hash 3cd5c85, HEAD~430
2021-07-03 20:50:36,455 DEBUG                  - depth 11, hash 43987a7, HEAD~530
2021-07-03 20:50:36,459 DEBUG                  - depth 12, hash d0035e6, HEAD~551
2021-07-03 20:50:36,463 DEBUG                  - depth 13, hash 7d07c19, HEAD~566
2021-07-03 20:50:36,468 DEBUG                  - depth 14, hash aee6c50, HEAD~567
2021-07-03 20:50:36,472 DEBUG    [line range] org/apache/commons/csv/CSVParser.java nextRecord 445:487
2021-07-03 20:50:36,498 DEBUG                  - depth 0, hash a84668e, HEAD~2
2021-07-03 20:50:36,504 DEBUG                  - depth 1, hash 966cd20, HEAD~3
2021-07-03 20:50:36,508 DEBUG                  - depth 2, hash 9873b13, HEAD~13
2021-07-03 20:50:36,512 DEBUG                  - depth 3, hash 316a51f, HEAD~136
2021-07-03 20:50:36,516 DEBUG                  - depth 4, hash 6999746, HEAD~151
2021-07-03 20:50:36,521 DEBUG                  - depth 5, hash 61fdb7a, HEAD~152
2021-07-03 20:50:36,525 DEBUG                  - depth 6, hash f78b5a1, HEAD~154
2021-07-03 20:50:36,529 DEBUG    [line range] org/apache/commons/csv/CSVParser.java parse 167:172
2021-07-03 20:50:36,555 DEBUG                  - depth 0, hash 5941149, HEAD~40
2021-07-03 20:50:36,561 DEBUG                  - depth 1, hash a2fef00, HEAD~83
2021-07-03 20:50:36,565 DEBUG                  - depth 2, hash 152d50c, HEAD~103
2021-07-03 20:50:36,569 DEBUG                  - depth 3, hash 6999746, HEAD~151
2021-07-03 20:50:36,573 DEBUG    [line range] org/apache/commons/csv/CSVParser.java <clinit> 445:487
2021-07-03 20:50:36,600 DEBUG                  - depth 0, hash a84668e, HEAD~2
2021-07-03 20:50:36,605 DEBUG                  - depth 1, hash 966cd20, HEAD~3
2021-07-03 20:50:36,610 DEBUG                  - depth 2, hash 9873b13, HEAD~13
2021-07-03 20:50:36,614 DEBUG                  - depth 3, hash 316a51f, HEAD~136
2021-07-03 20:50:36,618 DEBUG                  - depth 4, hash 6999746, HEAD~151
2021-07-03 20:50:36,622 DEBUG                  - depth 5, hash 61fdb7a, HEAD~152
2021-07-03 20:50:36,626 DEBUG                  - depth 6, hash f78b5a1, HEAD~154
2021-07-03 20:50:36,955 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <clinit> 35:35
2021-07-03 20:50:36,979 DEBUG                  - depth 0, hash 10bf28e, HEAD~552
2021-07-03 20:50:36,984 DEBUG                  - depth 1, hash 530c933, HEAD~565
2021-07-03 20:50:36,989 DEBUG                  - depth 2, hash aee6c50, HEAD~567
2021-07-03 20:50:36,993 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <init> 51:57
2021-07-03 20:50:37,017 DEBUG                  - depth 0, hash 20fe471, HEAD~273
2021-07-03 20:50:37,022 DEBUG                  - depth 1, hash 68352ee, HEAD~307
2021-07-03 20:50:37,027 DEBUG                  - depth 2, hash daf9849, HEAD~389
2021-07-03 20:50:37,031 DEBUG                  - depth 3, hash 6ab9b46, HEAD~418
2021-07-03 20:50:37,035 DEBUG                  - depth 4, hash 787ab08, HEAD~471
2021-07-03 20:50:37,039 DEBUG                  - depth 5, hash 10bf28e, HEAD~552
2021-07-03 20:50:37,043 DEBUG                  - depth 6, hash 530c933, HEAD~565
2021-07-03 20:50:37,047 DEBUG                  - depth 7, hash aee6c50, HEAD~567
2021-07-03 20:50:37,051 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java values 222:224
2021-07-03 20:50:37,075 DEBUG                  - depth 0, hash 1d767ad, HEAD~133
2021-07-03 20:50:37,360 DEBUG    [line range] org/apache/commons/csv/Constants.java <clinit> 36:36
2021-07-03 20:50:37,383 DEBUG                  - depth 0, hash e5a7b27, HEAD~297
2021-07-03 20:50:37,389 DEBUG                  - depth 1, hash 56ca585, HEAD~411
2021-07-03 20:50:37,706 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java <init> 40:40
2021-07-03 20:50:37,731 DEBUG                  - depth 0, hash 1166ca6, HEAD~653
2021-07-03 20:50:37,736 DEBUG                  - depth 1, hash e23e79e, HEAD~779
2021-07-03 20:50:37,740 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java getLastChar 72:74
2021-07-03 20:50:37,766 DEBUG                  - depth 0, hash 9f6d3f5, HEAD~380
2021-07-03 20:50:37,771 DEBUG                  - depth 1, hash 516b82b, HEAD~616
2021-07-03 20:50:37,775 DEBUG                  - depth 2, hash 1166ca6, HEAD~653
2021-07-03 20:50:37,779 DEBUG                  - depth 3, hash e23e79e, HEAD~779
2021-07-03 20:50:37,784 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java read 54:62
2021-07-03 20:50:37,809 DEBUG                  - depth 0, hash 71c69df, HEAD~183
2021-07-03 20:50:37,814 DEBUG                  - depth 1, hash 6ab9b46, HEAD~418
2021-07-03 20:50:37,819 DEBUG                  - depth 2, hash e235b2a, HEAD~446
2021-07-03 20:50:37,823 DEBUG                  - depth 3, hash de1838e, HEAD~518
2021-07-03 20:50:37,827 DEBUG                  - depth 4, hash afc831b, HEAD~589
2021-07-03 20:50:37,831 DEBUG                  - depth 5, hash 660f37a, HEAD~609
2021-07-03 20:50:37,835 DEBUG                  - depth 6, hash 1166ca6, HEAD~653
2021-07-03 20:50:37,839 DEBUG                  - depth 7, hash e23e79e, HEAD~779
2021-07-03 20:50:38,204 DEBUG    [line range] org/apache/commons/csv/Lexer.java <init> 61:69
2021-07-03 20:50:38,230 DEBUG                  - depth 0, hash 8e18054, HEAD~6
2021-07-03 20:50:38,236 DEBUG                  - depth 1, hash 5a30b37, HEAD~86
2021-07-03 20:50:38,240 DEBUG                  - depth 2, hash 65f6f1d, HEAD~105
2021-07-03 20:50:38,244 DEBUG                  - depth 3, hash aede94a, HEAD~108
2021-07-03 20:50:38,248 DEBUG                  - depth 4, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,253 DEBUG                  - depth 5, hash 05ecd91, HEAD~233
2021-07-03 20:50:38,257 DEBUG                  - depth 6, hash 6ab9b46, HEAD~418
2021-07-03 20:50:38,261 DEBUG                  - depth 7, hash fdfe508, HEAD~541
2021-07-03 20:50:38,265 DEBUG                  - depth 8, hash 65ab9db, HEAD~545
2021-07-03 20:50:38,269 DEBUG                  - depth 9, hash 38670db, HEAD~571
2021-07-03 20:50:38,274 DEBUG    [line range] org/apache/commons/csv/Lexer.java isCommentStart 411:413
2021-07-03 20:50:38,297 DEBUG                  - depth 0, hash 5a30b37, HEAD~86
2021-07-03 20:50:38,303 DEBUG                  - depth 1, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,307 DEBUG    [line range] org/apache/commons/csv/Lexer.java isDelimiter 399:401
2021-07-03 20:50:38,331 DEBUG                  - depth 0, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,337 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEndOfFile 395:397
2021-07-03 20:50:38,361 DEBUG                  - depth 0, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,366 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEscape 403:405
2021-07-03 20:50:38,391 DEBUG                  - depth 0, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,396 DEBUG    [line range] org/apache/commons/csv/Lexer.java isQuoteChar 407:409
2021-07-03 20:50:38,420 DEBUG                  - depth 0, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,426 DEBUG    [line range] org/apache/commons/csv/Lexer.java isStartOfLine 388:390
2021-07-03 20:50:38,450 DEBUG                  - depth 0, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,456 DEBUG    [line range] org/apache/commons/csv/Lexer.java mapNullToDisabled 290:292
2021-07-03 20:50:38,479 DEBUG                  - depth 0, hash a223126, HEAD~102
2021-07-03 20:50:38,485 DEBUG                  - depth 1, hash 7b168eb, HEAD~109
2021-07-03 20:50:38,489 DEBUG    [line range] org/apache/commons/csv/Lexer.java nextToken 82:164
2021-07-03 20:50:38,516 DEBUG                  - depth 0, hash 8e18054, HEAD~6
2021-07-03 20:50:38,521 DEBUG                  - depth 1, hash fcc0d15, HEAD~135
2021-07-03 20:50:38,525 DEBUG                  - depth 2, hash 530b038, HEAD~170
2021-07-03 20:50:38,530 DEBUG                  - depth 3, hash 93a07b9, HEAD~171
2021-07-03 20:50:38,534 DEBUG                  - depth 4, hash c4014b6, HEAD~262
2021-07-03 20:50:38,538 DEBUG                  - depth 5, hash 350d34d, HEAD~335
2021-07-03 20:50:38,542 DEBUG                  - depth 6, hash 2a8ce4a, HEAD~376
2021-07-03 20:50:38,546 DEBUG                  - depth 7, hash 9f6d3f5, HEAD~380
2021-07-03 20:50:38,550 DEBUG                  - depth 8, hash 992c064, HEAD~399
2021-07-03 20:50:38,555 DEBUG                  - depth 9, hash 3655efc, HEAD~400
2021-07-03 20:50:38,559 DEBUG                  - depth 10, hash 6ab9b46, HEAD~418
2021-07-03 20:50:38,563 DEBUG                  - depth 11, hash 8608520, HEAD~437
2021-07-03 20:50:38,567 DEBUG                  - depth 12, hash 93fc1f9, HEAD~438
2021-07-03 20:50:38,571 DEBUG                  - depth 13, hash bf06bed, HEAD~441
2021-07-03 20:50:38,575 DEBUG                  - depth 14, hash 787ab08, HEAD~471
2021-07-03 20:50:38,580 DEBUG                  - depth 15, hash 8462234, HEAD~477
2021-07-03 20:50:38,584 DEBUG                  - depth 16, hash 3fd45b5, HEAD~481
2021-07-03 20:50:38,588 DEBUG                  - depth 17, hash 7addc8f, HEAD~491
2021-07-03 20:50:38,592 DEBUG                  - depth 18, hash e922bf9, HEAD~499
2021-07-03 20:50:38,596 DEBUG                  - depth 19, hash 05b5c8e, HEAD~500
2021-07-03 20:50:38,600 DEBUG                  - depth 20, hash 93089b2, HEAD~502
2021-07-03 20:50:38,605 DEBUG                  - depth 21, hash 7c2cfea, HEAD~508
2021-07-03 20:50:38,609 DEBUG                  - depth 22, hash 0a0f3bb, HEAD~509
2021-07-03 20:50:38,613 DEBUG                  - depth 23, hash 9114337, HEAD~510
2021-07-03 20:50:38,617 DEBUG                  - depth 24, hash 38741a4, HEAD~526
2021-07-03 20:50:38,621 DEBUG                  - depth 25, hash dd26201, HEAD~531
2021-07-03 20:50:38,626 DEBUG                  - depth 26, hash 9ebd0d9, HEAD~534
2021-07-03 20:50:38,630 DEBUG                  - depth 27, hash 1299ddf, HEAD~535
2021-07-03 20:50:38,634 DEBUG                  - depth 28, hash fa07dea, HEAD~536
2021-07-03 20:50:38,638 DEBUG                  - depth 29, hash 83e4a90, HEAD~538
2021-07-03 20:50:38,642 DEBUG                  - depth 30, hash 38670db, HEAD~571
2021-07-03 20:50:38,647 DEBUG    [line range] org/apache/commons/csv/Lexer.java parseSimpleToken 185:217
2021-07-03 20:50:38,674 DEBUG                  - depth 0, hash 8e18054, HEAD~6
2021-07-03 20:50:38,680 DEBUG                  - depth 1, hash a062477, HEAD~142
2021-07-03 20:50:38,684 DEBUG                  - depth 2, hash 93a07b9, HEAD~171
2021-07-03 20:50:38,688 DEBUG                  - depth 3, hash 2c61208, HEAD~193
2021-07-03 20:50:38,692 DEBUG                  - depth 4, hash c4014b6, HEAD~262
2021-07-03 20:50:38,696 DEBUG                  - depth 5, hash 2a8ce4a, HEAD~376
2021-07-03 20:50:38,701 DEBUG                  - depth 6, hash 3655efc, HEAD~400
2021-07-03 20:50:38,705 DEBUG                  - depth 7, hash 6ab9b46, HEAD~418
2021-07-03 20:50:38,709 DEBUG                  - depth 8, hash 19ba389, HEAD~483
2021-07-03 20:50:38,713 DEBUG                  - depth 9, hash ba26844, HEAD~507
2021-07-03 20:50:38,717 DEBUG                  - depth 10, hash 9114337, HEAD~510
2021-07-03 20:50:38,722 DEBUG                  - depth 11, hash 38741a4, HEAD~526
2021-07-03 20:50:38,726 DEBUG                  - depth 12, hash dd26201, HEAD~531
2021-07-03 20:50:38,730 DEBUG                  - depth 13, hash fa07dea, HEAD~536
2021-07-03 20:50:38,734 DEBUG                  - depth 14, hash 83e4a90, HEAD~538
2021-07-03 20:50:38,739 DEBUG                  - depth 15, hash 38670db, HEAD~571
2021-07-03 20:50:38,743 DEBUG    [line range] org/apache/commons/csv/Lexer.java readEndOfLine 362:369
2021-07-03 20:50:38,767 DEBUG                  - depth 0, hash 8e18054, HEAD~6
2021-07-03 20:50:38,772 DEBUG                  - depth 1, hash 7b168eb, HEAD~109
2021-07-03 20:50:39,034 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 24
2021-07-03 20:50:39,058 DEBUG                  - depth 0, hash e693d87, HEAD~369
2021-07-03 20:50:39,064 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 29
2021-07-03 20:50:39,087 DEBUG                  - depth 0, hash e693d87, HEAD~369
2021-07-03 20:50:39,092 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 35
2021-07-03 20:50:39,116 DEBUG                  - depth 0, hash e693d87, HEAD~369
2021-07-03 20:50:39,121 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 40
2021-07-03 20:50:39,145 DEBUG                  - depth 0, hash e693d87, HEAD~369
2021-07-03 20:50:39,150 DEBUG    [single line]   org/apache/commons/csv/Quote.java <clinit> 47
2021-07-03 20:50:39,173 DEBUG                  - depth 0, hash e693d87, HEAD~369
2021-07-03 20:50:39,458 DEBUG    [single line]   org/apache/commons/csv/Token.java <init> 29
2021-07-03 20:50:39,482 DEBUG                  - depth 0, hash 0e7e9de, HEAD~382
2021-07-03 20:50:39,487 DEBUG                  - depth 1, hash 7592782, HEAD~546
2021-07-03 20:50:39,492 DEBUG    [line range] org/apache/commons/csv/Token.java <init> 52:52
2021-07-03 20:50:39,515 DEBUG                  - depth 0, hash 7592782, HEAD~546
2021-07-03 20:50:39,520 DEBUG    [line range] org/apache/commons/csv/Token.java reset 60:64
2021-07-03 20:50:39,544 DEBUG                  - depth 0, hash 17c2635, HEAD~383
2021-07-03 20:50:39,550 DEBUG                  - depth 1, hash 7592782, HEAD~546
2021-07-03 20:50:39,554 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 34
