2021-07-04 04:56:28,478 INFO     Search BICs for /tmp/JacksonXml-5b/
2021-07-04 04:56:30,336 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java <init> 104:125
2021-07-04 04:56:30,362 DEBUG                  - depth 0, hash eeff2c3, HEAD~121
2021-07-04 04:56:30,368 DEBUG                  - depth 1, hash f0f19a4, HEAD~178
2021-07-04 04:56:30,372 DEBUG                  - depth 2, hash 80b056c, HEAD~547
2021-07-04 04:56:30,376 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java <init> 98:102
2021-07-04 04:56:30,404 DEBUG                  - depth 0, hash 4b49375, HEAD~502
2021-07-04 04:56:30,410 DEBUG                  - depth 1, hash 9b177dd, HEAD~573
2021-07-04 04:56:30,414 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:30,418 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java <init> 130:138
2021-07-04 04:56:30,444 DEBUG                  - depth 0, hash 0f4731e, HEAD~503
2021-07-04 04:56:30,450 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _createXmlWriter 626:635
2021-07-04 04:56:30,478 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:30,483 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:30,487 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:30,492 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _initFactories 140:146
2021-07-04 04:56:30,520 DEBUG                  - depth 0, hash 9b177dd, HEAD~573
2021-07-04 04:56:30,525 DEBUG                  - depth 1, hash 57fbffd, HEAD~615
2021-07-04 04:56:30,529 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:30,533 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _initializeXmlWriter 637:647
2021-07-04 04:56:30,561 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:30,567 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:30,571 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:30,575 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/XmlFactory.java copy 29
2021-07-04 04:56:30,603 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:30,608 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java copy 155:159
2021-07-04 04:56:30,636 DEBUG                  - depth 0, hash 3507c38, HEAD~389
2021-07-04 04:56:30,641 DEBUG                  - depth 1, hash 0f4731e, HEAD~503
2021-07-04 04:56:30,645 DEBUG                  - depth 2, hash 80b056c, HEAD~547
2021-07-04 04:56:30,649 DEBUG                  - depth 3, hash 8377ad8, HEAD~629
2021-07-04 04:56:30,653 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java createGenerator 458:464
2021-07-04 04:56:30,681 DEBUG                  - depth 0, hash 8377ad8, HEAD~629
2021-07-04 04:56:30,686 DEBUG                  - depth 1, hash b1cce7c, HEAD~632
2021-07-04 04:56:31,016 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <clinit> 35:35
2021-07-04 04:56:31,041 DEBUG                  - depth 0, hash a1dfe97, HEAD~596
2021-07-04 04:56:31,046 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 48:50
2021-07-04 04:56:31,071 DEBUG                  - depth 0, hash a1dfe97, HEAD~596
2021-07-04 04:56:31,076 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:31,080 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 66:68
2021-07-04 04:56:31,105 DEBUG                  - depth 0, hash a1dfe97, HEAD~596
2021-07-04 04:56:31,110 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:31,115 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 74:90
2021-07-04 04:56:31,140 DEBUG                  - depth 0, hash 95e4b9a, HEAD~47
2021-07-04 04:56:31,145 DEBUG                  - depth 1, hash 7c7e8c9, HEAD~290
2021-07-04 04:56:31,149 DEBUG                  - depth 2, hash a1dfe97, HEAD~596
2021-07-04 04:56:31,154 DEBUG                  - depth 3, hash 6e8939a, HEAD~747
2021-07-04 04:56:31,158 DEBUG                  - depth 4, hash ac97422, HEAD~757
2021-07-04 04:56:31,162 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 95:98
2021-07-04 04:56:31,186 DEBUG                  - depth 0, hash b2e9232, HEAD~60
2021-07-04 04:56:31,192 DEBUG                  - depth 1, hash 1819c14, HEAD~61
2021-07-04 04:56:31,196 DEBUG                  - depth 2, hash 38e7afe, HEAD~64
2021-07-04 04:56:31,200 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java copy 100:105
2021-07-04 04:56:31,225 DEBUG                  - depth 0, hash 38e7afe, HEAD~64
2021-07-04 04:56:31,230 DEBUG                  - depth 1, hash a1dfe97, HEAD~596
2021-07-04 04:56:31,235 DEBUG                  - depth 2, hash 8377ad8, HEAD~629
2021-07-04 04:56:31,642 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java <clinit> 37
2021-07-04 04:56:31,672 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:31,677 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:31,682 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java <clinit> 50
2021-07-04 04:56:31,706 DEBUG                  - depth 0, hash 95e4b9a, HEAD~47
2021-07-04 04:56:31,711 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java <init> 71:74
2021-07-04 04:56:31,741 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:31,746 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java collectDefaults 60:69
2021-07-04 04:56:31,776 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:31,782 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java enabledByDefault 76:76
2021-07-04 04:56:31,812 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:31,817 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:31,821 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java getMask 77:77
2021-07-04 04:56:31,851 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:31,856 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:32,187 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlBeanDeserializerModifier.java <init> 24:24
2021-07-04 04:56:32,211 DEBUG                  - depth 0, hash 3bb8b8a, HEAD~574
2021-07-04 04:56:32,516 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlStringDeserializer.java <init> 23:23
2021-07-04 04:56:32,539 DEBUG                  - depth 0, hash 656e965, HEAD~17
2021-07-04 04:56:32,966 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <init> 138:138
2021-07-04 04:56:32,996 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,002 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java _handleEndObject 545:566
2021-07-04 04:56:33,031 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:33,036 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:33,040 DEBUG                  - depth 2, hash 2d6da71, HEAD~204
2021-07-04 04:56:33,044 DEBUG                  - depth 3, hash 471b123, HEAD~242
2021-07-04 04:56:33,049 DEBUG                  - depth 4, hash 6a130da, HEAD~311
2021-07-04 04:56:33,053 DEBUG                  - depth 5, hash 9913eee, HEAD~627
2021-07-04 04:56:33,057 DEBUG                  - depth 6, hash ac97422, HEAD~757
2021-07-04 04:56:33,061 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java _handleStartObject 530:542
2021-07-04 04:56:33,091 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:33,096 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:33,100 DEBUG                  - depth 2, hash 6a130da, HEAD~311
2021-07-04 04:56:33,104 DEBUG                  - depth 3, hash ac97422, HEAD~757
2021-07-04 04:56:33,109 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java _verifyValueWrite 1123:1130
2021-07-04 04:56:33,138 DEBUG                  - depth 0, hash 6a130da, HEAD~311
2021-07-04 04:56:33,144 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:33,148 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java checkNextIsUnwrapped 1208:1215
2021-07-04 04:56:33,176 DEBUG                  - depth 0, hash 2b21a9e, HEAD~526
2021-07-04 04:56:33,182 DEBUG                  - depth 1, hash 1dff468, HEAD~657
2021-07-04 04:56:33,186 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java close 1150:1190
2021-07-04 04:56:33,216 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:33,221 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:33,225 DEBUG                  - depth 2, hash ca1c671, HEAD~166
2021-07-04 04:56:33,229 DEBUG                  - depth 3, hash 2d6da71, HEAD~204
2021-07-04 04:56:33,233 DEBUG                  - depth 4, hash bf64350, HEAD~375
2021-07-04 04:56:33,237 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:33,242 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java initGenerator 189:213
2021-07-04 04:56:33,272 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:33,277 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:33,281 DEBUG                  - depth 2, hash 471b123, HEAD~242
2021-07-04 04:56:33,285 DEBUG                  - depth 3, hash 6a130da, HEAD~311
2021-07-04 04:56:33,289 DEBUG                  - depth 4, hash dc86380, HEAD~515
2021-07-04 04:56:33,294 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:33,298 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java setNextIsAttribute 330:333
2021-07-04 04:56:33,327 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,333 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java setNextName 345:348
2021-07-04 04:56:33,362 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,367 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java setNextNameIfMissing 356:363
2021-07-04 04:56:33,394 DEBUG                  - depth 0, hash e11f6cb, HEAD~549
2021-07-04 04:56:33,400 DEBUG                  - depth 1, hash 0ad0c49, HEAD~550
2021-07-04 04:56:33,404 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java writeEndObject 513:527
2021-07-04 04:56:33,434 DEBUG                  - depth 0, hash 3673c06, HEAD~161
2021-07-04 04:56:33,440 DEBUG                  - depth 1, hash 6a130da, HEAD~311
2021-07-04 04:56:33,444 DEBUG                  - depth 2, hash 61d552a, HEAD~533
2021-07-04 04:56:33,448 DEBUG                  - depth 3, hash ac97422, HEAD~757
2021-07-04 04:56:33,452 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java writeFieldName 574:578
2021-07-04 04:56:33,482 DEBUG                  - depth 0, hash 6a130da, HEAD~311
2021-07-04 04:56:33,487 DEBUG                  - depth 1, hash 76f1154, HEAD~700
2021-07-04 04:56:33,491 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:33,496 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java writeFieldName 431:440
2021-07-04 04:56:33,525 DEBUG                  - depth 0, hash 471b123, HEAD~242
2021-07-04 04:56:33,531 DEBUG                  - depth 1, hash 6a130da, HEAD~311
2021-07-04 04:56:33,535 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:33,539 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java writeNumber 919:946
2021-07-04 04:56:33,569 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:33,574 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:33,579 DEBUG                  - depth 2, hash 6a130da, HEAD~311
2021-07-04 04:56:33,583 DEBUG                  - depth 3, hash 1dff468, HEAD~657
2021-07-04 04:56:33,587 DEBUG                  - depth 4, hash 146e4ea, HEAD~685
2021-07-04 04:56:33,591 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:33,595 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java writeStartObject 501:511
2021-07-04 04:56:33,625 DEBUG                  - depth 0, hash 6a130da, HEAD~311
2021-07-04 04:56:33,631 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:33,635 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 42
2021-07-04 04:56:33,664 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:33,670 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:33,674 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 48
2021-07-04 04:56:33,703 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,709 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 59
2021-07-04 04:56:33,738 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,744 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <init> 80:83
2021-07-04 04:56:33,773 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,779 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java collectDefaults 69:78
2021-07-04 04:56:33,808 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:33,813 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java enabledByDefault 85:85
2021-07-04 04:56:33,843 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:33,848 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:33,852 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java enabledIn 87:87
2021-07-04 04:56:33,881 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:33,887 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:33,891 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java getMask 86:86
2021-07-04 04:56:33,920 DEBUG                  - depth 0, hash 662d9d4, HEAD~286
2021-07-04 04:56:33,925 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:34,253 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializer.java <init> 30:32
2021-07-04 04:56:34,279 DEBUG                  - depth 0, hash 36c9bb8, HEAD~390
2021-07-04 04:56:34,284 DEBUG                  - depth 1, hash ab84ac9, HEAD~425
2021-07-04 04:56:34,288 DEBUG                  - depth 2, hash 4e43d66, HEAD~667
2021-07-04 04:56:34,292 DEBUG                  - depth 3, hash 39822a4, HEAD~687
2021-07-04 04:56:34,297 DEBUG                  - depth 4, hash 6e8939a, HEAD~747
2021-07-04 04:56:34,301 DEBUG                  - depth 5, hash 5907dac, HEAD~748
2021-07-04 04:56:34,305 DEBUG                  - depth 6, hash ac97422, HEAD~757
2021-07-04 04:56:34,309 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializer.java serialize 106:120
2021-07-04 04:56:34,334 DEBUG                  - depth 0, hash 57e3747, HEAD~38
2021-07-04 04:56:34,339 DEBUG                  - depth 1, hash 36c9bb8, HEAD~390
2021-07-04 04:56:34,344 DEBUG                  - depth 2, hash ab84ac9, HEAD~425
2021-07-04 04:56:34,348 DEBUG                  - depth 3, hash 62b87e1, HEAD~435
2021-07-04 04:56:34,352 DEBUG                  - depth 4, hash b062b0e, HEAD~553
2021-07-04 04:56:34,356 DEBUG                  - depth 5, hash dcff957, HEAD~738
2021-07-04 04:56:34,360 DEBUG                  - depth 6, hash 3800d1a, HEAD~739
2021-07-04 04:56:34,730 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializerBase.java <init> 62:107
2021-07-04 04:56:34,753 DEBUG                  - depth 0, hash eedb6de, HEAD~316
2021-07-04 04:56:34,759 DEBUG                  - depth 1, hash ab84ac9, HEAD~425
2021-07-04 04:56:35,073 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializerModifier.java <init> 24:24
2021-07-04 04:56:35,097 DEBUG                  - depth 0, hash 621128d, HEAD~568
2021-07-04 04:56:35,103 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializerModifier.java changeProperties 36:72
2021-07-04 04:56:35,126 DEBUG                  - depth 0, hash edf7a8b, HEAD~347
2021-07-04 04:56:35,132 DEBUG                  - depth 1, hash ab84ac9, HEAD~425
2021-07-04 04:56:35,136 DEBUG                  - depth 2, hash d54aade, HEAD~512
2021-07-04 04:56:35,140 DEBUG                  - depth 3, hash 4b5c9b7, HEAD~601
2021-07-04 04:56:35,144 DEBUG                  - depth 4, hash 41628fa, HEAD~602
2021-07-04 04:56:35,149 DEBUG                  - depth 5, hash c95e6bf, HEAD~608
2021-07-04 04:56:35,153 DEBUG                  - depth 6, hash b43f0c5, HEAD~622
2021-07-04 04:56:35,157 DEBUG                  - depth 7, hash 1dff468, HEAD~657
2021-07-04 04:56:35,161 DEBUG                  - depth 8, hash e88829a, HEAD~669
2021-07-04 04:56:35,165 DEBUG                  - depth 9, hash 76f1154, HEAD~700
2021-07-04 04:56:35,169 DEBUG                  - depth 10, hash 3800d1a, HEAD~739
2021-07-04 04:56:35,174 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializerModifier.java modifySerializer 74:86
2021-07-04 04:56:35,198 DEBUG                  - depth 0, hash 39822a4, HEAD~687
2021-07-04 04:56:35,203 DEBUG                  - depth 1, hash 76f1154, HEAD~700
2021-07-04 04:56:35,207 DEBUG                  - depth 2, hash 3800d1a, HEAD~739
2021-07-04 04:56:35,568 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <clinit> 35:35
2021-07-04 04:56:35,594 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:35,599 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <init> 55:58
2021-07-04 04:56:35,624 DEBUG                  - depth 0, hash b2e9232, HEAD~60
2021-07-04 04:56:35,629 DEBUG                  - depth 1, hash 1819c14, HEAD~61
2021-07-04 04:56:35,633 DEBUG                  - depth 2, hash 3cc587d, HEAD~63
2021-07-04 04:56:35,637 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <init> 45:50
2021-07-04 04:56:35,662 DEBUG                  - depth 0, hash 4eb1efd, HEAD~697
2021-07-04 04:56:35,668 DEBUG                  - depth 1, hash 478883d, HEAD~754
2021-07-04 04:56:35,672 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:35,676 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <init> 39:43
2021-07-04 04:56:35,701 DEBUG                  - depth 0, hash 478883d, HEAD~754
2021-07-04 04:56:35,707 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:35,711 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java _asXmlGenerator 217:230
2021-07-04 04:56:35,736 DEBUG                  - depth 0, hash f4c7bb0, HEAD~257
2021-07-04 04:56:35,741 DEBUG                  - depth 1, hash a6df5db, HEAD~477
2021-07-04 04:56:35,745 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java _initWithRootName 177:202
2021-07-04 04:56:35,770 DEBUG                  - depth 0, hash d2f70a0, HEAD~39
2021-07-04 04:56:35,776 DEBUG                  - depth 1, hash 06c4283, HEAD~41
2021-07-04 04:56:35,780 DEBUG                  - depth 2, hash 2c5f6f4, HEAD~108
2021-07-04 04:56:35,784 DEBUG                  - depth 3, hash ca1c671, HEAD~166
2021-07-04 04:56:35,789 DEBUG                  - depth 4, hash 5cb108d, HEAD~348
2021-07-04 04:56:35,793 DEBUG                  - depth 5, hash a6df5db, HEAD~477
2021-07-04 04:56:35,797 DEBUG                  - depth 6, hash 4795221, HEAD~481
2021-07-04 04:56:35,801 DEBUG                  - depth 7, hash e11f6cb, HEAD~549
2021-07-04 04:56:35,805 DEBUG                  - depth 8, hash 0ad0c49, HEAD~550
2021-07-04 04:56:35,809 DEBUG                  - depth 9, hash e9faaec, HEAD~643
2021-07-04 04:56:35,813 DEBUG                  - depth 10, hash 4eb1efd, HEAD~697
2021-07-04 04:56:35,818 DEBUG                  - depth 11, hash ac97422, HEAD~757
2021-07-04 04:56:35,822 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java _rootNameFromConfig 204:215
