2021-07-03 20:56:30,758 INFO     Search BICs for /tmp/Gson-6b/
2021-07-03 20:56:32,621 DEBUG                  - depth 2, hash 0e02cbb, HEAD~496
2021-07-03 20:56:32,625 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:32,629 DEBUG                  - depth 4, hash 9db0c53, HEAD~570
2021-07-03 20:56:32,633 DEBUG                  - depth 5, hash 1885ba7, HEAD~593
2021-07-03 20:56:32,637 DEBUG    [line range] com/google/gson/Gson.java floatAdapter 291:313
2021-07-03 20:56:32,698 DEBUG                  - depth 0, hash f602bce, HEAD~433
2021-07-03 20:56:32,704 DEBUG                  - depth 1, hash bc68d72, HEAD~444
2021-07-03 20:56:32,708 DEBUG                  - depth 2, hash 0e02cbb, HEAD~496
2021-07-03 20:56:32,712 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:32,716 DEBUG                  - depth 4, hash 9db0c53, HEAD~570
2021-07-03 20:56:32,720 DEBUG                  - depth 5, hash 1885ba7, HEAD~593
2021-07-03 20:56:32,724 DEBUG    [line range] com/google/gson/Gson.java fromJson 869:898
2021-07-03 20:56:32,792 DEBUG                  - depth 0, hash af4879d, HEAD~281
2021-07-03 20:56:32,797 DEBUG                  - depth 1, hash 22c835f, HEAD~283
2021-07-03 20:56:32,801 DEBUG                  - depth 2, hash fd4fbe4, HEAD~284
2021-07-03 20:56:32,805 DEBUG                  - depth 3, hash c25278b, HEAD~286
2021-07-03 20:56:32,809 DEBUG                  - depth 4, hash 7e76014, HEAD~467
2021-07-03 20:56:32,814 DEBUG                  - depth 5, hash 016261d, HEAD~483
2021-07-03 20:56:32,818 DEBUG                  - depth 6, hash 25c6ae1, HEAD~552
2021-07-03 20:56:32,822 DEBUG                  - depth 7, hash 9980191, HEAD~565
2021-07-03 20:56:32,826 DEBUG                  - depth 8, hash bafc43a, HEAD~581
2021-07-03 20:56:32,830 DEBUG                  - depth 9, hash 84c7140, HEAD~582
2021-07-03 20:56:32,834 DEBUG                  - depth 10, hash 10db917, HEAD~835
2021-07-03 20:56:32,839 DEBUG                  - depth 11, hash 747e3c3, HEAD~885
2021-07-03 20:56:32,843 DEBUG                  - depth 12, hash fa40b4c, HEAD~887
2021-07-03 20:56:32,847 DEBUG                  - depth 13, hash 7a7bbf7, HEAD~895
2021-07-03 20:56:32,851 DEBUG                  - depth 14, hash 29ab864, HEAD~1017
2021-07-03 20:56:32,855 DEBUG                  - depth 15, hash abf4ab2, HEAD~1036
2021-07-03 20:56:32,859 DEBUG                  - depth 16, hash 6e59e50, HEAD~1037
2021-07-03 20:56:32,864 DEBUG                  - depth 17, hash 5c6d5a0, HEAD~1045
2021-07-03 20:56:32,868 DEBUG                  - depth 18, hash 2034090, HEAD~1051
2021-07-03 20:56:32,872 DEBUG                  - depth 19, hash 2c7cc62, HEAD~1074
2021-07-03 20:56:32,876 DEBUG                  - depth 20, hash cf2a457, HEAD~1150
2021-07-03 20:56:32,880 DEBUG                  - depth 21, hash 9dfa454, HEAD~1171
2021-07-03 20:56:32,885 DEBUG                  - depth 22, hash 57d1f32, HEAD~1207
2021-07-03 20:56:32,889 DEBUG    [line range] com/google/gson/Gson.java fromJson 841:847
2021-07-03 20:56:32,958 DEBUG                  - depth 0, hash 3360c93, HEAD~26
2021-07-03 20:56:32,963 DEBUG                  - depth 1, hash 756131d, HEAD~432
2021-07-03 20:56:32,967 DEBUG                  - depth 2, hash a92cf39, HEAD~475
2021-07-03 20:56:32,972 DEBUG                  - depth 3, hash de727d8, HEAD~502
2021-07-03 20:56:32,976 DEBUG                  - depth 4, hash 1c5f513, HEAD~797
2021-07-03 20:56:32,980 DEBUG                  - depth 5, hash 0a3f5fa, HEAD~802
2021-07-03 20:56:32,984 DEBUG                  - depth 6, hash 7d055fc, HEAD~814
2021-07-03 20:56:32,988 DEBUG                  - depth 7, hash 32afd1a, HEAD~821
2021-07-03 20:56:32,993 DEBUG                  - depth 8, hash 10db917, HEAD~835
2021-07-03 20:56:32,997 DEBUG                  - depth 9, hash 747e3c3, HEAD~885
2021-07-03 20:56:33,001 DEBUG                  - depth 10, hash fa40b4c, HEAD~887
2021-07-03 20:56:33,005 DEBUG                  - depth 11, hash 7a7bbf7, HEAD~895
2021-07-03 20:56:33,009 DEBUG                  - depth 12, hash 29ab864, HEAD~1017
2021-07-03 20:56:33,014 DEBUG                  - depth 13, hash abf4ab2, HEAD~1036
2021-07-03 20:56:33,018 DEBUG                  - depth 14, hash 6e59e50, HEAD~1037
2021-07-03 20:56:33,022 DEBUG                  - depth 15, hash 5c6d5a0, HEAD~1045
2021-07-03 20:56:33,026 DEBUG                  - depth 16, hash 2034090, HEAD~1051
2021-07-03 20:56:33,030 DEBUG                  - depth 17, hash 2c7cc62, HEAD~1074
2021-07-03 20:56:33,035 DEBUG                  - depth 18, hash cf2a457, HEAD~1150
2021-07-03 20:56:33,039 DEBUG                  - depth 19, hash 9dfa454, HEAD~1171
2021-07-03 20:56:33,043 DEBUG                  - depth 20, hash 57d1f32, HEAD~1207
2021-07-03 20:56:33,047 DEBUG    [line range] com/google/gson/Gson.java fromJson 764:767
2021-07-03 20:56:33,115 DEBUG                  - depth 0, hash 5bc80cd, HEAD~717
2021-07-03 20:56:33,121 DEBUG                  - depth 1, hash 4efb133, HEAD~721
2021-07-03 20:56:33,125 DEBUG                  - depth 2, hash 10db917, HEAD~835
2021-07-03 20:56:33,129 DEBUG                  - depth 3, hash c8c3a69, HEAD~853
2021-07-03 20:56:33,133 DEBUG                  - depth 4, hash 20d895f, HEAD~854
2021-07-03 20:56:33,137 DEBUG                  - depth 5, hash 57d1f32, HEAD~1207
2021-07-03 20:56:33,142 DEBUG    [line range] com/google/gson/Gson.java fromJson 787:795
2021-07-03 20:56:33,210 DEBUG                  - depth 0, hash 2cbddbb, HEAD~477
2021-07-03 20:56:33,215 DEBUG                  - depth 1, hash 016261d, HEAD~483
2021-07-03 20:56:33,219 DEBUG                  - depth 2, hash 9980191, HEAD~565
2021-07-03 20:56:33,223 DEBUG                  - depth 3, hash 84c7140, HEAD~582
2021-07-03 20:56:33,228 DEBUG                  - depth 4, hash 10db917, HEAD~835
2021-07-03 20:56:33,232 DEBUG                  - depth 5, hash d3eda04, HEAD~869
2021-07-03 20:56:33,236 DEBUG                  - depth 6, hash 57d1f32, HEAD~1207
2021-07-03 20:56:33,240 DEBUG    [line range] com/google/gson/Gson.java getAdapter 390:431
2021-07-03 20:56:33,295 DEBUG                  - depth 0, hash 6dc6b4b, HEAD~273
2021-07-03 20:56:33,301 DEBUG                  - depth 1, hash 1e18dce, HEAD~282
2021-07-03 20:56:33,305 DEBUG                  - depth 2, hash d7fbac0, HEAD~398
2021-07-03 20:56:33,309 DEBUG                  - depth 3, hash 756131d, HEAD~432
2021-07-03 20:56:33,314 DEBUG                  - depth 4, hash 4c06b01, HEAD~441
2021-07-03 20:56:33,318 DEBUG                  - depth 5, hash 7e76014, HEAD~467
2021-07-03 20:56:33,322 DEBUG    [line range] com/google/gson/Gson.java getDelegateAdapter 483:504
2021-07-03 20:56:33,378 DEBUG                  - depth 0, hash f2591b6, HEAD~198
2021-07-03 20:56:33,384 DEBUG                  - depth 1, hash 83e5a49, HEAD~352
2021-07-03 20:56:33,388 DEBUG                  - depth 2, hash 6c78bf5, HEAD~384
2021-07-03 20:56:33,392 DEBUG                  - depth 3, hash ecdf915, HEAD~390
2021-07-03 20:56:33,397 DEBUG                  - depth 4, hash d7fbac0, HEAD~398
2021-07-03 20:56:33,401 DEBUG                  - depth 5, hash 8f8e69a, HEAD~436
2021-07-03 20:56:33,405 DEBUG                  - depth 6, hash 7e76014, HEAD~467
2021-07-03 20:56:33,409 DEBUG    [line range] com/google/gson/Gson.java longAdapter 323:343
2021-07-03 20:56:33,475 DEBUG                  - depth 0, hash cc54e4d, HEAD~84
2021-07-03 20:56:33,480 DEBUG                  - depth 1, hash f602bce, HEAD~433
2021-07-03 20:56:33,485 DEBUG                  - depth 2, hash bc68d72, HEAD~444
2021-07-03 20:56:33,489 DEBUG                  - depth 3, hash 0e02cbb, HEAD~496
2021-07-03 20:56:33,493 DEBUG                  - depth 4, hash 25c6ae1, HEAD~552
2021-07-03 20:56:33,497 DEBUG                  - depth 5, hash 9db0c53, HEAD~570
2021-07-03 20:56:33,502 DEBUG                  - depth 6, hash aa06705, HEAD~595
2021-07-03 20:56:33,506 DEBUG                  - depth 7, hash f276d13, HEAD~604
2021-07-03 20:56:33,510 DEBUG                  - depth 8, hash 3331dcd, HEAD~605
2021-07-03 20:56:33,514 DEBUG                  - depth 9, hash 37abcf3, HEAD~606
2021-07-03 20:56:33,518 DEBUG                  - depth 10, hash 57d1f32, HEAD~1207
2021-07-03 20:56:33,523 DEBUG    [line range] com/google/gson/Gson.java newJsonReader 719:723
2021-07-03 20:56:33,570 DEBUG                  - depth 0, hash 3360c93, HEAD~26
2021-07-03 20:56:33,576 DEBUG    [line range] com/google/gson/Gson.java <init> 135:140
2021-07-03 20:56:33,629 DEBUG                  - depth 0, hash e5b3f63, HEAD~90
2021-07-03 20:56:33,635 DEBUG                  - depth 1, hash 756131d, HEAD~432
2021-07-03 20:56:33,639 DEBUG                  - depth 2, hash d391584, HEAD~464
2021-07-03 20:56:33,644 DEBUG    [line range] com/google/gson/Gson.java write 267:289
2021-07-03 20:56:33,703 DEBUG                  - depth 0, hash f602bce, HEAD~433
2021-07-03 20:56:33,709 DEBUG                  - depth 1, hash bc68d72, HEAD~444
2021-07-03 20:56:33,713 DEBUG                  - depth 2, hash 0e02cbb, HEAD~496
2021-07-03 20:56:33,717 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:33,722 DEBUG                  - depth 4, hash 9db0c53, HEAD~570
2021-07-03 20:56:33,726 DEBUG                  - depth 5, hash 1885ba7, HEAD~593
2021-07-03 20:56:34,000 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 27
2021-07-03 20:56:34,048 DEBUG                  - depth 0, hash e2cfc0c, HEAD~1086
2021-07-03 20:56:34,054 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 34
2021-07-03 20:56:34,101 DEBUG                  - depth 0, hash a00c5ff, HEAD~462
2021-07-03 20:56:34,107 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1086
2021-07-03 20:56:34,111 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 45
2021-07-03 20:56:34,159 DEBUG                  - depth 0, hash a00c5ff, HEAD~462
2021-07-03 20:56:34,164 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1086
2021-07-03 20:56:34,168 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 34
2021-07-03 20:56:34,217 DEBUG                  - depth 0, hash a00c5ff, HEAD~462
2021-07-03 20:56:34,223 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1086
2021-07-03 20:56:34,227 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 45
2021-07-03 20:56:34,276 DEBUG                  - depth 0, hash a00c5ff, HEAD~462
2021-07-03 20:56:34,281 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1086
2021-07-03 20:56:34,607 DEBUG    [single line]   com/google/gson/TypeAdapter.java <init> 119
2021-07-03 20:56:34,656 DEBUG                  - depth 0, hash c5f1df1, HEAD~623
2021-07-03 20:56:34,662 DEBUG    [line range] com/google/gson/TypeAdapter.java nullSafe 185:202
2021-07-03 20:56:34,710 DEBUG                  - depth 0, hash b28e518, HEAD~404
2021-07-03 20:56:34,716 DEBUG                  - depth 1, hash eb2230c, HEAD~424
2021-07-03 20:56:34,720 DEBUG                  - depth 2, hash 0b734e4, HEAD~427
2021-07-03 20:56:34,724 DEBUG                  - depth 3, hash 91be944, HEAD~430
2021-07-03 20:56:34,729 DEBUG    [line range] com/google/gson/TypeAdapter.java <init> 185:202
2021-07-03 20:56:34,778 DEBUG                  - depth 0, hash b28e518, HEAD~404
2021-07-03 20:56:34,784 DEBUG                  - depth 1, hash eb2230c, HEAD~424
2021-07-03 20:56:34,788 DEBUG                  - depth 2, hash 0b734e4, HEAD~427
2021-07-03 20:56:34,792 DEBUG                  - depth 3, hash 91be944, HEAD~430
2021-07-03 20:56:35,149 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java <init> 51:53
2021-07-03 20:56:35,200 DEBUG                  - depth 0, hash 1794182, HEAD~448
2021-07-03 20:56:35,206 DEBUG                  - depth 1, hash d391584, HEAD~464
2021-07-03 20:56:35,210 DEBUG                  - depth 2, hash 25c6ae1, HEAD~552
2021-07-03 20:56:35,215 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java get 55:95
2021-07-03 20:56:35,264 DEBUG                  - depth 0, hash fef43b2, HEAD~87
2021-07-03 20:56:35,269 DEBUG                  - depth 1, hash 040bae3, HEAD~280
2021-07-03 20:56:35,274 DEBUG                  - depth 2, hash 1a4f690, HEAD~319
2021-07-03 20:56:35,278 DEBUG                  - depth 3, hash 6cca23c, HEAD~377
2021-07-03 20:56:35,282 DEBUG                  - depth 4, hash 1794182, HEAD~448
2021-07-03 20:56:35,286 DEBUG                  - depth 5, hash d391584, HEAD~464
2021-07-03 20:56:35,290 DEBUG                  - depth 6, hash 4a6c084, HEAD~548
2021-07-03 20:56:35,295 DEBUG                  - depth 7, hash 25c6ae1, HEAD~552
2021-07-03 20:56:35,299 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java newDefaultConstructor 97:125
2021-07-03 20:56:35,349 DEBUG                  - depth 0, hash fef43b2, HEAD~87
2021-07-03 20:56:35,354 DEBUG                  - depth 1, hash 290fb69, HEAD~487
2021-07-03 20:56:35,358 DEBUG                  - depth 2, hash 4a6c084, HEAD~548
2021-07-03 20:56:35,363 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:35,367 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java <init> 97:125
2021-07-03 20:56:35,417 DEBUG                  - depth 0, hash fef43b2, HEAD~87
2021-07-03 20:56:35,422 DEBUG                  - depth 1, hash 290fb69, HEAD~487
2021-07-03 20:56:35,427 DEBUG                  - depth 2, hash 4a6c084, HEAD~548
2021-07-03 20:56:35,431 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:35,435 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java construct 97:125
2021-07-03 20:56:35,485 DEBUG                  - depth 0, hash fef43b2, HEAD~87
2021-07-03 20:56:35,491 DEBUG                  - depth 1, hash 290fb69, HEAD~487
2021-07-03 20:56:35,495 DEBUG                  - depth 2, hash 4a6c084, HEAD~548
2021-07-03 20:56:35,499 DEBUG                  - depth 3, hash 25c6ae1, HEAD~552
2021-07-03 20:56:35,837 DEBUG    [line range] com/google/gson/internal/Excluder.java <clinit> 52:52
2021-07-03 20:56:35,884 DEBUG                  - depth 0, hash aa2f61b, HEAD~452
2021-07-03 20:56:35,890 DEBUG    [line range] com/google/gson/internal/Excluder.java <init> 54:54
2021-07-03 20:56:35,938 DEBUG                  - depth 0, hash aa2f61b, HEAD~452
2021-07-03 20:56:35,943 DEBUG    [single line]   com/google/gson/internal/Excluder.java clone 50
2021-07-03 20:56:35,991 DEBUG                  - depth 0, hash d7fbac0, HEAD~398
2021-07-03 20:56:35,996 DEBUG                  - depth 1, hash aa2f61b, HEAD~452
2021-07-03 20:56:36,001 DEBUG    [line range] com/google/gson/internal/Excluder.java create 111:147
2021-07-03 20:56:36,051 DEBUG                  - depth 0, hash 83e5a49, HEAD~352
2021-07-03 20:56:36,056 DEBUG                  - depth 1, hash 796a381, HEAD~379
2021-07-03 20:56:36,060 DEBUG                  - depth 2, hash ecdf915, HEAD~390
2021-07-03 20:56:36,065 DEBUG                  - depth 3, hash f602bce, HEAD~433
2021-07-03 20:56:36,069 DEBUG                  - depth 4, hash 26ab404, HEAD~437
2021-07-03 20:56:36,073 DEBUG                  - depth 5, hash aa2f61b, HEAD~452
2021-07-03 20:56:36,078 DEBUG    [line range] com/google/gson/internal/Excluder.java excludeClass 191:213
2021-07-03 20:56:36,127 DEBUG                  - depth 0, hash aa2f61b, HEAD~452
2021-07-03 20:56:36,132 DEBUG    [line range] com/google/gson/internal/Excluder.java isAnonymousOrLocal 215:218
2021-07-03 20:56:36,180 DEBUG                  - depth 0, hash aa2f61b, HEAD~452
2021-07-03 20:56:36,462 DEBUG    [single line]   com/google/gson/internal/JsonReaderInternalAccess.java <init> 25
2021-07-03 20:56:36,509 DEBUG                  - depth 0, hash 852cd72, HEAD~440
2021-07-03 20:56:36,832 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <clinit> 39:52
2021-07-03 20:56:36,881 DEBUG                  - depth 0, hash e5b3f63, HEAD~90
2021-07-03 20:56:36,886 DEBUG                  - depth 1, hash d7fbac0, HEAD~398
2021-07-03 20:56:36,890 DEBUG                  - depth 2, hash 26ab404, HEAD~437
2021-07-03 20:56:36,895 DEBUG                  - depth 3, hash f777a19, HEAD~460
2021-07-03 20:56:36,899 DEBUG                  - depth 4, hash 7e76014, HEAD~467
2021-07-03 20:56:36,903 DEBUG                  - depth 5, hash 3196450, HEAD~492
2021-07-03 20:56:36,908 DEBUG                  - depth 6, hash 47a36fd, HEAD~513
2021-07-03 20:56:36,912 DEBUG                  - depth 7, hash 2780a2a, HEAD~540
2021-07-03 20:56:36,916 DEBUG                  - depth 8, hash 6e3bf07, HEAD~594
2021-07-03 20:56:36,920 DEBUG                  - depth 9, hash c6bef30, HEAD~621
2021-07-03 20:56:36,925 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <init> 39:52
2021-07-03 20:56:36,975 DEBUG                  - depth 0, hash e5b3f63, HEAD~90
2021-07-03 20:56:36,980 DEBUG                  - depth 1, hash d7fbac0, HEAD~398
2021-07-03 20:56:36,984 DEBUG                  - depth 2, hash 26ab404, HEAD~437
2021-07-03 20:56:36,989 DEBUG                  - depth 3, hash f777a19, HEAD~460
2021-07-03 20:56:36,993 DEBUG                  - depth 4, hash 7e76014, HEAD~467
2021-07-03 20:56:36,997 DEBUG                  - depth 5, hash 3196450, HEAD~492
2021-07-03 20:56:37,002 DEBUG                  - depth 6, hash 47a36fd, HEAD~513
2021-07-03 20:56:37,006 DEBUG                  - depth 7, hash 2780a2a, HEAD~540
2021-07-03 20:56:37,010 DEBUG                  - depth 8, hash 6e3bf07, HEAD~594
2021-07-03 20:56:37,014 DEBUG                  - depth 9, hash c6bef30, HEAD~621
2021-07-03 20:56:37,019 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java create 39:52
2021-07-03 20:56:37,067 DEBUG                  - depth 0, hash e5b3f63, HEAD~90
2021-07-03 20:56:37,073 DEBUG                  - depth 1, hash d7fbac0, HEAD~398
2021-07-03 20:56:37,077 DEBUG                  - depth 2, hash 26ab404, HEAD~437
2021-07-03 20:56:37,081 DEBUG                  - depth 3, hash f777a19, HEAD~460
2021-07-03 20:56:37,085 DEBUG                  - depth 4, hash 7e76014, HEAD~467
2021-07-03 20:56:37,090 DEBUG                  - depth 5, hash 3196450, HEAD~492
2021-07-03 20:56:37,094 DEBUG                  - depth 6, hash 47a36fd, HEAD~513
2021-07-03 20:56:37,098 DEBUG                  - depth 7, hash 2780a2a, HEAD~540
2021-07-03 20:56:37,103 DEBUG                  - depth 8, hash 6e3bf07, HEAD~594
2021-07-03 20:56:37,107 DEBUG                  - depth 9, hash c6bef30, HEAD~621
2021-07-03 20:56:37,424 DEBUG    [line range] com/google/gson/internal/bind/CollectionTypeAdapterFactory.java <init> 39:41
2021-07-03 20:56:37,473 DEBUG                  - depth 0, hash 25c6ae1, HEAD~552
2021-07-03 20:56:37,479 DEBUG    [line range] com/google/gson/internal/bind/CollectionTypeAdapterFactory.java create 43:59
2021-07-03 20:56:37,528 DEBUG                  - depth 0, hash e5b3f63, HEAD~90
2021-07-03 20:56:37,533 DEBUG                  - depth 1, hash 6cca23c, HEAD~377
2021-07-03 20:56:37,538 DEBUG                  - depth 2, hash 26ab404, HEAD~437
2021-07-03 20:56:37,542 DEBUG                  - depth 3, hash 7e76014, HEAD~467
2021-07-03 20:56:37,546 DEBUG                  - depth 4, hash 3196450, HEAD~492
2021-07-03 20:56:37,551 DEBUG                  - depth 5, hash 25c6ae1, HEAD~552
