2021-07-03 20:13:22,180 INFO     Search BICs for /tmp/Codec-4b/
2021-07-03 20:13:23,157 DEBUG                  - depth 6, hash 0e0d475, HEAD~575
2021-07-03 20:13:23,161 DEBUG                  - depth 7, hash 71205dd, HEAD~589
2021-07-03 20:13:23,165 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isUrlSafe 347:349
2021-07-03 20:13:23,191 DEBUG                  - depth 0, hash 2f7454a, HEAD~130
2021-07-03 20:13:23,196 DEBUG                  - depth 1, hash e2df850, HEAD~169
2021-07-03 20:13:23,200 DEBUG                  - depth 2, hash 0e0d475, HEAD~575
2021-07-03 20:13:23,204 DEBUG                  - depth 3, hash 71205dd, HEAD~589
2021-07-03 20:13:23,208 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java reset 1046:1053
2021-07-03 20:13:23,228 DEBUG                  - depth 0, hash e17d5c5, HEAD~43
2021-07-03 20:13:23,233 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java setInitialBuffer 424:432
2021-07-03 20:13:23,259 DEBUG                  - depth 0, hash 9333313, HEAD~99
2021-07-03 20:13:23,265 DEBUG                  - depth 1, hash e2df850, HEAD~169
2021-07-03 20:13:23,269 DEBUG                  - depth 2, hash 0e0d475, HEAD~575
2021-07-03 20:13:23,273 DEBUG                  - depth 3, hash 71205dd, HEAD~589
2021-07-03 20:13:23,277 INFO     The number of BIC candidates: 25
