2021-07-03 20:59:01,215 INFO     Search BICs for /tmp/Gson-11b/
2021-07-03 20:59:03,261 DEBUG                  - depth 0, hash f602bce, HEAD~537
2021-07-03 20:59:03,266 DEBUG                  - depth 1, hash bc68d72, HEAD~548
2021-07-03 20:59:03,270 DEBUG                  - depth 2, hash 0e02cbb, HEAD~600
2021-07-03 20:59:03,275 DEBUG                  - depth 3, hash 25c6ae1, HEAD~656
2021-07-03 20:59:03,279 DEBUG                  - depth 4, hash 9db0c53, HEAD~674
2021-07-03 20:59:03,283 DEBUG                  - depth 5, hash 1885ba7, HEAD~697
2021-07-03 20:59:03,287 DEBUG    [line range] com/google/gson/Gson.java fromJson 877:906
2021-07-03 20:59:03,356 DEBUG                  - depth 0, hash af4879d, HEAD~385
2021-07-03 20:59:03,362 DEBUG                  - depth 1, hash 22c835f, HEAD~387
2021-07-03 20:59:03,366 DEBUG                  - depth 2, hash fd4fbe4, HEAD~388
2021-07-03 20:59:03,370 DEBUG                  - depth 3, hash c25278b, HEAD~390
2021-07-03 20:59:03,374 DEBUG                  - depth 4, hash 7e76014, HEAD~571
2021-07-03 20:59:03,378 DEBUG                  - depth 5, hash 016261d, HEAD~587
2021-07-03 20:59:03,382 DEBUG                  - depth 6, hash 25c6ae1, HEAD~656
2021-07-03 20:59:03,386 DEBUG                  - depth 7, hash 9980191, HEAD~669
2021-07-03 20:59:03,390 DEBUG                  - depth 8, hash bafc43a, HEAD~685
2021-07-03 20:59:03,394 DEBUG                  - depth 9, hash 84c7140, HEAD~686
2021-07-03 20:59:03,399 DEBUG                  - depth 10, hash 10db917, HEAD~939
2021-07-03 20:59:03,403 DEBUG                  - depth 11, hash 747e3c3, HEAD~989
2021-07-03 20:59:03,407 DEBUG                  - depth 12, hash fa40b4c, HEAD~991
2021-07-03 20:59:03,411 DEBUG                  - depth 13, hash 7a7bbf7, HEAD~999
2021-07-03 20:59:03,415 DEBUG                  - depth 14, hash 29ab864, HEAD~1121
2021-07-03 20:59:03,419 DEBUG                  - depth 15, hash abf4ab2, HEAD~1140
2021-07-03 20:59:03,423 DEBUG                  - depth 16, hash 6e59e50, HEAD~1141
2021-07-03 20:59:03,427 DEBUG                  - depth 17, hash 5c6d5a0, HEAD~1149
2021-07-03 20:59:03,432 DEBUG                  - depth 18, hash 2034090, HEAD~1155
2021-07-03 20:59:03,436 DEBUG                  - depth 19, hash 2c7cc62, HEAD~1178
2021-07-03 20:59:03,440 DEBUG                  - depth 20, hash cf2a457, HEAD~1254
2021-07-03 20:59:03,444 DEBUG                  - depth 21, hash 9dfa454, HEAD~1275
2021-07-03 20:59:03,448 DEBUG                  - depth 22, hash 57d1f32, HEAD~1311
2021-07-03 20:59:03,452 DEBUG    [line range] com/google/gson/Gson.java fromJson 849:855
2021-07-03 20:59:03,521 DEBUG                  - depth 0, hash 3360c93, HEAD~130
2021-07-03 20:59:03,527 DEBUG                  - depth 1, hash 756131d, HEAD~536
2021-07-03 20:59:03,531 DEBUG                  - depth 2, hash a92cf39, HEAD~579
2021-07-03 20:59:03,535 DEBUG                  - depth 3, hash de727d8, HEAD~606
2021-07-03 20:59:03,539 DEBUG                  - depth 4, hash 1c5f513, HEAD~901
2021-07-03 20:59:03,543 DEBUG                  - depth 5, hash 0a3f5fa, HEAD~906
2021-07-03 20:59:03,547 DEBUG                  - depth 6, hash 7d055fc, HEAD~918
2021-07-03 20:59:03,552 DEBUG                  - depth 7, hash 32afd1a, HEAD~925
2021-07-03 20:59:03,556 DEBUG                  - depth 8, hash 10db917, HEAD~939
2021-07-03 20:59:03,560 DEBUG                  - depth 9, hash 747e3c3, HEAD~989
2021-07-03 20:59:03,564 DEBUG                  - depth 10, hash fa40b4c, HEAD~991
2021-07-03 20:59:03,568 DEBUG                  - depth 11, hash 7a7bbf7, HEAD~999
2021-07-03 20:59:03,572 DEBUG                  - depth 12, hash 29ab864, HEAD~1121
2021-07-03 20:59:03,576 DEBUG                  - depth 13, hash abf4ab2, HEAD~1140
2021-07-03 20:59:03,580 DEBUG                  - depth 14, hash 6e59e50, HEAD~1141
2021-07-03 20:59:03,585 DEBUG                  - depth 15, hash 5c6d5a0, HEAD~1149
2021-07-03 20:59:03,589 DEBUG                  - depth 16, hash 2034090, HEAD~1155
2021-07-03 20:59:03,593 DEBUG                  - depth 17, hash 2c7cc62, HEAD~1178
2021-07-03 20:59:03,597 DEBUG                  - depth 18, hash cf2a457, HEAD~1254
2021-07-03 20:59:03,601 DEBUG                  - depth 19, hash 9dfa454, HEAD~1275
2021-07-03 20:59:03,605 DEBUG                  - depth 20, hash 57d1f32, HEAD~1311
2021-07-03 20:59:03,609 DEBUG    [line range] com/google/gson/Gson.java fromJson 772:775
2021-07-03 20:59:03,679 DEBUG                  - depth 0, hash 5bc80cd, HEAD~821
2021-07-03 20:59:03,685 DEBUG                  - depth 1, hash 4efb133, HEAD~825
2021-07-03 20:59:03,689 DEBUG                  - depth 2, hash 10db917, HEAD~939
2021-07-03 20:59:03,693 DEBUG                  - depth 3, hash c8c3a69, HEAD~957
2021-07-03 20:59:03,697 DEBUG                  - depth 4, hash 20d895f, HEAD~958
2021-07-03 20:59:03,701 DEBUG                  - depth 5, hash 57d1f32, HEAD~1311
2021-07-03 20:59:03,705 DEBUG    [line range] com/google/gson/Gson.java fromJson 795:803
2021-07-03 20:59:03,774 DEBUG                  - depth 0, hash 2cbddbb, HEAD~581
2021-07-03 20:59:03,779 DEBUG                  - depth 1, hash 016261d, HEAD~587
2021-07-03 20:59:03,783 DEBUG                  - depth 2, hash 9980191, HEAD~669
2021-07-03 20:59:03,787 DEBUG                  - depth 3, hash 84c7140, HEAD~686
2021-07-03 20:59:03,792 DEBUG                  - depth 4, hash 10db917, HEAD~939
2021-07-03 20:59:03,796 DEBUG                  - depth 5, hash d3eda04, HEAD~973
2021-07-03 20:59:03,800 DEBUG                  - depth 6, hash 57d1f32, HEAD~1311
2021-07-03 20:59:03,804 DEBUG    [line range] com/google/gson/Gson.java getAdapter 397:438
2021-07-03 20:59:03,863 DEBUG                  - depth 0, hash 31dcfa3, HEAD~85
2021-07-03 20:59:03,869 DEBUG                  - depth 1, hash c561184, HEAD~86
2021-07-03 20:59:03,873 DEBUG                  - depth 2, hash 6dc6b4b, HEAD~377
2021-07-03 20:59:03,877 DEBUG                  - depth 3, hash 1e18dce, HEAD~386
2021-07-03 20:59:03,881 DEBUG                  - depth 4, hash d7fbac0, HEAD~502
2021-07-03 20:59:03,885 DEBUG                  - depth 5, hash 756131d, HEAD~536
2021-07-03 20:59:03,889 DEBUG                  - depth 6, hash 4c06b01, HEAD~545
2021-07-03 20:59:03,894 DEBUG                  - depth 7, hash 7e76014, HEAD~571
2021-07-03 20:59:03,898 DEBUG    [line range] com/google/gson/Gson.java longAdapter 330:350
2021-07-03 20:59:03,970 DEBUG                  - depth 0, hash cc54e4d, HEAD~188
2021-07-03 20:59:03,975 DEBUG                  - depth 1, hash f602bce, HEAD~537
2021-07-03 20:59:03,979 DEBUG                  - depth 2, hash bc68d72, HEAD~548
2021-07-03 20:59:03,984 DEBUG                  - depth 3, hash 0e02cbb, HEAD~600
2021-07-03 20:59:03,988 DEBUG                  - depth 4, hash 25c6ae1, HEAD~656
2021-07-03 20:59:03,992 DEBUG                  - depth 5, hash 9db0c53, HEAD~674
2021-07-03 20:59:03,996 DEBUG                  - depth 6, hash aa06705, HEAD~699
2021-07-03 20:59:04,000 DEBUG                  - depth 7, hash f276d13, HEAD~708
2021-07-03 20:59:04,004 DEBUG                  - depth 8, hash 3331dcd, HEAD~709
2021-07-03 20:59:04,009 DEBUG                  - depth 9, hash 37abcf3, HEAD~710
2021-07-03 20:59:04,013 DEBUG                  - depth 10, hash 57d1f32, HEAD~1311
2021-07-03 20:59:04,017 DEBUG    [line range] com/google/gson/Gson.java newJsonReader 727:731
2021-07-03 20:59:04,069 DEBUG                  - depth 0, hash 3360c93, HEAD~130
2021-07-03 20:59:04,074 DEBUG    [line range] com/google/gson/Gson.java write 274:296
2021-07-03 20:59:04,136 DEBUG                  - depth 0, hash f602bce, HEAD~537
2021-07-03 20:59:04,142 DEBUG                  - depth 1, hash bc68d72, HEAD~548
2021-07-03 20:59:04,146 DEBUG                  - depth 2, hash 0e02cbb, HEAD~600
2021-07-03 20:59:04,150 DEBUG                  - depth 3, hash 25c6ae1, HEAD~656
2021-07-03 20:59:04,154 DEBUG                  - depth 4, hash 9db0c53, HEAD~674
2021-07-03 20:59:04,158 DEBUG                  - depth 5, hash 1885ba7, HEAD~697
2021-07-03 20:59:04,162 DEBUG    [line range] com/google/gson/Gson.java setDelegate 958:963
2021-07-03 20:59:04,219 DEBUG                  - depth 0, hash 7e76014, HEAD~571
2021-07-03 20:59:04,502 DEBUG    [line range] com/google/gson/JsonParseException.java <init> 41:43
2021-07-03 20:59:04,553 DEBUG                  - depth 0, hash 57d1f32, HEAD~1311
2021-07-03 20:59:04,844 DEBUG    [line range] com/google/gson/JsonSyntaxException.java <init> 29:31
2021-07-03 20:59:04,893 DEBUG                  - depth 0, hash 7ea5cc2, HEAD~961
2021-07-03 20:59:05,174 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 27
2021-07-03 20:59:05,224 DEBUG                  - depth 0, hash e2cfc0c, HEAD~1190
2021-07-03 20:59:05,230 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 34
2021-07-03 20:59:05,279 DEBUG                  - depth 0, hash a00c5ff, HEAD~566
2021-07-03 20:59:05,284 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1190
2021-07-03 20:59:05,288 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 45
2021-07-03 20:59:05,338 DEBUG                  - depth 0, hash a00c5ff, HEAD~566
2021-07-03 20:59:05,344 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1190
2021-07-03 20:59:05,348 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 34
2021-07-03 20:59:05,398 DEBUG                  - depth 0, hash a00c5ff, HEAD~566
2021-07-03 20:59:05,403 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1190
2021-07-03 20:59:05,407 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 45
2021-07-03 20:59:05,457 DEBUG                  - depth 0, hash a00c5ff, HEAD~566
2021-07-03 20:59:05,462 DEBUG                  - depth 1, hash e2cfc0c, HEAD~1190
2021-07-03 20:59:05,779 DEBUG    [single line]   com/google/gson/TypeAdapter.java <init> 119
2021-07-03 20:59:05,830 DEBUG                  - depth 0, hash c5f1df1, HEAD~727
2021-07-03 20:59:05,836 DEBUG    [line range] com/google/gson/TypeAdapter.java nullSafe 185:202
2021-07-03 20:59:05,886 DEBUG                  - depth 0, hash b28e518, HEAD~508
2021-07-03 20:59:05,892 DEBUG                  - depth 1, hash eb2230c, HEAD~528
2021-07-03 20:59:05,896 DEBUG                  - depth 2, hash 0b734e4, HEAD~531
2021-07-03 20:59:05,900 DEBUG                  - depth 3, hash 91be944, HEAD~534
2021-07-03 20:59:05,905 DEBUG    [line range] com/google/gson/TypeAdapter.java <init> 185:202
2021-07-03 20:59:05,955 DEBUG                  - depth 0, hash b28e518, HEAD~508
2021-07-03 20:59:05,961 DEBUG                  - depth 1, hash eb2230c, HEAD~528
2021-07-03 20:59:05,965 DEBUG                  - depth 2, hash 0b734e4, HEAD~531
2021-07-03 20:59:05,969 DEBUG                  - depth 3, hash 91be944, HEAD~534
2021-07-03 20:59:06,321 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java <init> 51:53
2021-07-03 20:59:06,373 DEBUG                  - depth 0, hash 1794182, HEAD~552
2021-07-03 20:59:06,378 DEBUG                  - depth 1, hash d391584, HEAD~568
2021-07-03 20:59:06,383 DEBUG                  - depth 2, hash 25c6ae1, HEAD~656
2021-07-03 20:59:06,735 DEBUG    [line range] com/google/gson/internal/Excluder.java <clinit> 52:52
2021-07-03 20:59:06,785 DEBUG                  - depth 0, hash aa2f61b, HEAD~556
2021-07-03 20:59:06,791 DEBUG    [line range] com/google/gson/internal/Excluder.java <init> 54:54
2021-07-03 20:59:06,840 DEBUG                  - depth 0, hash aa2f61b, HEAD~556
2021-07-03 20:59:06,846 DEBUG    [single line]   com/google/gson/internal/Excluder.java clone 50
2021-07-03 20:59:06,895 DEBUG                  - depth 0, hash d7fbac0, HEAD~502
2021-07-03 20:59:06,901 DEBUG                  - depth 1, hash aa2f61b, HEAD~556
2021-07-03 20:59:06,905 DEBUG    [line range] com/google/gson/internal/Excluder.java create 111:147
2021-07-03 20:59:06,955 DEBUG                  - depth 0, hash 83e5a49, HEAD~456
2021-07-03 20:59:06,960 DEBUG                  - depth 1, hash 796a381, HEAD~483
2021-07-03 20:59:06,965 DEBUG                  - depth 2, hash ecdf915, HEAD~494
2021-07-03 20:59:06,969 DEBUG                  - depth 3, hash f602bce, HEAD~537
2021-07-03 20:59:06,973 DEBUG                  - depth 4, hash 26ab404, HEAD~541
2021-07-03 20:59:06,977 DEBUG                  - depth 5, hash aa2f61b, HEAD~556
2021-07-03 20:59:06,982 DEBUG    [line range] com/google/gson/internal/Excluder.java excludeClass 191:213
2021-07-03 20:59:07,032 DEBUG                  - depth 0, hash aa2f61b, HEAD~556
2021-07-03 20:59:07,037 DEBUG    [line range] com/google/gson/internal/Excluder.java isAnonymousOrLocal 215:218
2021-07-03 20:59:07,087 DEBUG                  - depth 0, hash aa2f61b, HEAD~556
2021-07-03 20:59:07,364 DEBUG    [single line]   com/google/gson/internal/JsonReaderInternalAccess.java <init> 25
2021-07-03 20:59:07,413 DEBUG                  - depth 0, hash 852cd72, HEAD~544
2021-07-03 20:59:07,732 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <clinit> 39:52
2021-07-03 20:59:07,783 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:07,789 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:07,793 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:07,797 DEBUG                  - depth 3, hash f777a19, HEAD~564
2021-07-03 20:59:07,801 DEBUG                  - depth 4, hash 7e76014, HEAD~571
2021-07-03 20:59:07,805 DEBUG                  - depth 5, hash 3196450, HEAD~596
2021-07-03 20:59:07,809 DEBUG                  - depth 6, hash 47a36fd, HEAD~617
2021-07-03 20:59:07,813 DEBUG                  - depth 7, hash 2780a2a, HEAD~644
2021-07-03 20:59:07,817 DEBUG                  - depth 8, hash 6e3bf07, HEAD~698
2021-07-03 20:59:07,822 DEBUG                  - depth 9, hash c6bef30, HEAD~725
2021-07-03 20:59:07,826 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <init> 39:52
2021-07-03 20:59:07,877 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:07,882 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:07,886 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:07,890 DEBUG                  - depth 3, hash f777a19, HEAD~564
2021-07-03 20:59:07,895 DEBUG                  - depth 4, hash 7e76014, HEAD~571
2021-07-03 20:59:07,899 DEBUG                  - depth 5, hash 3196450, HEAD~596
2021-07-03 20:59:07,903 DEBUG                  - depth 6, hash 47a36fd, HEAD~617
2021-07-03 20:59:07,907 DEBUG                  - depth 7, hash 2780a2a, HEAD~644
2021-07-03 20:59:07,911 DEBUG                  - depth 8, hash 6e3bf07, HEAD~698
2021-07-03 20:59:07,915 DEBUG                  - depth 9, hash c6bef30, HEAD~725
2021-07-03 20:59:08,233 DEBUG    [line range] com/google/gson/internal/bind/CollectionTypeAdapterFactory.java <init> 39:41
2021-07-03 20:59:08,285 DEBUG                  - depth 0, hash 25c6ae1, HEAD~656
2021-07-03 20:59:08,592 DEBUG    [line range] com/google/gson/internal/bind/DateTypeAdapter.java <clinit> 42:47
2021-07-03 20:59:08,643 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:08,648 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:08,652 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:08,656 DEBUG                  - depth 3, hash 7e76014, HEAD~571
2021-07-03 20:59:08,660 DEBUG                  - depth 4, hash 3b3a60d, HEAD~635
2021-07-03 20:59:08,665 DEBUG    [line range] com/google/gson/internal/bind/DateTypeAdapter.java <init> 42:47
2021-07-03 20:59:08,715 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:08,720 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:08,724 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:08,729 DEBUG                  - depth 3, hash 7e76014, HEAD~571
2021-07-03 20:59:08,733 DEBUG                  - depth 4, hash 3b3a60d, HEAD~635
2021-07-03 20:59:09,034 DEBUG    [line range] com/google/gson/internal/bind/JsonAdapterAnnotationTypeAdapterFactory.java <init> 37:39
2021-07-03 20:59:09,084 DEBUG                  - depth 0, hash edf6608, HEAD~328
2021-07-03 20:59:09,090 DEBUG                  - depth 1, hash 7f6a096, HEAD~329
2021-07-03 20:59:09,094 DEBUG                  - depth 2, hash 67d512e, HEAD~338
2021-07-03 20:59:09,453 DEBUG    [line range] com/google/gson/internal/bind/MapTypeAdapterFactory.java <init> 109:113
2021-07-03 20:59:09,506 DEBUG                  - depth 0, hash a98d6ea, HEAD~654
2021-07-03 20:59:09,512 DEBUG                  - depth 1, hash 25c6ae1, HEAD~656
2021-07-03 20:59:09,817 DEBUG    [line range] com/google/gson/internal/bind/ObjectTypeAdapter.java <clinit> 38:46
2021-07-03 20:59:09,867 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:09,872 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:09,876 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:09,881 DEBUG                  - depth 3, hash 7e76014, HEAD~571
2021-07-03 20:59:09,885 DEBUG                  - depth 4, hash ea9c023, HEAD~677
2021-07-03 20:59:09,889 DEBUG                  - depth 5, hash 3aeb70e, HEAD~681
2021-07-03 20:59:09,893 DEBUG    [line range] com/google/gson/internal/bind/ObjectTypeAdapter.java <init> 38:46
2021-07-03 20:59:09,945 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:09,951 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:09,955 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:09,959 DEBUG                  - depth 3, hash 7e76014, HEAD~571
2021-07-03 20:59:09,963 DEBUG                  - depth 4, hash ea9c023, HEAD~677
2021-07-03 20:59:09,968 DEBUG                  - depth 5, hash 3aeb70e, HEAD~681
2021-07-03 20:59:09,972 DEBUG    [line range] com/google/gson/internal/bind/ObjectTypeAdapter.java create 38:46
2021-07-03 20:59:10,023 DEBUG                  - depth 0, hash e5b3f63, HEAD~194
2021-07-03 20:59:10,028 DEBUG                  - depth 1, hash d7fbac0, HEAD~502
2021-07-03 20:59:10,033 DEBUG                  - depth 2, hash 26ab404, HEAD~541
2021-07-03 20:59:10,037 DEBUG                  - depth 3, hash 7e76014, HEAD~571
2021-07-03 20:59:10,041 DEBUG                  - depth 4, hash ea9c023, HEAD~677
2021-07-03 20:59:10,045 DEBUG                  - depth 5, hash 3aeb70e, HEAD~681
2021-07-03 20:59:10,406 DEBUG    [line range] com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java <init> 53:60
2021-07-03 20:59:10,459 DEBUG                  - depth 0, hash 45511fd, HEAD~40
2021-07-03 20:59:10,464 DEBUG                  - depth 1, hash aa2f61b, HEAD~556
2021-07-03 20:59:10,469 DEBUG                  - depth 2, hash e23973a, HEAD~561
