2021-07-04 05:01:00,710 INFO     Search BICs for /tmp/Jsoup-84b/
2021-07-04 05:01:03,469 DEBUG    [line range] org/jsoup/helper/W3CDom.java updateNamespaces 134:154
2021-07-04 05:01:03,504 DEBUG                  - depth 0, hash 3475dc8, HEAD~56
2021-07-04 05:01:03,509 DEBUG                  - depth 1, hash 143ede6, HEAD~301
2021-07-04 05:01:03,794 DEBUG    [line range] org/jsoup/internal/Normalizer.java lowerCase 10:12
2021-07-04 05:01:03,828 DEBUG                  - depth 0, hash 8808e3f, HEAD~63
2021-07-04 05:01:03,833 DEBUG                  - depth 1, hash 42c0a0e, HEAD~163
2021-07-04 05:01:03,837 DEBUG                  - depth 2, hash 8121d8c, HEAD~189
2021-07-04 05:01:04,219 DEBUG    [line range] org/jsoup/nodes/Attributes.java <clinit> 38:38
2021-07-04 05:01:04,255 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,260 DEBUG    [line range] org/jsoup/nodes/Attributes.java <init> 42:42
2021-07-04 05:01:04,296 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,301 DEBUG    [single line]   org/jsoup/nodes/Attributes.java access$400 32
2021-07-04 05:01:04,338 DEBUG                  - depth 0, hash 5ca6b40, HEAD~868
2021-07-04 05:01:04,343 DEBUG                  - depth 1, hash 2f0a7bf, HEAD~1155
2021-07-04 05:01:04,347 DEBUG                  - depth 2, hash a657d09, HEAD~1171
2021-07-04 05:01:04,351 DEBUG    [line range] org/jsoup/nodes/Attributes.java iterator 248:269
2021-07-04 05:01:04,389 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,395 DEBUG                  - depth 1, hash a79d5e2, HEAD~239
2021-07-04 05:01:04,399 DEBUG                  - depth 2, hash f41efcd, HEAD~245
2021-07-04 05:01:04,403 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1155
2021-07-04 05:01:04,407 DEBUG                  - depth 4, hash a29e8b5, HEAD~1168
2021-07-04 05:01:04,412 DEBUG    [line range] org/jsoup/nodes/Attributes.java normalize 378:382
2021-07-04 05:01:04,449 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,455 DEBUG                  - depth 1, hash 847e03e, HEAD~955
2021-07-04 05:01:04,459 DEBUG    [line range] org/jsoup/nodes/Attributes.java <init> 248:269
2021-07-04 05:01:04,496 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,502 DEBUG                  - depth 1, hash a79d5e2, HEAD~239
2021-07-04 05:01:04,506 DEBUG                  - depth 2, hash f41efcd, HEAD~245
2021-07-04 05:01:04,510 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1155
2021-07-04 05:01:04,514 DEBUG                  - depth 4, hash a29e8b5, HEAD~1168
2021-07-04 05:01:04,518 DEBUG    [line range] org/jsoup/nodes/Attributes.java hasNext 248:269
2021-07-04 05:01:04,556 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,562 DEBUG                  - depth 1, hash a79d5e2, HEAD~239
2021-07-04 05:01:04,566 DEBUG                  - depth 2, hash f41efcd, HEAD~245
2021-07-04 05:01:04,570 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1155
2021-07-04 05:01:04,574 DEBUG                  - depth 4, hash a29e8b5, HEAD~1168
2021-07-04 05:01:04,579 DEBUG    [line range] org/jsoup/nodes/Attributes.java next 248:269
2021-07-04 05:01:04,616 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:04,621 DEBUG                  - depth 1, hash a79d5e2, HEAD~239
2021-07-04 05:01:04,625 DEBUG                  - depth 2, hash f41efcd, HEAD~245
2021-07-04 05:01:04,630 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1155
2021-07-04 05:01:04,634 DEBUG                  - depth 4, hash a29e8b5, HEAD~1168
2021-07-04 05:01:05,016 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 20:20
2021-07-04 05:01:05,054 DEBUG                  - depth 0, hash 57bce6d, HEAD~937
2021-07-04 05:01:05,060 DEBUG    [line range] org/jsoup/nodes/Document.java location 59:61
2021-07-04 05:01:05,097 DEBUG                  - depth 0, hash edcc4a0, HEAD~570
2021-07-04 05:01:05,103 DEBUG    [line range] org/jsoup/nodes/Document.java parser 594:597
2021-07-04 05:01:05,137 DEBUG                  - depth 0, hash 850a9cc, HEAD~7
2021-07-04 05:01:05,143 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 375:375
2021-07-04 05:01:05,181 DEBUG                  - depth 0, hash f8841ed, HEAD~939
2021-07-04 05:01:05,187 DEBUG    [line range] org/jsoup/nodes/Document.java charset 429:432
2021-07-04 05:01:05,226 DEBUG                  - depth 0, hash ea1fb65, HEAD~139
2021-07-04 05:01:05,231 DEBUG                  - depth 1, hash 7c8df4c, HEAD~141
2021-07-04 05:01:05,235 DEBUG                  - depth 2, hash 5e386d5, HEAD~144
2021-07-04 05:01:05,240 DEBUG                  - depth 3, hash 3b2440a, HEAD~247
2021-07-04 05:01:05,244 DEBUG                  - depth 4, hash 85c8356, HEAD~419
2021-07-04 05:01:05,248 DEBUG                  - depth 5, hash 57bce6d, HEAD~937
2021-07-04 05:01:05,252 DEBUG                  - depth 6, hash f8841ed, HEAD~939
2021-07-04 05:01:05,256 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 373
2021-07-04 05:01:05,295 DEBUG                  - depth 0, hash 6c4f16f, HEAD~554
2021-07-04 05:01:05,300 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 567
2021-07-04 05:01:05,339 DEBUG                  - depth 0, hash 8749726, HEAD~787
2021-07-04 05:01:05,345 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 568
2021-07-04 05:01:05,383 DEBUG                  - depth 0, hash 616d3c4, HEAD~360
2021-07-04 05:01:05,389 DEBUG                  - depth 1, hash 8749726, HEAD~787
2021-07-04 05:01:05,886 DEBUG    [line range] org/jsoup/nodes/Element.java <clinit> 40:40
2021-07-04 05:01:05,924 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:05,930 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 82:84
2021-07-04 05:01:05,985 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:05,990 DEBUG                  - depth 1, hash 3205f0e, HEAD~1088
2021-07-04 05:01:05,995 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1112
2021-07-04 05:01:05,999 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 65:72
2021-07-04 05:01:06,053 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:06,058 DEBUG                  - depth 1, hash e5cd584, HEAD~1081
2021-07-04 05:01:06,062 DEBUG                  - depth 2, hash 3205f0e, HEAD~1088
2021-07-04 05:01:06,067 DEBUG                  - depth 3, hash d23db47, HEAD~1132
2021-07-04 05:01:06,071 DEBUG                  - depth 4, hash 0474436, HEAD~1163
2021-07-04 05:01:06,075 DEBUG                  - depth 5, hash a657d09, HEAD~1171
2021-07-04 05:01:06,079 DEBUG    [line range] org/jsoup/nodes/Element.java appendChild 400:409
2021-07-04 05:01:06,134 DEBUG                  - depth 0, hash 8c43a81, HEAD~333
2021-07-04 05:01:06,140 DEBUG                  - depth 1, hash 8391b72, HEAD~388
2021-07-04 05:01:06,144 DEBUG                  - depth 2, hash 990285b, HEAD~434
2021-07-04 05:01:06,148 DEBUG                  - depth 3, hash 05ea09d, HEAD~984
2021-07-04 05:01:06,152 DEBUG                  - depth 4, hash 95945f1, HEAD~1078
2021-07-04 05:01:06,156 DEBUG                  - depth 5, hash e5cd584, HEAD~1081
2021-07-04 05:01:06,160 DEBUG                  - depth 6, hash 9bed789, HEAD~1091
2021-07-04 05:01:06,164 DEBUG                  - depth 7, hash abdf227, HEAD~1092
2021-07-04 05:01:06,169 DEBUG                  - depth 8, hash 83d1848, HEAD~1093
2021-07-04 05:01:06,173 DEBUG                  - depth 9, hash 0474436, HEAD~1163
2021-07-04 05:01:06,177 DEBUG                  - depth 10, hash a657d09, HEAD~1171
2021-07-04 05:01:06,181 DEBUG    [line range] org/jsoup/nodes/Element.java attributes 98:103
2021-07-04 05:01:06,236 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:06,241 DEBUG                  - depth 1, hash 3205f0e, HEAD~1088
2021-07-04 05:01:06,246 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1112
2021-07-04 05:01:06,250 DEBUG    [line range] org/jsoup/nodes/Element.java child 252:254
2021-07-04 05:01:06,305 DEBUG                  - depth 0, hash 38049ce, HEAD~185
2021-07-04 05:01:06,311 DEBUG                  - depth 1, hash e5cd584, HEAD~1081
2021-07-04 05:01:06,315 DEBUG                  - depth 2, hash b04c541, HEAD~1164
2021-07-04 05:01:06,319 DEBUG                  - depth 3, hash a657d09, HEAD~1171
2021-07-04 05:01:06,324 DEBUG    [line range] org/jsoup/nodes/Element.java childElementsList 273:287
2021-07-04 05:01:06,378 DEBUG                  - depth 0, hash e2ff399, HEAD~161
2021-07-04 05:01:06,383 DEBUG                  - depth 1, hash 3c81151, HEAD~169
2021-07-04 05:01:06,388 DEBUG                  - depth 2, hash 42f17ba, HEAD~170
2021-07-04 05:01:06,392 DEBUG                  - depth 3, hash 38049ce, HEAD~185
2021-07-04 05:01:06,396 DEBUG                  - depth 4, hash 574e76e, HEAD~549
2021-07-04 05:01:06,400 DEBUG                  - depth 5, hash e5cd584, HEAD~1081
2021-07-04 05:01:06,405 DEBUG                  - depth 6, hash b04c541, HEAD~1164
2021-07-04 05:01:06,409 DEBUG                  - depth 7, hash a657d09, HEAD~1171
2021-07-04 05:01:06,413 DEBUG    [line range] org/jsoup/nodes/Element.java childNodeSize 115:118
2021-07-04 05:01:06,468 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:06,473 DEBUG                  - depth 1, hash 3205f0e, HEAD~1088
2021-07-04 05:01:06,478 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1112
2021-07-04 05:01:06,482 DEBUG    [line range] org/jsoup/nodes/Element.java ensureChildNodes 86:91
2021-07-04 05:01:06,537 DEBUG                  - depth 0, hash c324fab, HEAD~100
2021-07-04 05:01:06,542 DEBUG                  - depth 1, hash f71712b, HEAD~143
2021-07-04 05:01:06,546 DEBUG                  - depth 2, hash 3205f0e, HEAD~1088
2021-07-04 05:01:06,551 DEBUG                  - depth 3, hash 83b8d1a, HEAD~1112
2021-07-04 05:01:06,555 DEBUG    [line range] org/jsoup/nodes/Element.java hasAttributes 93:96
2021-07-04 05:01:06,609 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:06,614 DEBUG                  - depth 1, hash 3205f0e, HEAD~1088
2021-07-04 05:01:06,618 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1112
2021-07-04 05:01:06,623 DEBUG    [line range] org/jsoup/nodes/Element.java nodeName 120:123
2021-07-04 05:01:06,678 DEBUG                  - depth 0, hash 9bed789, HEAD~1091
2021-07-04 05:01:06,683 DEBUG                  - depth 1, hash b04c541, HEAD~1164
2021-07-04 05:01:06,688 DEBUG                  - depth 2, hash a657d09, HEAD~1171
2021-07-04 05:01:06,692 DEBUG    [line range] org/jsoup/nodes/Element.java nodelistChanged 292:296
2021-07-04 05:01:06,746 DEBUG                  - depth 0, hash 38049ce, HEAD~185
2021-07-04 05:01:06,751 DEBUG                  - depth 1, hash e5cd584, HEAD~1081
2021-07-04 05:01:06,756 DEBUG                  - depth 2, hash b04c541, HEAD~1164
2021-07-04 05:01:06,760 DEBUG                  - depth 3, hash a657d09, HEAD~1171
2021-07-04 05:01:06,764 DEBUG    [line range] org/jsoup/nodes/Element.java tag 152:154
2021-07-04 05:01:06,819 DEBUG                  - depth 0, hash e2c62cd, HEAD~1069
2021-07-04 05:01:06,824 DEBUG                  - depth 1, hash a657d09, HEAD~1171
2021-07-04 05:01:06,829 DEBUG    [line range] org/jsoup/nodes/Element.java tagName 130:132
2021-07-04 05:01:06,882 DEBUG                  - depth 0, hash b04c541, HEAD~1164
2021-07-04 05:01:06,888 DEBUG                  - depth 1, hash a657d09, HEAD~1171
2021-07-04 05:01:06,892 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 1449:1452
2021-07-04 05:01:06,932 DEBUG                  - depth 0, hash c324fab, HEAD~100
2021-07-04 05:01:06,938 DEBUG                  - depth 1, hash f71712b, HEAD~143
2021-07-04 05:01:06,942 DEBUG    [line range] org/jsoup/nodes/Element.java onContentsChanged 1454:1456
2021-07-04 05:01:06,982 DEBUG                  - depth 0, hash c324fab, HEAD~100
2021-07-04 05:01:06,987 DEBUG                  - depth 1, hash f71712b, HEAD~143
2021-07-04 05:01:07,375 DEBUG    [line range] org/jsoup/nodes/Entities.java <clinit> 25:25
2021-07-04 05:01:07,412 DEBUG                  - depth 0, hash bd789b0, HEAD~95
2021-07-04 05:01:07,418 DEBUG    [single line]   org/jsoup/nodes/Entities.java access$000 21
2021-07-04 05:01:07,460 DEBUG                  - depth 0, hash ff329d5, HEAD~928
2021-07-04 05:01:07,466 DEBUG                  - depth 1, hash 09d99e7, HEAD~929
2021-07-04 05:01:07,470 DEBUG                  - depth 2, hash 57bce6d, HEAD~937
2021-07-04 05:01:07,474 DEBUG                  - depth 3, hash 17486e2, HEAD~940
2021-07-04 05:01:07,478 DEBUG    [line range] org/jsoup/nodes/Entities.java load 314:354
2021-07-04 05:01:07,523 DEBUG                  - depth 0, hash f3035ca, HEAD~82
2021-07-04 05:01:07,529 DEBUG                  - depth 1, hash c33ba53, HEAD~127
2021-07-04 05:01:07,533 DEBUG                  - depth 2, hash 654bc6f, HEAD~158
2021-07-04 05:01:07,537 DEBUG                  - depth 3, hash 79b1aa4, HEAD~207
2021-07-04 05:01:07,541 DEBUG                  - depth 4, hash 6dc38f2, HEAD~229
2021-07-04 05:01:07,545 DEBUG                  - depth 5, hash aa81e10, HEAD~250
2021-07-04 05:01:07,550 DEBUG                  - depth 6, hash 6c4f16f, HEAD~554
2021-07-04 05:01:07,554 DEBUG                  - depth 7, hash a31ec08, HEAD~656
2021-07-04 05:01:07,558 DEBUG                  - depth 8, hash 472c7e5, HEAD~699
2021-07-04 05:01:07,562 DEBUG                  - depth 9, hash 528b793, HEAD~880
2021-07-04 05:01:07,566 DEBUG                  - depth 10, hash f4f2efb, HEAD~881
2021-07-04 05:01:07,571 DEBUG                  - depth 11, hash 5e52f1b, HEAD~921
2021-07-04 05:01:07,575 DEBUG                  - depth 12, hash f8841ed, HEAD~939
2021-07-04 05:01:07,579 DEBUG                  - depth 13, hash 17486e2, HEAD~940
2021-07-04 05:01:07,584 DEBUG    [line range] org/jsoup/nodes/Entities.java <init> 51:53
2021-07-04 05:01:07,627 DEBUG                  - depth 0, hash aa81e10, HEAD~250
2021-07-04 05:01:07,632 DEBUG                  - depth 1, hash f4f2efb, HEAD~881
2021-07-04 05:01:07,637 DEBUG                  - depth 2, hash f8841ed, HEAD~939
2021-07-04 05:01:07,641 DEBUG                  - depth 3, hash 17486e2, HEAD~940
2021-07-04 05:01:07,961 DEBUG    [line range] org/jsoup/nodes/LeafNode.java <clinit> 9:9
2021-07-04 05:01:07,995 DEBUG                  - depth 0, hash 1028b37, HEAD~24
2021-07-04 05:01:08,001 DEBUG    [single line]   org/jsoup/nodes/LeafNode.java <init> 8
2021-07-04 05:01:08,035 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:08,453 DEBUG    [line range] org/jsoup/nodes/Node.java <init> 25:26
2021-07-04 05:01:08,494 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:08,500 DEBUG                  - depth 1, hash 8c43a81, HEAD~333
2021-07-04 05:01:08,504 DEBUG                  - depth 2, hash 7eefa1b, HEAD~804
2021-07-04 05:01:08,508 DEBUG                  - depth 3, hash f548940, HEAD~922
2021-07-04 05:01:08,512 DEBUG    [line range] org/jsoup/nodes/Node.java childNode 199:201
2021-07-04 05:01:08,555 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:08,561 DEBUG                  - depth 1, hash b04c541, HEAD~1164
2021-07-04 05:01:08,565 DEBUG                  - depth 2, hash c95216a, HEAD~1165
2021-07-04 05:01:08,570 DEBUG    [line range] org/jsoup/nodes/Node.java nextSibling 500:510
2021-07-04 05:01:08,613 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:08,618 DEBUG                  - depth 1, hash 1fd3a3c, HEAD~384
2021-07-04 05:01:08,623 DEBUG                  - depth 2, hash 6b0dd15, HEAD~967
2021-07-04 05:01:08,627 DEBUG                  - depth 3, hash 10cfa04, HEAD~968
2021-07-04 05:01:08,631 DEBUG                  - depth 4, hash ffde882, HEAD~1157
2021-07-04 05:01:08,636 DEBUG                  - depth 5, hash b04c541, HEAD~1164
2021-07-04 05:01:08,640 DEBUG                  - depth 6, hash a657d09, HEAD~1171
2021-07-04 05:01:08,644 DEBUG    [line range] org/jsoup/nodes/Node.java nodelistChanged 403:405
2021-07-04 05:01:08,681 DEBUG                  - depth 0, hash 38049ce, HEAD~185
2021-07-04 05:01:08,686 DEBUG    [line range] org/jsoup/nodes/Node.java reparentChild 467:469
2021-07-04 05:01:08,728 DEBUG                  - depth 0, hash 410c15f, HEAD~123
2021-07-04 05:01:08,734 DEBUG                  - depth 1, hash 990285b, HEAD~434
2021-07-04 05:01:08,738 DEBUG                  - depth 2, hash 674dab0, HEAD~932
2021-07-04 05:01:08,743 DEBUG    [line range] org/jsoup/nodes/Node.java setParentNode 417:422
2021-07-04 05:01:08,785 DEBUG                  - depth 0, hash 38049ce, HEAD~185
2021-07-04 05:01:08,791 DEBUG                  - depth 1, hash 05ea09d, HEAD~984
2021-07-04 05:01:08,795 DEBUG                  - depth 2, hash d6da0b0, HEAD~1162
2021-07-04 05:01:08,800 DEBUG                  - depth 3, hash 0474436, HEAD~1163
2021-07-04 05:01:08,804 DEBUG    [line range] org/jsoup/nodes/Node.java setSiblingIndex 536:538
2021-07-04 05:01:08,847 DEBUG                  - depth 0, hash 6b0dd15, HEAD~967
2021-07-04 05:01:08,853 DEBUG                  - depth 1, hash a52e669, HEAD~1023
2021-07-04 05:01:08,857 DEBUG                  - depth 2, hash ffde882, HEAD~1157
2021-07-04 05:01:08,861 DEBUG                  - depth 3, hash a657d09, HEAD~1171
2021-07-04 05:01:09,188 DEBUG    [line range] org/jsoup/nodes/TextNode.java <init> 20:22
2021-07-04 05:01:09,224 DEBUG                  - depth 0, hash f71712b, HEAD~143
2021-07-04 05:01:09,230 DEBUG                  - depth 1, hash f548940, HEAD~922
2021-07-04 05:01:09,234 DEBUG                  - depth 2, hash c95216a, HEAD~1165
2021-07-04 05:01:09,239 DEBUG                  - depth 3, hash a657d09, HEAD~1171
2021-07-04 05:01:09,633 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 38:40
2021-07-04 05:01:09,670 DEBUG                  - depth 0, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,675 DEBUG                  - depth 1, hash 231aab6, HEAD~673
2021-07-04 05:01:09,680 DEBUG                  - depth 2, hash 8749726, HEAD~787
2021-07-04 05:01:09,684 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 28:28
2021-07-04 05:01:09,721 DEBUG                  - depth 0, hash d1b5770, HEAD~447
2021-07-04 05:01:09,727 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 42:44
2021-07-04 05:01:09,764 DEBUG                  - depth 0, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,770 DEBUG                  - depth 1, hash 231aab6, HEAD~673
2021-07-04 05:01:09,774 DEBUG                  - depth 2, hash 8749726, HEAD~787
2021-07-04 05:01:09,778 DEBUG    [line range] org/jsoup/parser/CharacterReader.java advance 111:113
2021-07-04 05:01:09,815 DEBUG                  - depth 0, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,821 DEBUG                  - depth 1, hash 6dc38f2, HEAD~229
2021-07-04 05:01:09,825 DEBUG                  - depth 2, hash 8749726, HEAD~787
2021-07-04 05:01:09,829 DEBUG    [line range] org/jsoup/parser/CharacterReader.java bufferUp 46:65
2021-07-04 05:01:09,866 DEBUG                  - depth 0, hash b92b4f6, HEAD~29
2021-07-04 05:01:09,872 DEBUG                  - depth 1, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,876 DEBUG                  - depth 2, hash 231aab6, HEAD~673
2021-07-04 05:01:09,880 DEBUG                  - depth 3, hash 8749726, HEAD~787
2021-07-04 05:01:09,885 DEBUG    [line range] org/jsoup/parser/CharacterReader.java cacheString 432:462
2021-07-04 05:01:09,922 DEBUG                  - depth 0, hash b841199, HEAD~64
2021-07-04 05:01:09,928 DEBUG                  - depth 1, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,932 DEBUG                  - depth 2, hash 6a8fcb2, HEAD~313
2021-07-04 05:01:09,936 DEBUG                  - depth 3, hash d1b5770, HEAD~447
2021-07-04 05:01:09,941 DEBUG    [line range] org/jsoup/parser/CharacterReader.java consume 97:102
2021-07-04 05:01:09,978 DEBUG                  - depth 0, hash b92b4f6, HEAD~29
2021-07-04 05:01:09,983 DEBUG                  - depth 1, hash 654bc6f, HEAD~158
2021-07-04 05:01:09,988 DEBUG                  - depth 2, hash 80158d6, HEAD~551
