2021-07-04 05:02:43,320 INFO     Search BICs for /tmp/Jsoup-87b/
2021-07-04 05:02:46,769 DEBUG                  - depth 0, hash daf4666, HEAD~950
2021-07-04 05:02:46,774 DEBUG                  - depth 1, hash 37d4c1f, HEAD~1096
2021-07-04 05:02:46,778 DEBUG                  - depth 2, hash bd3e7c8, HEAD~1097
2021-07-04 05:02:46,782 DEBUG                  - depth 3, hash e97f564, HEAD~1159
2021-07-04 05:02:46,786 DEBUG                  - depth 4, hash 2f0a7bf, HEAD~1175
2021-07-04 05:02:46,790 DEBUG                  - depth 5, hash a657d09, HEAD~1191
2021-07-04 05:02:46,795 DEBUG    [line range] org/jsoup/nodes/Document.java findFirstElementByTagName 182:194
2021-07-04 05:02:46,833 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:46,839 DEBUG                  - depth 1, hash daf4666, HEAD~950
2021-07-04 05:02:46,843 DEBUG    [line range] org/jsoup/nodes/Document.java nodeName 212:215
2021-07-04 05:02:46,883 DEBUG                  - depth 0, hash 83d1848, HEAD~1113
2021-07-04 05:02:46,889 DEBUG    [line range] org/jsoup/nodes/Document.java outputSettings 552:554
2021-07-04 05:02:46,929 DEBUG                  - depth 0, hash 57bce6d, HEAD~957
2021-07-04 05:02:46,934 DEBUG                  - depth 1, hash f8841ed, HEAD~959
2021-07-04 05:02:46,938 DEBUG    [line range] org/jsoup/nodes/Document.java parser 594:597
2021-07-04 05:02:46,974 DEBUG                  - depth 0, hash 850a9cc, HEAD~27
2021-07-04 05:02:46,979 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 375:375
2021-07-04 05:02:47,018 DEBUG                  - depth 0, hash f8841ed, HEAD~959
2021-07-04 05:02:47,024 DEBUG    [line range] org/jsoup/nodes/Document.java charset 429:432
2021-07-04 05:02:47,064 DEBUG                  - depth 0, hash ea1fb65, HEAD~159
2021-07-04 05:02:47,069 DEBUG                  - depth 1, hash 7c8df4c, HEAD~161
2021-07-04 05:02:47,073 DEBUG                  - depth 2, hash 5e386d5, HEAD~164
2021-07-04 05:02:47,077 DEBUG                  - depth 3, hash 3b2440a, HEAD~267
2021-07-04 05:02:47,081 DEBUG                  - depth 4, hash 85c8356, HEAD~439
2021-07-04 05:02:47,086 DEBUG                  - depth 5, hash 57bce6d, HEAD~957
2021-07-04 05:02:47,090 DEBUG                  - depth 6, hash f8841ed, HEAD~959
2021-07-04 05:02:47,094 DEBUG    [line range] org/jsoup/nodes/Document.java encoder 452:455
2021-07-04 05:02:47,131 DEBUG                  - depth 0, hash e38af6a, HEAD~81
2021-07-04 05:02:47,136 DEBUG    [line range] org/jsoup/nodes/Document.java escapeMode 397:399
2021-07-04 05:02:47,176 DEBUG                  - depth 0, hash f8841ed, HEAD~959
2021-07-04 05:02:47,181 DEBUG    [line range] org/jsoup/nodes/Document.java indentAmount 518:520
2021-07-04 05:02:47,220 DEBUG                  - depth 0, hash e256bb7, HEAD~925
2021-07-04 05:02:47,225 DEBUG    [line range] org/jsoup/nodes/Document.java prepareEncoder 444:450
2021-07-04 05:02:47,264 DEBUG                  - depth 0, hash 6f9013b, HEAD~80
2021-07-04 05:02:47,270 DEBUG                  - depth 1, hash e38af6a, HEAD~81
2021-07-04 05:02:47,274 DEBUG                  - depth 2, hash ea1fb65, HEAD~159
2021-07-04 05:02:47,278 DEBUG                  - depth 3, hash 7c8df4c, HEAD~161
2021-07-04 05:02:47,282 DEBUG                  - depth 4, hash 5e386d5, HEAD~164
2021-07-04 05:02:47,286 DEBUG                  - depth 5, hash 3b2440a, HEAD~267
2021-07-04 05:02:47,290 DEBUG                  - depth 6, hash 57bce6d, HEAD~957
2021-07-04 05:02:47,294 DEBUG    [line range] org/jsoup/nodes/Document.java prettyPrint 481:483
2021-07-04 05:02:47,333 DEBUG                  - depth 0, hash e256bb7, HEAD~925
2021-07-04 05:02:47,339 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 373
2021-07-04 05:02:47,377 DEBUG                  - depth 0, hash 6c4f16f, HEAD~574
2021-07-04 05:02:47,382 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 567
2021-07-04 05:02:47,421 DEBUG                  - depth 0, hash 8749726, HEAD~807
2021-07-04 05:02:47,427 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 568
2021-07-04 05:02:47,465 DEBUG                  - depth 0, hash 616d3c4, HEAD~380
2021-07-04 05:02:47,470 DEBUG                  - depth 1, hash 8749726, HEAD~807
2021-07-04 05:02:47,930 DEBUG    [line range] org/jsoup/nodes/Element.java <clinit> 40:40
2021-07-04 05:02:47,971 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:47,977 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 82:84
2021-07-04 05:02:48,032 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:48,037 DEBUG                  - depth 1, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,041 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1132
2021-07-04 05:02:48,046 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 65:72
2021-07-04 05:02:48,102 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:48,107 DEBUG                  - depth 1, hash e5cd584, HEAD~1101
2021-07-04 05:02:48,111 DEBUG                  - depth 2, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,116 DEBUG                  - depth 3, hash d23db47, HEAD~1152
2021-07-04 05:02:48,120 DEBUG                  - depth 4, hash 0474436, HEAD~1183
2021-07-04 05:02:48,124 DEBUG                  - depth 5, hash a657d09, HEAD~1191
2021-07-04 05:02:48,128 DEBUG    [line range] org/jsoup/nodes/Element.java appendChild 400:409
2021-07-04 05:02:48,185 DEBUG                  - depth 0, hash 8c43a81, HEAD~353
2021-07-04 05:02:48,190 DEBUG                  - depth 1, hash 8391b72, HEAD~408
2021-07-04 05:02:48,195 DEBUG                  - depth 2, hash 990285b, HEAD~454
2021-07-04 05:02:48,199 DEBUG                  - depth 3, hash 05ea09d, HEAD~1004
2021-07-04 05:02:48,203 DEBUG                  - depth 4, hash 95945f1, HEAD~1098
2021-07-04 05:02:48,207 DEBUG                  - depth 5, hash e5cd584, HEAD~1101
2021-07-04 05:02:48,211 DEBUG                  - depth 6, hash 9bed789, HEAD~1111
2021-07-04 05:02:48,215 DEBUG                  - depth 7, hash abdf227, HEAD~1112
2021-07-04 05:02:48,220 DEBUG                  - depth 8, hash 83d1848, HEAD~1113
2021-07-04 05:02:48,224 DEBUG                  - depth 9, hash 0474436, HEAD~1183
2021-07-04 05:02:48,228 DEBUG                  - depth 10, hash a657d09, HEAD~1191
2021-07-04 05:02:48,232 DEBUG    [line range] org/jsoup/nodes/Element.java attributes 98:103
2021-07-04 05:02:48,288 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:48,294 DEBUG                  - depth 1, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,298 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1132
2021-07-04 05:02:48,302 DEBUG    [line range] org/jsoup/nodes/Element.java childNodeSize 115:118
2021-07-04 05:02:48,356 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:48,361 DEBUG                  - depth 1, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,366 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1132
2021-07-04 05:02:48,370 DEBUG    [line range] org/jsoup/nodes/Element.java ensureChildNodes 86:91
2021-07-04 05:02:48,423 DEBUG                  - depth 0, hash c324fab, HEAD~120
2021-07-04 05:02:48,429 DEBUG                  - depth 1, hash f71712b, HEAD~163
2021-07-04 05:02:48,433 DEBUG                  - depth 2, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,437 DEBUG                  - depth 3, hash 83b8d1a, HEAD~1132
2021-07-04 05:02:48,442 DEBUG    [line range] org/jsoup/nodes/Element.java hasAttributes 93:96
2021-07-04 05:02:48,496 DEBUG                  - depth 0, hash f71712b, HEAD~163
2021-07-04 05:02:48,502 DEBUG                  - depth 1, hash 3205f0e, HEAD~1108
2021-07-04 05:02:48,506 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1132
2021-07-04 05:02:48,510 DEBUG    [line range] org/jsoup/nodes/Element.java html 1425:1430
2021-07-04 05:02:48,564 DEBUG                  - depth 0, hash c8c0569, HEAD~13
2021-07-04 05:02:48,570 DEBUG                  - depth 1, hash f1b885d, HEAD~24
2021-07-04 05:02:48,574 DEBUG                  - depth 2, hash c63ccf8, HEAD~165
2021-07-04 05:02:48,578 DEBUG                  - depth 3, hash c07ba8a, HEAD~577
2021-07-04 05:02:48,582 DEBUG                  - depth 4, hash 62ea04e, HEAD~1083
2021-07-04 05:02:48,586 DEBUG                  - depth 5, hash 7898cdf, HEAD~1084
2021-07-04 05:02:48,590 DEBUG                  - depth 6, hash 0e4c8bf, HEAD~1170
2021-07-04 05:02:48,595 DEBUG    [line range] org/jsoup/nodes/Element.java html 1432:1439
2021-07-04 05:02:48,639 DEBUG                  - depth 0, hash f1b885d, HEAD~24
2021-07-04 05:02:48,644 DEBUG                  - depth 1, hash c850608, HEAD~311
2021-07-04 05:02:48,649 DEBUG    [line range] org/jsoup/nodes/Element.java nodeName 120:123
2021-07-04 05:02:48,705 DEBUG                  - depth 0, hash 9bed789, HEAD~1111
2021-07-04 05:02:48,710 DEBUG                  - depth 1, hash b04c541, HEAD~1184
2021-07-04 05:02:48,715 DEBUG                  - depth 2, hash a657d09, HEAD~1191
2021-07-04 05:02:48,719 DEBUG    [line range] org/jsoup/nodes/Element.java nodelistChanged 292:296
2021-07-04 05:02:48,774 DEBUG                  - depth 0, hash 38049ce, HEAD~205
2021-07-04 05:02:48,779 DEBUG                  - depth 1, hash e5cd584, HEAD~1101
2021-07-04 05:02:48,784 DEBUG                  - depth 2, hash b04c541, HEAD~1184
2021-07-04 05:02:48,788 DEBUG                  - depth 3, hash a657d09, HEAD~1191
2021-07-04 05:02:48,792 DEBUG    [line range] org/jsoup/nodes/Element.java outerHtmlHead 1385:1406
2021-07-04 05:02:48,849 DEBUG                  - depth 0, hash ea1fb65, HEAD~159
2021-07-04 05:02:48,854 DEBUG                  - depth 1, hash f71712b, HEAD~163
2021-07-04 05:02:48,858 DEBUG                  - depth 2, hash c850608, HEAD~311
2021-07-04 05:02:48,862 DEBUG                  - depth 3, hash af61d07, HEAD~470
2021-07-04 05:02:48,866 DEBUG                  - depth 4, hash 43e17dc, HEAD~493
2021-07-04 05:02:48,870 DEBUG                  - depth 5, hash 6c4f16f, HEAD~574
2021-07-04 05:02:48,874 DEBUG                  - depth 6, hash 3982ea1, HEAD~643
2021-07-04 05:02:48,878 DEBUG                  - depth 7, hash e064bc4, HEAD~657
2021-07-04 05:02:48,882 DEBUG                  - depth 8, hash 694efa8, HEAD~814
2021-07-04 05:02:48,887 DEBUG                  - depth 9, hash 13c2af3, HEAD~885
2021-07-04 05:02:48,891 DEBUG                  - depth 10, hash e256bb7, HEAD~925
2021-07-04 05:02:48,895 DEBUG                  - depth 11, hash 57bce6d, HEAD~957
2021-07-04 05:02:48,899 DEBUG                  - depth 12, hash 9824d00, HEAD~967
2021-07-04 05:02:48,903 DEBUG                  - depth 13, hash 10cfa04, HEAD~988
2021-07-04 05:02:48,907 DEBUG                  - depth 14, hash a52e669, HEAD~1043
2021-07-04 05:02:48,911 DEBUG                  - depth 15, hash d2f4ea6, HEAD~1046
2021-07-04 05:02:48,915 DEBUG                  - depth 16, hash 62ea04e, HEAD~1083
2021-07-04 05:02:48,919 DEBUG                  - depth 17, hash 7898cdf, HEAD~1084
2021-07-04 05:02:48,923 DEBUG                  - depth 18, hash 9bed789, HEAD~1111
2021-07-04 05:02:48,927 DEBUG                  - depth 19, hash 0e4c8bf, HEAD~1170
2021-07-04 05:02:48,931 DEBUG                  - depth 20, hash ac95e9f, HEAD~1171
2021-07-04 05:02:48,935 DEBUG    [line range] org/jsoup/nodes/Element.java outerHtmlTail 1408:1416
2021-07-04 05:02:48,987 DEBUG                  - depth 0, hash ea1fb65, HEAD~159
2021-07-04 05:02:48,992 DEBUG                  - depth 1, hash 43e17dc, HEAD~493
2021-07-04 05:02:48,996 DEBUG                  - depth 2, hash d94f56c, HEAD~641
2021-07-04 05:02:49,001 DEBUG                  - depth 3, hash 3982ea1, HEAD~643
2021-07-04 05:02:49,005 DEBUG                  - depth 4, hash e064bc4, HEAD~657
2021-07-04 05:02:49,009 DEBUG                  - depth 5, hash 13c2af3, HEAD~885
2021-07-04 05:02:49,013 DEBUG                  - depth 6, hash e256bb7, HEAD~925
2021-07-04 05:02:49,017 DEBUG                  - depth 7, hash 57bce6d, HEAD~957
2021-07-04 05:02:49,021 DEBUG                  - depth 8, hash 9824d00, HEAD~967
2021-07-04 05:02:49,026 DEBUG                  - depth 9, hash 10cfa04, HEAD~988
2021-07-04 05:02:49,030 DEBUG                  - depth 10, hash a52e669, HEAD~1043
2021-07-04 05:02:49,034 DEBUG                  - depth 11, hash 62ea04e, HEAD~1083
2021-07-04 05:02:49,038 DEBUG                  - depth 12, hash 7898cdf, HEAD~1084
2021-07-04 05:02:49,042 DEBUG                  - depth 13, hash 0e4c8bf, HEAD~1170
2021-07-04 05:02:49,046 DEBUG                  - depth 14, hash ac95e9f, HEAD~1171
2021-07-04 05:02:49,050 DEBUG    [line range] org/jsoup/nodes/Element.java parent 218:221
2021-07-04 05:02:49,106 DEBUG                  - depth 0, hash e8e29ca, HEAD~945
2021-07-04 05:02:49,112 DEBUG                  - depth 1, hash 6b0dd15, HEAD~987
2021-07-04 05:02:49,116 DEBUG                  - depth 2, hash ffde882, HEAD~1177
2021-07-04 05:02:49,120 DEBUG    [line range] org/jsoup/nodes/Element.java preserveWhitespace 1144:1157
2021-07-04 05:02:49,174 DEBUG                  - depth 0, hash f1b885d, HEAD~24
2021-07-04 05:02:49,180 DEBUG                  - depth 1, hash aeaf3c1, HEAD~88
2021-07-04 05:02:49,184 DEBUG                  - depth 2, hash 1fd0a61, HEAD~650
2021-07-04 05:02:49,188 DEBUG                  - depth 3, hash 496e6a1, HEAD~1082
2021-07-04 05:02:49,192 DEBUG    [line range] org/jsoup/nodes/Element.java tag 152:154
2021-07-04 05:02:49,247 DEBUG                  - depth 0, hash e2c62cd, HEAD~1089
2021-07-04 05:02:49,252 DEBUG                  - depth 1, hash a657d09, HEAD~1191
2021-07-04 05:02:49,257 DEBUG    [line range] org/jsoup/nodes/Element.java tagName 130:132
2021-07-04 05:02:49,313 DEBUG                  - depth 0, hash b04c541, HEAD~1184
2021-07-04 05:02:49,318 DEBUG                  - depth 1, hash a657d09, HEAD~1191
2021-07-04 05:02:49,323 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 1478:1481
2021-07-04 05:02:49,363 DEBUG                  - depth 0, hash c324fab, HEAD~120
2021-07-04 05:02:49,369 DEBUG                  - depth 1, hash f71712b, HEAD~163
2021-07-04 05:02:49,373 DEBUG    [line range] org/jsoup/nodes/Element.java onContentsChanged 1483:1485
2021-07-04 05:02:49,414 DEBUG                  - depth 0, hash c324fab, HEAD~120
2021-07-04 05:02:49,420 DEBUG                  - depth 1, hash f71712b, HEAD~163
2021-07-04 05:02:49,796 DEBUG    [line range] org/jsoup/nodes/Entities.java <clinit> 25:25
2021-07-04 05:02:49,833 DEBUG                  - depth 0, hash bd789b0, HEAD~115
2021-07-04 05:02:49,839 DEBUG    [single line]   org/jsoup/nodes/Entities.java access$000 21
2021-07-04 05:02:49,881 DEBUG                  - depth 0, hash ff329d5, HEAD~948
2021-07-04 05:02:49,887 DEBUG                  - depth 1, hash 09d99e7, HEAD~949
2021-07-04 05:02:49,891 DEBUG                  - depth 2, hash 57bce6d, HEAD~957
2021-07-04 05:02:49,895 DEBUG                  - depth 3, hash 17486e2, HEAD~960
2021-07-04 05:02:49,899 DEBUG    [line range] org/jsoup/nodes/Entities.java canEncode 290:300
2021-07-04 05:02:49,938 DEBUG                  - depth 0, hash b14e735, HEAD~399
2021-07-04 05:02:49,943 DEBUG    [line range] org/jsoup/nodes/Entities.java escape 173:246
2021-07-04 05:02:49,986 DEBUG                  - depth 0, hash e38af6a, HEAD~81
2021-07-04 05:02:49,992 DEBUG                  - depth 1, hash ea1fb65, HEAD~159
2021-07-04 05:02:49,996 DEBUG                  - depth 2, hash aa81e10, HEAD~270
2021-07-04 05:02:50,000 DEBUG                  - depth 3, hash c850608, HEAD~311
2021-07-04 05:02:50,004 DEBUG                  - depth 4, hash 43e17dc, HEAD~493
2021-07-04 05:02:50,009 DEBUG                  - depth 5, hash a025d87, HEAD~354
2021-07-04 05:02:50,013 DEBUG                  - depth 6, hash 3ba88d8, HEAD~356
2021-07-04 05:02:50,017 DEBUG                  - depth 7, hash b14e735, HEAD~399
2021-07-04 05:02:50,021 DEBUG                  - depth 8, hash 6c4f16f, HEAD~574
2021-07-04 05:02:50,025 DEBUG                  - depth 9, hash a991deb, HEAD~633
2021-07-04 05:02:50,029 DEBUG                  - depth 10, hash ae51709, HEAD~634
2021-07-04 05:02:50,034 DEBUG                  - depth 11, hash 43cd48b, HEAD~635
2021-07-04 05:02:50,038 DEBUG                  - depth 12, hash c2a9605, HEAD~648
2021-07-04 05:02:50,042 DEBUG                  - depth 13, hash f4f2efb, HEAD~901
2021-07-04 05:02:50,046 DEBUG                  - depth 14, hash 09d99e7, HEAD~949
2021-07-04 05:02:50,050 DEBUG                  - depth 15, hash f8841ed, HEAD~959
2021-07-04 05:02:50,054 DEBUG                  - depth 16, hash 17486e2, HEAD~960
2021-07-04 05:02:50,059 DEBUG    [line range] org/jsoup/nodes/Entities.java load 314:354
2021-07-04 05:02:50,104 DEBUG                  - depth 0, hash f3035ca, HEAD~102
2021-07-04 05:02:50,109 DEBUG                  - depth 1, hash c33ba53, HEAD~147
2021-07-04 05:02:50,113 DEBUG                  - depth 2, hash 654bc6f, HEAD~178
2021-07-04 05:02:50,118 DEBUG                  - depth 3, hash 79b1aa4, HEAD~227
2021-07-04 05:02:50,122 DEBUG                  - depth 4, hash 6dc38f2, HEAD~249
2021-07-04 05:02:50,126 DEBUG                  - depth 5, hash aa81e10, HEAD~270
2021-07-04 05:02:50,130 DEBUG                  - depth 6, hash 6c4f16f, HEAD~574
2021-07-04 05:02:50,134 DEBUG                  - depth 7, hash a31ec08, HEAD~676
2021-07-04 05:02:50,139 DEBUG                  - depth 8, hash 472c7e5, HEAD~719
2021-07-04 05:02:50,143 DEBUG                  - depth 9, hash 528b793, HEAD~900
2021-07-04 05:02:50,147 DEBUG                  - depth 10, hash f4f2efb, HEAD~901
