2021-07-03 21:13:57,039 INFO     Search BICs for /tmp/JacksonCore-22b/
2021-07-03 21:13:59,630 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:13:59,634 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java canUseCharArrays 408:408
2021-07-03 21:13:59,685 DEBUG                  - depth 0, hash 475a99b, HEAD~850
2021-07-03 21:13:59,690 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java createGenerator 1179:1182
2021-07-03 21:13:59,745 DEBUG                  - depth 0, hash 896000f, HEAD~863
2021-07-03 21:13:59,750 DEBUG                  - depth 1, hash b0a2e19, HEAD~867
2021-07-03 21:13:59,754 DEBUG                  - depth 2, hash 4ab04ce, HEAD~1108
2021-07-03 21:13:59,758 DEBUG                  - depth 3, hash feaabd1, HEAD~1174
2021-07-03 21:13:59,762 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:13:59,767 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java createParser 895:907
2021-07-03 21:13:59,822 DEBUG                  - depth 0, hash d7cbb64, HEAD~269
2021-07-03 21:13:59,827 DEBUG                  - depth 1, hash 475a99b, HEAD~850
2021-07-03 21:13:59,831 DEBUG                  - depth 2, hash 84dc184, HEAD~864
2021-07-03 21:13:59,835 DEBUG                  - depth 3, hash 64aa9d2, HEAD~865
2021-07-03 21:13:59,839 DEBUG                  - depth 4, hash 32e4e91, HEAD~889
2021-07-03 21:13:59,844 DEBUG                  - depth 5, hash efc2367, HEAD~912
2021-07-03 21:13:59,848 DEBUG                  - depth 6, hash 6819492, HEAD~1109
2021-07-03 21:13:59,852 DEBUG                  - depth 7, hash feaabd1, HEAD~1174
2021-07-03 21:13:59,856 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java <init> 141:141
2021-07-03 21:13:59,912 DEBUG                  - depth 0, hash e15b9a8, HEAD~897
2021-07-03 21:13:59,918 DEBUG                  - depth 1, hash 0735190, HEAD~1254
2021-07-03 21:13:59,922 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java collectDefaults 133:139
2021-07-03 21:13:59,977 DEBUG                  - depth 0, hash e15b9a8, HEAD~897
2021-07-03 21:13:59,983 DEBUG                  - depth 1, hash 0735190, HEAD~1254
2021-07-03 21:13:59,987 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java enabledByDefault 143:143
2021-07-03 21:14:00,042 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:00,047 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java enabledIn 144:144
2021-07-03 21:14:00,101 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:00,107 DEBUG    [line range] com/fasterxml/jackson/core/JsonFactory.java getMask 145:145
2021-07-03 21:14:00,160 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:00,605 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java <init> 267:267
2021-07-03 21:14:00,664 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:00,669 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java copyCurrentEvent 1709:1781
2021-07-03 21:14:00,728 DEBUG                  - depth 0, hash cd5b6ff, HEAD~213
2021-07-03 21:14:00,733 DEBUG                  - depth 1, hash e052c31, HEAD~226
2021-07-03 21:14:00,737 DEBUG                  - depth 2, hash 526b46d, HEAD~350
2021-07-03 21:14:00,741 DEBUG                  - depth 3, hash ed4098c, HEAD~901
2021-07-03 21:14:00,745 DEBUG                  - depth 4, hash 5cf2e6e, HEAD~934
2021-07-03 21:14:00,750 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:00,754 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 33
2021-07-03 21:14:00,812 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:00,818 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 49
2021-07-03 21:14:00,875 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:00,881 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:00,885 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:00,889 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 61
2021-07-03 21:14:00,947 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:00,953 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:00,957 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:00,961 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 74
2021-07-03 21:14:01,013 DEBUG                  - depth 0, hash afef47a, HEAD~560
2021-07-03 21:14:01,019 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 87
2021-07-03 21:14:01,077 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:01,082 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:01,087 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:01,091 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 101
2021-07-03 21:14:01,149 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:01,155 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:01,159 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:01,163 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 118
2021-07-03 21:14:01,222 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:01,227 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:01,231 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:01,236 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 130
2021-07-03 21:14:01,292 DEBUG                  - depth 0, hash 0dba714, HEAD~1017
2021-07-03 21:14:01,298 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 147
2021-07-03 21:14:01,356 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:01,361 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:01,365 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:01,370 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 190
2021-07-03 21:14:01,429 DEBUG                  - depth 0, hash f9ad80f, HEAD~951
2021-07-03 21:14:01,435 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:01,439 DEBUG    [single line]   com/fasterxml/jackson/core/JsonGenerator.java <clinit> 212
2021-07-03 21:14:01,499 DEBUG                  - depth 0, hash 27eb3c1, HEAD~713
2021-07-03 21:14:01,504 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:01,509 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java <init> 233:236
2021-07-03 21:14:01,567 DEBUG                  - depth 0, hash 483e662, HEAD~710
2021-07-03 21:14:01,572 DEBUG                  - depth 1, hash 0735190, HEAD~1254
2021-07-03 21:14:01,576 DEBUG                  - depth 2, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:01,581 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:01,585 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java collectDefaults 222:231
2021-07-03 21:14:01,645 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:01,650 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java enabledByDefault 238:238
2021-07-03 21:14:01,710 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:01,716 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java enabledIn 243:243
2021-07-03 21:14:01,771 DEBUG                  - depth 0, hash f9ad80f, HEAD~951
2021-07-03 21:14:01,777 DEBUG    [line range] com/fasterxml/jackson/core/JsonGenerator.java getMask 245:245
2021-07-03 21:14:01,837 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:02,289 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java <init> 346:346
2021-07-03 21:14:02,346 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:02,352 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java <init> 347:347
2021-07-03 21:14:02,408 DEBUG                  - depth 0, hash ed4098c, HEAD~901
2021-07-03 21:14:02,413 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:02,418 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 45
2021-07-03 21:14:02,476 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:02,481 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 61
2021-07-03 21:14:02,539 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,545 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,549 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,553 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 77
2021-07-03 21:14:02,610 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,615 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,619 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,624 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 91
2021-07-03 21:14:02,677 DEBUG                  - depth 0, hash 3f84224, HEAD~969
2021-07-03 21:14:02,683 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 102
2021-07-03 21:14:02,742 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,748 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,752 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,756 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 115
2021-07-03 21:14:02,813 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,819 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,823 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,827 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 128
2021-07-03 21:14:02,885 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,891 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,895 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,899 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 139
2021-07-03 21:14:02,958 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:02,964 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:02,968 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:02,972 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 151
2021-07-03 21:14:03,032 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:03,037 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:03,041 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:03,046 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 171
2021-07-03 21:14:03,104 DEBUG                  - depth 0, hash 0735190, HEAD~1254
2021-07-03 21:14:03,109 DEBUG                  - depth 1, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:03,113 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:03,118 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 189
2021-07-03 21:14:03,163 DEBUG                  - depth 0, hash ce193ae, HEAD~100
2021-07-03 21:14:03,169 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 212
2021-07-03 21:14:03,215 DEBUG                  - depth 0, hash ce193ae, HEAD~100
2021-07-03 21:14:03,220 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 232
2021-07-03 21:14:03,278 DEBUG                  - depth 0, hash 6fc0271, HEAD~953
2021-07-03 21:14:03,284 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:03,288 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 256
2021-07-03 21:14:03,346 DEBUG                  - depth 0, hash 531b450, HEAD~319
2021-07-03 21:14:03,352 DEBUG                  - depth 1, hash dbaf193, HEAD~604
2021-07-03 21:14:03,356 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:03,360 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 279
2021-07-03 21:14:03,417 DEBUG                  - depth 0, hash ce193ae, HEAD~100
2021-07-03 21:14:03,422 DEBUG                  - depth 1, hash d7a6f6c, HEAD~157
2021-07-03 21:14:03,427 DEBUG                  - depth 2, hash 531b450, HEAD~319
2021-07-03 21:14:03,431 DEBUG                  - depth 3, hash dbaf193, HEAD~604
2021-07-03 21:14:03,435 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:03,439 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java <init> 305:308
2021-07-03 21:14:03,498 DEBUG                  - depth 0, hash f9ad80f, HEAD~951
2021-07-03 21:14:03,504 DEBUG                  - depth 1, hash 0735190, HEAD~1254
2021-07-03 21:14:03,508 DEBUG                  - depth 2, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:03,512 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:03,516 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java collectDefaults 294:303
2021-07-03 21:14:03,575 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:03,581 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java enabledByDefault 310:310
2021-07-03 21:14:03,640 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:03,645 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java enabledIn 315:315
2021-07-03 21:14:03,704 DEBUG                  - depth 0, hash f9ad80f, HEAD~951
2021-07-03 21:14:03,710 DEBUG                  - depth 1, hash 6fc0271, HEAD~953
2021-07-03 21:14:03,714 DEBUG                  - depth 2, hash 0735190, HEAD~1254
2021-07-03 21:14:03,718 DEBUG                  - depth 3, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:03,722 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:03,727 DEBUG    [line range] com/fasterxml/jackson/core/JsonParser.java getMask 317:317
2021-07-03 21:14:03,786 DEBUG                  - depth 0, hash 8b88443, HEAD~707
2021-07-03 21:14:03,791 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:03,795 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 38
2021-07-03 21:14:03,852 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:03,858 DEBUG    [single line]   com/fasterxml/jackson/core/JsonParser.java <clinit> 39
2021-07-03 21:14:03,916 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,233 DEBUG    [line range] com/fasterxml/jackson/core/JsonStreamContext.java <init> 45:45
2021-07-03 21:14:04,277 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,282 DEBUG    [line range] com/fasterxml/jackson/core/JsonStreamContext.java inArray 82:82
2021-07-03 21:14:04,326 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,332 DEBUG    [line range] com/fasterxml/jackson/core/JsonStreamContext.java inObject 95:95
2021-07-03 21:14:04,375 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,380 DEBUG    [line range] com/fasterxml/jackson/core/JsonStreamContext.java inRoot 89:89
2021-07-03 21:14:04,423 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,741 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 12
2021-07-03 21:14:04,785 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:04,791 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 31
2021-07-03 21:14:04,834 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:04,839 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:04,844 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:04,848 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 37
2021-07-03 21:14:04,891 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:04,896 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:04,900 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:04,905 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 43
2021-07-03 21:14:04,947 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:04,953 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:04,957 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:04,961 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 49
2021-07-03 21:14:05,005 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,011 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,015 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,019 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 55
2021-07-03 21:14:05,063 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,069 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,073 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,077 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 61
2021-07-03 21:14:05,120 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,125 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,129 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,134 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 73
2021-07-03 21:14:05,178 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,183 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,187 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,191 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 80
2021-07-03 21:14:05,235 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,240 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,244 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,249 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 88
2021-07-03 21:14:05,292 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,298 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,302 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,306 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 96
2021-07-03 21:14:05,350 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,355 DEBUG                  - depth 1, hash a663c69, HEAD~960
2021-07-03 21:14:05,360 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:05,364 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 102
2021-07-03 21:14:05,407 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,412 DEBUG                  - depth 1, hash 8b9b4cd, HEAD~958
2021-07-03 21:14:05,416 DEBUG                  - depth 2, hash a663c69, HEAD~960
2021-07-03 21:14:05,421 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:05,425 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 108
2021-07-03 21:14:05,468 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,474 DEBUG                  - depth 1, hash 8b9b4cd, HEAD~958
2021-07-03 21:14:05,478 DEBUG                  - depth 2, hash a663c69, HEAD~960
2021-07-03 21:14:05,482 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:05,487 DEBUG    [single line]   com/fasterxml/jackson/core/JsonToken.java <clinit> 114
2021-07-03 21:14:05,531 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,536 DEBUG                  - depth 1, hash 8b9b4cd, HEAD~958
2021-07-03 21:14:05,541 DEBUG                  - depth 2, hash a663c69, HEAD~960
2021-07-03 21:14:05,545 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:05,549 DEBUG    [line range] com/fasterxml/jackson/core/JsonToken.java <init> 137:164
2021-07-03 21:14:05,593 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,599 DEBUG                  - depth 1, hash 8b9b4cd, HEAD~958
2021-07-03 21:14:05,603 DEBUG                  - depth 2, hash a663c69, HEAD~960
2021-07-03 21:14:05,607 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:05,612 DEBUG    [line range] com/fasterxml/jackson/core/JsonToken.java id 166:166
2021-07-03 21:14:05,656 DEBUG                  - depth 0, hash 066463a, HEAD~957
2021-07-03 21:14:05,661 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:06,024 DEBUG    [line range] com/fasterxml/jackson/core/base/GeneratorBase.java <clinit> 31:35
