2021-07-03 20:48:52,747 INFO     Search BICs for /tmp/Csv-1b/
2021-07-03 20:48:53,595 DEBUG                  - depth 7, hash cb99634, HEAD~122
2021-07-03 20:48:53,599 DEBUG                  - depth 8, hash 42476f4, HEAD~123
2021-07-03 20:48:53,604 DEBUG                  - depth 9, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,608 DEBUG                  - depth 10, hash 9acb622, HEAD~163
2021-07-03 20:48:53,612 DEBUG                  - depth 11, hash 086f434, HEAD~167
2021-07-03 20:48:53,616 DEBUG                  - depth 12, hash b55fb21, HEAD~168
2021-07-03 20:48:53,620 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEmptyLinesIgnored 346:348
2021-07-03 20:48:53,633 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:53,638 DEBUG                  - depth 1, hash c9dedff, HEAD~42
2021-07-03 20:48:53,642 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:53,646 DEBUG                  - depth 3, hash 740a1b6, HEAD~73
2021-07-03 20:48:53,651 DEBUG                  - depth 4, hash 70337be, HEAD~112
2021-07-03 20:48:53,655 DEBUG                  - depth 5, hash cb99634, HEAD~122
2021-07-03 20:48:53,659 DEBUG                  - depth 6, hash 42476f4, HEAD~123
2021-07-03 20:48:53,663 DEBUG                  - depth 7, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,667 DEBUG                  - depth 8, hash 9acb622, HEAD~163
2021-07-03 20:48:53,671 DEBUG                  - depth 9, hash eac54a2, HEAD~239
2021-07-03 20:48:53,675 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEncapsulator 237:243
2021-07-03 20:48:53,688 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:53,694 DEBUG                  - depth 1, hash c9dedff, HEAD~42
2021-07-03 20:48:53,698 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:53,702 DEBUG                  - depth 3, hash 740a1b6, HEAD~73
2021-07-03 20:48:53,706 DEBUG                  - depth 4, hash a65806a, HEAD~85
2021-07-03 20:48:53,710 DEBUG                  - depth 5, hash 70337be, HEAD~112
2021-07-03 20:48:53,714 DEBUG                  - depth 6, hash cb99634, HEAD~122
2021-07-03 20:48:53,718 DEBUG                  - depth 7, hash 42476f4, HEAD~123
2021-07-03 20:48:53,723 DEBUG                  - depth 8, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,727 DEBUG                  - depth 9, hash 9acb622, HEAD~163
2021-07-03 20:48:53,731 DEBUG                  - depth 10, hash 086f434, HEAD~167
2021-07-03 20:48:53,735 DEBUG                  - depth 11, hash b55fb21, HEAD~168
2021-07-03 20:48:53,739 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 298:304
2021-07-03 20:48:53,752 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:53,757 DEBUG                  - depth 1, hash c9dedff, HEAD~42
2021-07-03 20:48:53,761 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:53,765 DEBUG                  - depth 3, hash 740a1b6, HEAD~73
2021-07-03 20:48:53,769 DEBUG                  - depth 4, hash a65806a, HEAD~85
2021-07-03 20:48:53,773 DEBUG                  - depth 5, hash 70337be, HEAD~112
2021-07-03 20:48:53,778 DEBUG                  - depth 6, hash cb99634, HEAD~122
2021-07-03 20:48:53,782 DEBUG                  - depth 7, hash 42476f4, HEAD~123
2021-07-03 20:48:53,786 DEBUG                  - depth 8, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,790 DEBUG                  - depth 9, hash eac54a2, HEAD~239
2021-07-03 20:48:53,794 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withLineSeparator 366:368
2021-07-03 20:48:53,807 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:53,812 DEBUG                  - depth 1, hash c9dedff, HEAD~42
2021-07-03 20:48:53,816 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:53,820 DEBUG                  - depth 3, hash 740a1b6, HEAD~73
2021-07-03 20:48:53,824 DEBUG                  - depth 4, hash 70337be, HEAD~112
2021-07-03 20:48:53,828 DEBUG                  - depth 5, hash cb99634, HEAD~122
2021-07-03 20:48:53,833 DEBUG                  - depth 6, hash 42476f4, HEAD~123
2021-07-03 20:48:53,837 DEBUG                  - depth 7, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,841 DEBUG                  - depth 8, hash 02b2146, HEAD~146
2021-07-03 20:48:53,845 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withSurroundingSpacesIgnored 326:328
2021-07-03 20:48:53,858 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:53,864 DEBUG                  - depth 1, hash c9dedff, HEAD~42
2021-07-03 20:48:53,868 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:53,872 DEBUG                  - depth 3, hash 861da51, HEAD~54
2021-07-03 20:48:53,876 DEBUG                  - depth 4, hash 0ea3603, HEAD~56
2021-07-03 20:48:53,880 DEBUG                  - depth 5, hash 740a1b6, HEAD~73
2021-07-03 20:48:53,884 DEBUG                  - depth 6, hash 194e21c, HEAD~91
2021-07-03 20:48:53,888 DEBUG                  - depth 7, hash 898b7f9, HEAD~93
2021-07-03 20:48:53,892 DEBUG                  - depth 8, hash 70337be, HEAD~112
2021-07-03 20:48:53,896 DEBUG                  - depth 9, hash cb99634, HEAD~122
2021-07-03 20:48:53,900 DEBUG                  - depth 10, hash 42476f4, HEAD~123
2021-07-03 20:48:53,905 DEBUG                  - depth 11, hash 1166ca6, HEAD~134
2021-07-03 20:48:53,909 DEBUG                  - depth 12, hash 9acb622, HEAD~163
2021-07-03 20:48:53,913 DEBUG                  - depth 13, hash b55fb21, HEAD~168
2021-07-03 20:48:53,917 DEBUG                  - depth 14, hash eac54a2, HEAD~239
2021-07-03 20:48:54,267 DEBUG    [line range] org/apache/commons/csv/CSVLexer.java <init> 27:29
2021-07-03 20:48:54,278 DEBUG                  - depth 0, hash fdfe508, HEAD~22
2021-07-03 20:48:54,283 DEBUG                  - depth 1, hash 65ab9db, HEAD~26
2021-07-03 20:48:54,287 DEBUG                  - depth 2, hash 38670db, HEAD~52
2021-07-03 20:48:54,291 DEBUG    [line range] org/apache/commons/csv/CSVLexer.java nextToken 40:118
2021-07-03 20:48:54,301 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:54,306 DEBUG                  - depth 1, hash dd26201, HEAD~12
2021-07-03 20:48:54,311 DEBUG                  - depth 2, hash 9ebd0d9, HEAD~15
2021-07-03 20:48:54,315 DEBUG                  - depth 3, hash 1299ddf, HEAD~16
2021-07-03 20:48:54,319 DEBUG                  - depth 4, hash fa07dea, HEAD~17
2021-07-03 20:48:54,323 DEBUG                  - depth 5, hash 83e4a90, HEAD~19
2021-07-03 20:48:54,327 DEBUG                  - depth 6, hash 65ab9db, HEAD~26
2021-07-03 20:48:54,331 DEBUG                  - depth 7, hash 38670db, HEAD~52
2021-07-03 20:48:54,336 DEBUG    [line range] org/apache/commons/csv/CSVLexer.java simpleTokenLexer 137:166
2021-07-03 20:48:54,346 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:54,351 DEBUG                  - depth 1, hash dd26201, HEAD~12
2021-07-03 20:48:54,355 DEBUG                  - depth 2, hash fa07dea, HEAD~17
2021-07-03 20:48:54,359 DEBUG                  - depth 3, hash 83e4a90, HEAD~19
2021-07-03 20:48:54,363 DEBUG                  - depth 4, hash 38670db, HEAD~52
2021-07-03 20:48:54,714 DEBUG    [line range] org/apache/commons/csv/CSVParser.java <init> 71:71
2021-07-03 20:48:54,743 DEBUG                  - depth 0, hash cbcfb72, HEAD~121
2021-07-03 20:48:54,752 DEBUG                  - depth 1, hash cacb79d, HEAD~127
2021-07-03 20:48:54,757 DEBUG                  - depth 2, hash 1166ca6, HEAD~134
2021-07-03 20:48:54,762 DEBUG                  - depth 3, hash c6bdeca, HEAD~136
2021-07-03 20:48:54,766 DEBUG                  - depth 4, hash 02b2146, HEAD~146
2021-07-03 20:48:54,770 DEBUG                  - depth 5, hash 415218f, HEAD~199
2021-07-03 20:48:54,774 DEBUG                  - depth 6, hash 68e75ee, HEAD~202
2021-07-03 20:48:54,779 DEBUG                  - depth 7, hash d7e9458, HEAD~219
2021-07-03 20:48:54,783 DEBUG                  - depth 8, hash eac54a2, HEAD~239
2021-07-03 20:48:54,787 DEBUG                  - depth 9, hash f047581, HEAD~240
2021-07-03 20:48:54,791 DEBUG                  - depth 10, hash e23e79e, HEAD~260
2021-07-03 20:48:54,795 DEBUG    [line range] org/apache/commons/csv/CSVParser.java <init> 106:108
2021-07-03 20:48:54,807 DEBUG                  - depth 0, hash aee6c50, HEAD~48
2021-07-03 20:48:54,813 DEBUG                  - depth 1, hash f6c0433, HEAD~105
2021-07-03 20:48:54,817 DEBUG    [line range] org/apache/commons/csv/CSVParser.java getLineNumber 248:250
2021-07-03 20:48:54,832 DEBUG                  - depth 0, hash ca7bbae, HEAD~92
2021-07-03 20:48:54,838 DEBUG                  - depth 1, hash 1166ca6, HEAD~134
2021-07-03 20:48:54,842 DEBUG                  - depth 2, hash d7e9458, HEAD~219
2021-07-03 20:48:54,846 DEBUG                  - depth 3, hash e23e79e, HEAD~260
2021-07-03 20:48:54,850 DEBUG    [line range] org/apache/commons/csv/CSVParser.java getRecord 135:164
2021-07-03 20:48:54,866 DEBUG                  - depth 0, hash aee6c50, HEAD~48
2021-07-03 20:48:54,871 DEBUG                  - depth 1, hash 9141cb3, HEAD~69
2021-07-03 20:48:54,876 DEBUG                  - depth 2, hash 2ec4c99, HEAD~84
2021-07-03 20:48:54,880 DEBUG                  - depth 3, hash ca7bbae, HEAD~92
2021-07-03 20:48:54,884 DEBUG                  - depth 4, hash 7bd9d1d, HEAD~109
2021-07-03 20:48:54,888 DEBUG                  - depth 5, hash 045dbbb, HEAD~118
2021-07-03 20:48:54,892 DEBUG                  - depth 6, hash 16bfec0, HEAD~120
2021-07-03 20:48:54,896 DEBUG                  - depth 7, hash 1166ca6, HEAD~134
2021-07-03 20:48:54,900 DEBUG                  - depth 8, hash 1b0ccbe, HEAD~162
2021-07-03 20:48:54,905 DEBUG                  - depth 9, hash d7e9458, HEAD~219
2021-07-03 20:48:54,909 DEBUG                  - depth 10, hash f047581, HEAD~240
2021-07-03 20:48:54,913 DEBUG                  - depth 11, hash e23e79e, HEAD~260
2021-07-03 20:48:54,917 DEBUG    [line range] org/apache/commons/csv/CSVParser.java initializeHeader 169:193
2021-07-03 20:48:54,927 DEBUG                  - depth 0, hash 43987a7, HEAD~11
2021-07-03 20:48:54,933 DEBUG                  - depth 1, hash d0035e6, HEAD~32
2021-07-03 20:48:54,937 DEBUG                  - depth 2, hash 7d07c19, HEAD~47
2021-07-03 20:48:54,941 DEBUG                  - depth 3, hash aee6c50, HEAD~48
2021-07-03 20:48:54,945 DEBUG    [line range] org/apache/commons/csv/CSVParser.java <clinit> 135:164
2021-07-03 20:48:54,961 DEBUG                  - depth 0, hash aee6c50, HEAD~48
2021-07-03 20:48:54,967 DEBUG                  - depth 1, hash 9141cb3, HEAD~69
2021-07-03 20:48:54,971 DEBUG                  - depth 2, hash 2ec4c99, HEAD~84
2021-07-03 20:48:54,975 DEBUG                  - depth 3, hash ca7bbae, HEAD~92
2021-07-03 20:48:54,979 DEBUG                  - depth 4, hash 7bd9d1d, HEAD~109
2021-07-03 20:48:54,983 DEBUG                  - depth 5, hash 045dbbb, HEAD~118
2021-07-03 20:48:54,987 DEBUG                  - depth 6, hash 16bfec0, HEAD~120
2021-07-03 20:48:54,992 DEBUG                  - depth 7, hash 1166ca6, HEAD~134
2021-07-03 20:48:54,996 DEBUG                  - depth 8, hash 1b0ccbe, HEAD~162
2021-07-03 20:48:55,000 DEBUG                  - depth 9, hash d7e9458, HEAD~219
2021-07-03 20:48:55,004 DEBUG                  - depth 10, hash f047581, HEAD~240
2021-07-03 20:48:55,008 DEBUG                  - depth 11, hash e23e79e, HEAD~260
2021-07-03 20:48:55,314 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <clinit> 30:30
2021-07-03 20:48:55,324 DEBUG                  - depth 0, hash 10bf28e, HEAD~33
2021-07-03 20:48:55,329 DEBUG                  - depth 1, hash 530c933, HEAD~46
2021-07-03 20:48:55,333 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:55,338 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <init> 38:41
2021-07-03 20:48:55,347 DEBUG                  - depth 0, hash 10bf28e, HEAD~33
2021-07-03 20:48:55,353 DEBUG                  - depth 1, hash 530c933, HEAD~46
2021-07-03 20:48:55,357 DEBUG                  - depth 2, hash aee6c50, HEAD~48
2021-07-03 20:48:55,670 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java <init> 43:43
2021-07-03 20:48:55,681 DEBUG                  - depth 0, hash 1166ca6, HEAD~134
2021-07-03 20:48:55,686 DEBUG                  - depth 1, hash e23e79e, HEAD~260
2021-07-03 20:48:55,691 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java getLineNumber 152:154
2021-07-03 20:48:55,701 DEBUG                  - depth 0, hash afc831b, HEAD~70
2021-07-03 20:48:55,707 DEBUG                  - depth 1, hash 660f37a, HEAD~90
2021-07-03 20:48:55,711 DEBUG                  - depth 2, hash 516b82b, HEAD~97
2021-07-03 20:48:55,715 DEBUG                  - depth 3, hash 1166ca6, HEAD~134
2021-07-03 20:48:55,719 DEBUG                  - depth 4, hash fe5bd51, HEAD~135
2021-07-03 20:48:55,723 DEBUG                  - depth 5, hash e23e79e, HEAD~260
2021-07-03 20:48:55,728 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java lookAhead 139:145
2021-07-03 20:48:55,738 DEBUG                  - depth 0, hash afc831b, HEAD~70
2021-07-03 20:48:55,744 DEBUG                  - depth 1, hash 516b82b, HEAD~97
2021-07-03 20:48:55,748 DEBUG                  - depth 2, hash 1166ca6, HEAD~134
2021-07-03 20:48:55,752 DEBUG                  - depth 3, hash fe5bd51, HEAD~135
2021-07-03 20:48:55,756 DEBUG                  - depth 4, hash d7e9458, HEAD~219
2021-07-03 20:48:55,760 DEBUG                  - depth 5, hash e23e79e, HEAD~260
2021-07-03 20:48:55,765 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java read 55:63
2021-07-03 20:48:55,775 DEBUG                  - depth 0, hash afc831b, HEAD~70
2021-07-03 20:48:55,781 DEBUG                  - depth 1, hash 660f37a, HEAD~90
2021-07-03 20:48:55,785 DEBUG                  - depth 2, hash 1166ca6, HEAD~134
2021-07-03 20:48:55,789 DEBUG                  - depth 3, hash e23e79e, HEAD~260
2021-07-03 20:48:55,793 DEBUG    [line range] org/apache/commons/csv/ExtendedBufferedReader.java readAgain 75:77
2021-07-03 20:48:55,804 DEBUG                  - depth 0, hash 516b82b, HEAD~97
2021-07-03 20:48:55,809 DEBUG                  - depth 1, hash 1166ca6, HEAD~134
2021-07-03 20:48:55,813 DEBUG                  - depth 2, hash e23e79e, HEAD~260
2021-07-03 20:48:56,119 DEBUG    [line range] org/apache/commons/csv/Lexer.java <init> 45:57
2021-07-03 20:48:56,130 DEBUG                  - depth 0, hash 38741a4, HEAD~7
2021-07-03 20:48:56,135 DEBUG                  - depth 1, hash 523171e, HEAD~18
2021-07-03 20:48:56,139 DEBUG                  - depth 2, hash 1ae3639, HEAD~21
2021-07-03 20:48:56,144 DEBUG                  - depth 3, hash 65ab9db, HEAD~26
2021-07-03 20:48:56,148 DEBUG    [line range] org/apache/commons/csv/Lexer.java getLineNumber 59:61
2021-07-03 20:48:56,158 DEBUG                  - depth 0, hash 65ab9db, HEAD~26
2021-07-03 20:48:56,163 DEBUG    [line range] org/apache/commons/csv/Lexer.java isCommentStart 135:137
2021-07-03 20:48:56,172 DEBUG                  - depth 0, hash 1ae3639, HEAD~21
2021-07-03 20:48:56,178 DEBUG    [line range] org/apache/commons/csv/Lexer.java isDelimiter 123:125
2021-07-03 20:48:56,187 DEBUG                  - depth 0, hash 1ae3639, HEAD~21
2021-07-03 20:48:56,193 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEncapsulator 131:133
2021-07-03 20:48:56,203 DEBUG                  - depth 0, hash 1ae3639, HEAD~21
2021-07-03 20:48:56,208 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEndOfFile 117:119
2021-07-03 20:48:56,218 DEBUG                  - depth 0, hash 65ab9db, HEAD~26
2021-07-03 20:48:56,223 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEndOfLine 105:112
2021-07-03 20:48:56,233 DEBUG                  - depth 0, hash 65ab9db, HEAD~26
2021-07-03 20:48:56,238 DEBUG    [line range] org/apache/commons/csv/Lexer.java isEscape 127:129
2021-07-03 20:48:56,248 DEBUG                  - depth 0, hash 1ae3639, HEAD~21
2021-07-03 20:48:56,534 DEBUG    [single line]   org/apache/commons/csv/Token.java <init> 28
2021-07-03 20:48:56,544 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,549 DEBUG    [line range] org/apache/commons/csv/Token.java <init> 48:48
2021-07-03 20:48:56,559 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,564 DEBUG    [line range] org/apache/commons/csv/Token.java reset 56:61
2021-07-03 20:48:56,574 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,579 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 33
2021-07-03 20:48:56,589 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,594 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 35
2021-07-03 20:48:56,603 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,609 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 38
2021-07-03 20:48:56,618 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,624 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 41
2021-07-03 20:48:56,633 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,639 DEBUG    [single line]   org/apache/commons/csv/Token.java <clinit> 44
2021-07-03 20:48:56,648 DEBUG                  - depth 0, hash 7592782, HEAD~27
2021-07-03 20:48:56,654 INFO     The number of BIC candidates: 63
