2021-07-03 07:37:54,595 INFO     Search BICs for /tmp/Cli-31b/
2021-07-03 07:37:55,608 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:55,613 DEBUG                  - depth 2, hash 821b85f, HEAD~582
2021-07-03 07:37:55,617 DEBUG                  - depth 3, hash aae50c5, HEAD~627
2021-07-03 07:37:55,621 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java setArgName 312:315
2021-07-03 07:37:55,647 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:55,652 DEBUG                  - depth 1, hash 6bcbf15, HEAD~550
2021-07-03 07:37:55,656 DEBUG                  - depth 2, hash 4c34483, HEAD~555
2021-07-03 07:37:55,660 DEBUG                  - depth 3, hash a021283, HEAD~575
2021-07-03 07:37:55,665 DEBUG                  - depth 4, hash 62670f5, HEAD~577
2021-07-03 07:37:55,669 DEBUG                  - depth 5, hash 821b85f, HEAD~582
2021-07-03 07:37:55,673 DEBUG                  - depth 6, hash c712732, HEAD~609
2021-07-03 07:37:55,677 DEBUG                  - depth 7, hash 4dcbfa6, HEAD~611
2021-07-03 07:37:55,681 DEBUG                  - depth 8, hash 4cca25d, HEAD~624
2021-07-03 07:37:55,685 DEBUG                  - depth 9, hash aae50c5, HEAD~627
2021-07-03 07:37:55,690 DEBUG    [single line]   org/apache/commons/cli/HelpFormatter.java <init> 995
2021-07-03 07:37:55,714 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:55,719 DEBUG                  - depth 1, hash 8f95e4a, HEAD~518
2021-07-03 07:37:55,724 DEBUG                  - depth 2, hash 9b2b803, HEAD~544
2021-07-03 07:37:55,728 DEBUG                  - depth 3, hash 821b85f, HEAD~582
2021-07-03 07:37:55,732 DEBUG                  - depth 4, hash aae50c5, HEAD~627
2021-07-03 07:37:56,108 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 89:92
2021-07-03 07:37:56,153 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,158 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,162 DEBUG                  - depth 2, hash 04490af, HEAD~592
2021-07-03 07:37:56,167 DEBUG                  - depth 3, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,171 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 57:57
2021-07-03 07:37:56,195 DEBUG                  - depth 0, hash beb276c, HEAD~549
2021-07-03 07:37:56,201 DEBUG                  - depth 1, hash 62670f5, HEAD~577
2021-07-03 07:37:56,205 DEBUG    [line range] org/apache/commons/cli/Option.java getArgName 316:319
2021-07-03 07:37:56,231 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,236 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,241 DEBUG                  - depth 2, hash 5470bca, HEAD~548
2021-07-03 07:37:56,245 DEBUG                  - depth 3, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,249 DEBUG                  - depth 4, hash 43a3545, HEAD~571
2021-07-03 07:37:56,253 DEBUG                  - depth 5, hash 62670f5, HEAD~577
2021-07-03 07:37:56,257 DEBUG                  - depth 6, hash 04490af, HEAD~592
2021-07-03 07:37:56,262 DEBUG                  - depth 7, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,266 DEBUG                  - depth 8, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,270 DEBUG                  - depth 9, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,274 DEBUG                  - depth 10, hash aae50c5, HEAD~627
2021-07-03 07:37:56,278 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 155:164
2021-07-03 07:37:56,302 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,308 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,312 DEBUG                  - depth 2, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,316 DEBUG    [line range] org/apache/commons/cli/Option.java getOpt 176:179
2021-07-03 07:37:56,342 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,347 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,352 DEBUG                  - depth 2, hash 4cca25d, HEAD~624
2021-07-03 07:37:56,356 DEBUG                  - depth 3, hash aae50c5, HEAD~627
2021-07-03 07:37:56,360 DEBUG    [line range] org/apache/commons/cli/Option.java hasArg 255:258
2021-07-03 07:37:56,386 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,391 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,396 DEBUG                  - depth 2, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,400 DEBUG                  - depth 3, hash aae50c5, HEAD~627
2021-07-03 07:37:56,404 DEBUG    [line range] org/apache/commons/cli/Option.java hasArgName 328:331
2021-07-03 07:37:56,430 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,435 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,439 DEBUG                  - depth 2, hash 5470bca, HEAD~548
2021-07-03 07:37:56,444 DEBUG                  - depth 3, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,448 DEBUG                  - depth 4, hash 43a3545, HEAD~571
2021-07-03 07:37:56,452 DEBUG                  - depth 5, hash 62670f5, HEAD~577
2021-07-03 07:37:56,456 DEBUG                  - depth 6, hash 04490af, HEAD~592
2021-07-03 07:37:56,460 DEBUG                  - depth 7, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,465 DEBUG                  - depth 8, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,469 DEBUG                  - depth 9, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,473 DEBUG                  - depth 10, hash aae50c5, HEAD~627
2021-07-03 07:37:56,477 DEBUG    [line range] org/apache/commons/cli/Option.java hasLongOpt 245:248
2021-07-03 07:37:56,503 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,510 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,514 DEBUG                  - depth 2, hash aae50c5, HEAD~627
2021-07-03 07:37:56,518 DEBUG    [line range] org/apache/commons/cli/Option.java isRequired 286:289
2021-07-03 07:37:56,545 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:56,550 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,554 DEBUG                  - depth 2, hash 5470bca, HEAD~548
2021-07-03 07:37:56,559 DEBUG                  - depth 3, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,563 DEBUG                  - depth 4, hash 43a3545, HEAD~571
2021-07-03 07:37:56,567 DEBUG                  - depth 5, hash 62670f5, HEAD~577
2021-07-03 07:37:56,571 DEBUG                  - depth 6, hash 04490af, HEAD~592
2021-07-03 07:37:56,575 DEBUG                  - depth 7, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,580 DEBUG                  - depth 8, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,584 DEBUG                  - depth 9, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,588 DEBUG                  - depth 10, hash aae50c5, HEAD~627
2021-07-03 07:37:56,592 DEBUG    [line range] org/apache/commons/cli/Option.java setArgName 306:309
2021-07-03 07:37:56,617 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,623 DEBUG                  - depth 1, hash 5470bca, HEAD~548
2021-07-03 07:37:56,627 DEBUG                  - depth 2, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,631 DEBUG                  - depth 3, hash 43a3545, HEAD~571
2021-07-03 07:37:56,636 DEBUG                  - depth 4, hash 62670f5, HEAD~577
2021-07-03 07:37:56,640 DEBUG                  - depth 5, hash 04490af, HEAD~592
2021-07-03 07:37:56,644 DEBUG                  - depth 6, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,648 DEBUG                  - depth 7, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,653 DEBUG                  - depth 8, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,657 DEBUG                  - depth 9, hash aae50c5, HEAD~627
2021-07-03 07:37:56,661 DEBUG    [line range] org/apache/commons/cli/Option.java setArgs 348:351
2021-07-03 07:37:56,687 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,693 DEBUG                  - depth 1, hash 5470bca, HEAD~548
2021-07-03 07:37:56,697 DEBUG                  - depth 2, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,701 DEBUG                  - depth 3, hash 43a3545, HEAD~571
2021-07-03 07:37:56,705 DEBUG                  - depth 4, hash 62670f5, HEAD~577
2021-07-03 07:37:56,709 DEBUG                  - depth 5, hash 04490af, HEAD~592
2021-07-03 07:37:56,714 DEBUG                  - depth 6, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,718 DEBUG                  - depth 7, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,722 DEBUG                  - depth 8, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,726 DEBUG                  - depth 9, hash aae50c5, HEAD~627
2021-07-03 07:37:56,731 DEBUG    [line range] org/apache/commons/cli/Option.java setLongOpt 216:219
2021-07-03 07:37:56,756 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,762 DEBUG                  - depth 1, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,766 DEBUG    [line range] org/apache/commons/cli/Option.java setOptionalArg 227:230
2021-07-03 07:37:56,790 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,796 DEBUG                  - depth 1, hash b1efd86, HEAD~580
2021-07-03 07:37:56,801 DEBUG                  - depth 2, hash 4fbf597, HEAD~594
2021-07-03 07:37:56,805 DEBUG    [line range] org/apache/commons/cli/Option.java setRequired 296:299
2021-07-03 07:37:56,832 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,837 DEBUG                  - depth 1, hash 5470bca, HEAD~548
2021-07-03 07:37:56,842 DEBUG                  - depth 2, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,846 DEBUG                  - depth 3, hash 43a3545, HEAD~571
2021-07-03 07:37:56,850 DEBUG                  - depth 4, hash 62670f5, HEAD~577
2021-07-03 07:37:56,854 DEBUG                  - depth 5, hash 04490af, HEAD~592
2021-07-03 07:37:56,858 DEBUG                  - depth 6, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,863 DEBUG                  - depth 7, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,867 DEBUG                  - depth 8, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,871 DEBUG                  - depth 9, hash aae50c5, HEAD~627
2021-07-03 07:37:56,875 DEBUG    [line range] org/apache/commons/cli/Option.java setType 196:199
2021-07-03 07:37:56,900 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,906 DEBUG                  - depth 1, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,911 DEBUG    [line range] org/apache/commons/cli/Option.java setValueSeparator 359:362
2021-07-03 07:37:56,936 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:56,941 DEBUG                  - depth 1, hash 5470bca, HEAD~548
2021-07-03 07:37:56,946 DEBUG                  - depth 2, hash 347bbeb, HEAD~553
2021-07-03 07:37:56,950 DEBUG                  - depth 3, hash 43a3545, HEAD~571
2021-07-03 07:37:56,954 DEBUG                  - depth 4, hash 62670f5, HEAD~577
2021-07-03 07:37:56,958 DEBUG                  - depth 5, hash 04490af, HEAD~592
2021-07-03 07:37:56,962 DEBUG                  - depth 6, hash 1060ee7, HEAD~598
2021-07-03 07:37:56,967 DEBUG                  - depth 7, hash 16b91ad, HEAD~600
2021-07-03 07:37:56,971 DEBUG                  - depth 8, hash 7f90b98, HEAD~603
2021-07-03 07:37:56,975 DEBUG                  - depth 9, hash aae50c5, HEAD~627
2021-07-03 07:37:57,318 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java <clinit> 46:46
2021-07-03 07:37:57,344 DEBUG                  - depth 0, hash 16b91ad, HEAD~600
2021-07-03 07:37:57,350 DEBUG                  - depth 1, hash fbc0bd0, HEAD~602
2021-07-03 07:37:57,354 DEBUG                  - depth 2, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,358 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java <init> 69:72
2021-07-03 07:37:57,383 DEBUG                  - depth 0, hash a8a8ec0, HEAD~461
2021-07-03 07:37:57,389 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,393 DEBUG                  - depth 2, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,397 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java create 349:374
2021-07-03 07:37:57,423 DEBUG                  - depth 0, hash d8df510, HEAD~5
2021-07-03 07:37:57,429 DEBUG                  - depth 1, hash aa2434d, HEAD~68
2021-07-03 07:37:57,433 DEBUG                  - depth 2, hash 147df44, HEAD~145
2021-07-03 07:37:57,437 DEBUG                  - depth 3, hash a8a8ec0, HEAD~461
2021-07-03 07:37:57,441 DEBUG                  - depth 4, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,446 DEBUG                  - depth 5, hash 62670f5, HEAD~577
2021-07-03 07:37:57,450 DEBUG                  - depth 6, hash 4fbf597, HEAD~594
2021-07-03 07:37:57,454 DEBUG                  - depth 7, hash 1060ee7, HEAD~598
2021-07-03 07:37:57,458 DEBUG                  - depth 8, hash 16b91ad, HEAD~600
2021-07-03 07:37:57,462 DEBUG                  - depth 9, hash fbc0bd0, HEAD~602
2021-07-03 07:37:57,467 DEBUG                  - depth 10, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,471 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java hasArg 107:112
2021-07-03 07:37:57,497 DEBUG                  - depth 0, hash a8a8ec0, HEAD~461
2021-07-03 07:37:57,502 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,507 DEBUG                  - depth 2, hash 16b91ad, HEAD~600
2021-07-03 07:37:57,511 DEBUG                  - depth 3, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,515 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java isRequired 146:151
2021-07-03 07:37:57,540 DEBUG                  - depth 0, hash a8a8ec0, HEAD~461
2021-07-03 07:37:57,546 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,550 DEBUG                  - depth 2, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,554 DEBUG    [line range] org/apache/commons/cli/OptionBuilder.java reset 77:87
2021-07-03 07:37:57,580 DEBUG                  - depth 0, hash 4381ba5, HEAD~0
2021-07-03 07:37:57,586 DEBUG                  - depth 1, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,590 DEBUG                  - depth 2, hash beb276c, HEAD~549
2021-07-03 07:37:57,594 DEBUG                  - depth 3, hash 62670f5, HEAD~577
2021-07-03 07:37:57,598 DEBUG                  - depth 4, hash 79d5a46, HEAD~583
2021-07-03 07:37:57,603 DEBUG                  - depth 5, hash 16b91ad, HEAD~600
2021-07-03 07:37:57,607 DEBUG                  - depth 6, hash 7f90b98, HEAD~603
2021-07-03 07:37:57,895 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidChar 96:99
2021-07-03 07:37:57,917 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,922 DEBUG                  - depth 1, hash 347bbeb, HEAD~553
2021-07-03 07:37:57,926 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidOpt 85:88
2021-07-03 07:37:57,948 DEBUG                  - depth 0, hash d36b987, HEAD~4
2021-07-03 07:37:57,953 DEBUG                  - depth 1, hash 147df44, HEAD~145
2021-07-03 07:37:57,957 DEBUG                  - depth 2, hash 9b2b803, HEAD~544
2021-07-03 07:37:57,962 DEBUG                  - depth 3, hash 347bbeb, HEAD~553
2021-07-03 07:37:57,966 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java validateOption 45:77
2021-07-03 07:37:57,987 DEBUG                  - depth 0, hash d36b987, HEAD~4
2021-07-03 07:37:57,993 DEBUG                  - depth 1, hash 8f8639f, HEAD~170
2021-07-03 07:37:57,997 DEBUG                  - depth 2, hash 9b2b803, HEAD~544
2021-07-03 07:37:58,001 DEBUG                  - depth 3, hash 347bbeb, HEAD~553
2021-07-03 07:37:58,346 DEBUG    [single line]   org/apache/commons/cli/Options.java <init> 46
2021-07-03 07:37:58,372 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:58,378 DEBUG                  - depth 1, hash 3fc3de9, HEAD~251
2021-07-03 07:37:58,382 DEBUG                  - depth 2, hash 4cca25d, HEAD~624
2021-07-03 07:37:58,387 DEBUG                  - depth 3, hash aae50c5, HEAD~627
2021-07-03 07:37:58,391 DEBUG    [line range] org/apache/commons/cli/Options.java <init> 52:52
2021-07-03 07:37:58,417 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:58,422 DEBUG                  - depth 1, hash aae50c5, HEAD~627
2021-07-03 07:37:58,427 DEBUG    [line range] org/apache/commons/cli/Options.java addOption 143:166
2021-07-03 07:37:58,453 DEBUG                  - depth 0, hash 147df44, HEAD~145
2021-07-03 07:37:58,458 DEBUG                  - depth 1, hash 500e99f, HEAD~540
2021-07-03 07:37:58,463 DEBUG                  - depth 2, hash 9b2b803, HEAD~544
2021-07-03 07:37:58,467 DEBUG                  - depth 3, hash 5470bca, HEAD~548
2021-07-03 07:37:58,471 DEBUG                  - depth 4, hash 347bbeb, HEAD~553
2021-07-03 07:37:58,476 DEBUG                  - depth 5, hash d30f12f, HEAD~586
2021-07-03 07:37:58,480 DEBUG                  - depth 6, hash 5e98762, HEAD~613
2021-07-03 07:37:58,484 DEBUG                  - depth 7, hash 929f397, HEAD~614
2021-07-03 07:37:58,488 DEBUG                  - depth 8, hash aae50c5, HEAD~627
2021-07-03 07:37:58,493 DEBUG    [line range] org/apache/commons/cli/Options.java getOptionGroup 291:294
2021-07-03 07:37:58,518 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:58,524 DEBUG                  - depth 1, hash 347bbeb, HEAD~553
2021-07-03 07:37:58,528 DEBUG                  - depth 2, hash f9df518, HEAD~596
2021-07-03 07:37:58,532 DEBUG                  - depth 3, hash 66d0ae6, HEAD~616
2021-07-03 07:37:58,537 DEBUG    [line range] org/apache/commons/cli/Options.java getOptions 173:176
2021-07-03 07:37:58,563 DEBUG                  - depth 0, hash 9b2b803, HEAD~544
2021-07-03 07:37:58,568 DEBUG                  - depth 1, hash 3b8e3de, HEAD~554
