2021-07-03 20:13:51,734 INFO     Search BICs for /tmp/Codec-6b/
2021-07-03 20:13:52,575 DEBUG                  - depth 3, hash e2df850, HEAD~197
2021-07-03 20:13:52,579 DEBUG                  - depth 4, hash 3e7120c, HEAD~314
2021-07-03 20:13:52,583 DEBUG                  - depth 5, hash 7748f47, HEAD~589
2021-07-03 20:13:52,587 DEBUG                  - depth 6, hash 0e0d475, HEAD~603
2021-07-03 20:13:52,591 DEBUG                  - depth 7, hash 71205dd, HEAD~617
2021-07-03 20:13:52,596 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java readResults 406:423
2021-07-03 20:13:52,622 DEBUG                  - depth 0, hash 9333313, HEAD~127
2021-07-03 20:13:52,628 DEBUG                  - depth 1, hash 2f7454a, HEAD~158
2021-07-03 20:13:52,632 DEBUG                  - depth 2, hash e2df850, HEAD~197
2021-07-03 20:13:52,636 DEBUG                  - depth 3, hash 0e0d475, HEAD~603
2021-07-03 20:13:52,640 DEBUG                  - depth 4, hash 71205dd, HEAD~617
2021-07-03 20:13:52,644 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java setInitialBuffer 436:444
2021-07-03 20:13:52,672 DEBUG                  - depth 0, hash 9333313, HEAD~127
2021-07-03 20:13:52,677 DEBUG                  - depth 1, hash e2df850, HEAD~197
2021-07-03 20:13:52,681 DEBUG                  - depth 2, hash 0e0d475, HEAD~603
2021-07-03 20:13:52,685 DEBUG                  - depth 3, hash 71205dd, HEAD~617
2021-07-03 20:13:52,993 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java <init> 60:62
2021-07-03 20:13:53,013 DEBUG                  - depth 0, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,019 DEBUG                  - depth 1, hash 9333313, HEAD~127
2021-07-03 20:13:53,023 DEBUG                  - depth 2, hash 6a43ce7, HEAD~128
2021-07-03 20:13:53,027 DEBUG                  - depth 3, hash 100d531, HEAD~153
2021-07-03 20:13:53,031 DEBUG                  - depth 4, hash 875e5cf, HEAD~159
2021-07-03 20:13:53,035 DEBUG                  - depth 5, hash f447e02, HEAD~160
2021-07-03 20:13:53,039 DEBUG                  - depth 6, hash 8494bec, HEAD~181
2021-07-03 20:13:53,043 DEBUG                  - depth 7, hash d0ff33a, HEAD~183
2021-07-03 20:13:53,047 DEBUG                  - depth 8, hash e2df850, HEAD~197
2021-07-03 20:13:53,052 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java <init> 73:77
2021-07-03 20:13:53,071 DEBUG                  - depth 0, hash bcfef89, HEAD~27
2021-07-03 20:13:53,077 DEBUG                  - depth 1, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,081 DEBUG                  - depth 2, hash 9333313, HEAD~127
2021-07-03 20:13:53,085 DEBUG                  - depth 3, hash 6a43ce7, HEAD~128
2021-07-03 20:13:53,089 DEBUG                  - depth 4, hash 100d531, HEAD~153
2021-07-03 20:13:53,093 DEBUG                  - depth 5, hash 875e5cf, HEAD~159
2021-07-03 20:13:53,097 DEBUG                  - depth 6, hash f447e02, HEAD~160
2021-07-03 20:13:53,101 DEBUG                  - depth 7, hash 8494bec, HEAD~181
2021-07-03 20:13:53,105 DEBUG                  - depth 8, hash d0ff33a, HEAD~183
2021-07-03 20:13:53,109 DEBUG                  - depth 9, hash e2df850, HEAD~197
2021-07-03 20:13:53,114 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java <init> 52:52
2021-07-03 20:13:53,133 DEBUG                  - depth 0, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,139 DEBUG                  - depth 1, hash 9333313, HEAD~127
2021-07-03 20:13:53,143 DEBUG                  - depth 2, hash 6a43ce7, HEAD~128
2021-07-03 20:13:53,147 DEBUG                  - depth 3, hash 100d531, HEAD~153
2021-07-03 20:13:53,151 DEBUG                  - depth 4, hash 875e5cf, HEAD~159
2021-07-03 20:13:53,155 DEBUG                  - depth 5, hash f447e02, HEAD~160
2021-07-03 20:13:53,159 DEBUG                  - depth 6, hash 8494bec, HEAD~181
2021-07-03 20:13:53,163 DEBUG                  - depth 7, hash d0ff33a, HEAD~183
2021-07-03 20:13:53,167 DEBUG                  - depth 8, hash e2df850, HEAD~197
2021-07-03 20:13:53,172 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java read 138:164
2021-07-03 20:13:53,192 DEBUG                  - depth 0, hash 20a88d9, HEAD~87
2021-07-03 20:13:53,197 DEBUG                  - depth 1, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,201 DEBUG                  - depth 2, hash 9333313, HEAD~127
2021-07-03 20:13:53,205 DEBUG                  - depth 3, hash 6a43ce7, HEAD~128
2021-07-03 20:13:53,210 DEBUG                  - depth 4, hash 100d531, HEAD~153
2021-07-03 20:13:53,214 DEBUG                  - depth 5, hash 875e5cf, HEAD~159
2021-07-03 20:13:53,218 DEBUG                  - depth 6, hash f447e02, HEAD~160
2021-07-03 20:13:53,222 DEBUG                  - depth 7, hash 8494bec, HEAD~181
2021-07-03 20:13:53,226 DEBUG                  - depth 8, hash d0ff33a, HEAD~183
2021-07-03 20:13:53,230 DEBUG                  - depth 9, hash e2df850, HEAD~197
2021-07-03 20:13:53,532 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java getBytesUnchecked 151:160
2021-07-03 20:13:53,553 DEBUG                  - depth 0, hash b3607d8, HEAD~55
2021-07-03 20:13:53,558 DEBUG                  - depth 1, hash e17d5c5, HEAD~71
2021-07-03 20:13:53,562 DEBUG                  - depth 2, hash 20a88d9, HEAD~87
2021-07-03 20:13:53,566 DEBUG                  - depth 3, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,570 DEBUG                  - depth 4, hash 4d67ff2, HEAD~125
2021-07-03 20:13:53,575 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java getBytesUtf8 128:130
2021-07-03 20:13:53,595 DEBUG                  - depth 0, hash b3607d8, HEAD~55
2021-07-03 20:13:53,601 DEBUG                  - depth 1, hash 20a88d9, HEAD~87
2021-07-03 20:13:53,605 DEBUG                  - depth 2, hash a952f09, HEAD~90
2021-07-03 20:13:53,609 DEBUG                  - depth 3, hash d6ce22b, HEAD~124
2021-07-03 20:13:53,613 DEBUG                  - depth 4, hash 4d67ff2, HEAD~125
2021-07-03 20:13:53,617 INFO     The number of BIC candidates: 33
