2021-07-04 05:03:31,960 INFO     Search BICs for /tmp/Jsoup-88b/
2021-07-04 05:03:33,688 DEBUG                  - depth 0, hash 8808e3f, HEAD~93
2021-07-04 05:03:33,694 DEBUG                  - depth 1, hash 42c0a0e, HEAD~193
2021-07-04 05:03:33,698 DEBUG                  - depth 2, hash 8121d8c, HEAD~219
2021-07-04 05:03:34,060 DEBUG    [line range] org/jsoup/internal/StringUtil.java <clinit> 17:19
2021-07-04 05:03:34,098 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:34,104 DEBUG                  - depth 1, hash 18e9a8f, HEAD~956
2021-07-04 05:03:34,108 DEBUG    [line range] org/jsoup/internal/StringUtil.java in 179:186
2021-07-04 05:03:34,146 DEBUG                  - depth 0, hash fb8b60b, HEAD~116
2021-07-04 05:03:34,151 DEBUG                  - depth 1, hash 8749726, HEAD~817
2021-07-04 05:03:34,155 DEBUG    [line range] org/jsoup/internal/StringUtil.java inSorted 188:190
2021-07-04 05:03:34,192 DEBUG                  - depth 0, hash 8c43a81, HEAD~363
2021-07-04 05:03:34,534 DEBUG    [line range] org/jsoup/nodes/Attribute.java <clinit> 15:20
2021-07-04 05:03:34,571 DEBUG                  - depth 0, hash 6c4f16f, HEAD~584
2021-07-04 05:03:34,576 DEBUG    [line range] org/jsoup/nodes/Attribute.java <init> 42:49
2021-07-04 05:03:34,614 DEBUG                  - depth 0, hash 25ba713, HEAD~11
2021-07-04 05:03:34,620 DEBUG                  - depth 1, hash ea1fb65, HEAD~169
2021-07-04 05:03:34,624 DEBUG                  - depth 2, hash a623db7, HEAD~231
2021-07-04 05:03:34,628 DEBUG                  - depth 3, hash 6569bb7, HEAD~291
2021-07-04 05:03:34,632 DEBUG                  - depth 4, hash 6b0dd15, HEAD~997
2021-07-04 05:03:34,636 DEBUG                  - depth 5, hash 40a3cda, HEAD~1001
2021-07-04 05:03:34,640 DEBUG                  - depth 6, hash 5b40706, HEAD~1110
2021-07-04 05:03:34,644 DEBUG                  - depth 7, hash a29e8b5, HEAD~1198
2021-07-04 05:03:34,649 DEBUG    [line range] org/jsoup/nodes/Attribute.java getKey 55:57
2021-07-04 05:03:34,686 DEBUG                  - depth 0, hash a29e8b5, HEAD~1198
2021-07-04 05:03:34,692 DEBUG    [line range] org/jsoup/nodes/Attribute.java getValue 79:81
2021-07-04 05:03:34,729 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:34,735 DEBUG                  - depth 1, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,102 DEBUG    [line range] org/jsoup/nodes/Attributes.java <clinit> 39:39
2021-07-04 05:03:35,139 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,144 DEBUG    [line range] org/jsoup/nodes/Attributes.java <init> 43:43
2021-07-04 05:03:35,180 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,185 DEBUG    [single line]   org/jsoup/nodes/Attributes.java access$400 33
2021-07-04 05:03:35,224 DEBUG                  - depth 0, hash 5ca6b40, HEAD~898
2021-07-04 05:03:35,229 DEBUG                  - depth 1, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:35,233 DEBUG                  - depth 2, hash a657d09, HEAD~1201
2021-07-04 05:03:35,237 DEBUG    [line range] org/jsoup/nodes/Attributes.java add 115:120
2021-07-04 05:03:35,275 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,280 DEBUG                  - depth 1, hash 416ad29, HEAD~187
2021-07-04 05:03:35,284 DEBUG                  - depth 2, hash 83f01fd, HEAD~224
2021-07-04 05:03:35,288 DEBUG                  - depth 3, hash 6569bb7, HEAD~291
2021-07-04 05:03:35,292 DEBUG    [line range] org/jsoup/nodes/Attributes.java checkCapacity 48:60
2021-07-04 05:03:35,331 DEBUG                  - depth 0, hash 45111a1, HEAD~145
2021-07-04 05:03:35,336 DEBUG                  - depth 1, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,340 DEBUG                  - depth 2, hash 6569bb7, HEAD~291
2021-07-04 05:03:35,344 DEBUG                  - depth 3, hash 8749726, HEAD~817
2021-07-04 05:03:35,349 DEBUG                  - depth 4, hash 847e03e, HEAD~985
2021-07-04 05:03:35,353 DEBUG                  - depth 5, hash 40a3cda, HEAD~1001
2021-07-04 05:03:35,357 DEBUG                  - depth 6, hash 28418f8, HEAD~1086
2021-07-04 05:03:35,361 DEBUG                  - depth 7, hash d8dbde8, HEAD~1109
2021-07-04 05:03:35,365 DEBUG                  - depth 8, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,369 DEBUG                  - depth 9, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,373 DEBUG    [line range] org/jsoup/nodes/Attributes.java checkNotNull 89:91
2021-07-04 05:03:35,411 DEBUG                  - depth 0, hash 22a17d2, HEAD~131
2021-07-04 05:03:35,416 DEBUG                  - depth 1, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,420 DEBUG                  - depth 2, hash 8749726, HEAD~817
2021-07-04 05:03:35,424 DEBUG                  - depth 3, hash 40a3cda, HEAD~1001
2021-07-04 05:03:35,429 DEBUG                  - depth 4, hash 28418f8, HEAD~1086
2021-07-04 05:03:35,433 DEBUG                  - depth 5, hash d8dbde8, HEAD~1109
2021-07-04 05:03:35,437 DEBUG                  - depth 6, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,441 DEBUG                  - depth 7, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,445 DEBUG    [line range] org/jsoup/nodes/Attributes.java copyOf 63:68
2021-07-04 05:03:35,483 DEBUG                  - depth 0, hash 45111a1, HEAD~145
2021-07-04 05:03:35,488 DEBUG                  - depth 1, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,492 DEBUG                  - depth 2, hash 8749726, HEAD~817
2021-07-04 05:03:35,496 DEBUG                  - depth 3, hash 40a3cda, HEAD~1001
2021-07-04 05:03:35,501 DEBUG                  - depth 4, hash 28418f8, HEAD~1086
2021-07-04 05:03:35,505 DEBUG                  - depth 5, hash d8dbde8, HEAD~1109
2021-07-04 05:03:35,509 DEBUG                  - depth 6, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,513 DEBUG                  - depth 7, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,517 DEBUG    [line range] org/jsoup/nodes/Attributes.java get 99:102
2021-07-04 05:03:35,556 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,561 DEBUG                  - depth 1, hash 6569bb7, HEAD~291
2021-07-04 05:03:35,565 DEBUG                  - depth 2, hash 8749726, HEAD~817
2021-07-04 05:03:35,569 DEBUG                  - depth 3, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,574 DEBUG                  - depth 4, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,578 DEBUG    [line range] org/jsoup/nodes/Attributes.java indexOfKey 70:77
2021-07-04 05:03:35,616 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,622 DEBUG                  - depth 1, hash 8749726, HEAD~817
2021-07-04 05:03:35,626 DEBUG                  - depth 2, hash 40a3cda, HEAD~1001
2021-07-04 05:03:35,630 DEBUG                  - depth 3, hash 28418f8, HEAD~1086
2021-07-04 05:03:35,634 DEBUG                  - depth 4, hash d8dbde8, HEAD~1109
2021-07-04 05:03:35,638 DEBUG                  - depth 5, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,643 DEBUG                  - depth 6, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,647 DEBUG    [line range] org/jsoup/nodes/Attributes.java iterator 249:270
2021-07-04 05:03:35,686 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,691 DEBUG                  - depth 1, hash a79d5e2, HEAD~269
2021-07-04 05:03:35,695 DEBUG                  - depth 2, hash f41efcd, HEAD~275
2021-07-04 05:03:35,699 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:35,703 DEBUG                  - depth 4, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,708 DEBUG    [line range] org/jsoup/nodes/Attributes.java normalize 379:383
2021-07-04 05:03:35,746 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,751 DEBUG                  - depth 1, hash 847e03e, HEAD~985
2021-07-04 05:03:35,755 DEBUG    [line range] org/jsoup/nodes/Attributes.java put 128:135
2021-07-04 05:03:35,794 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,799 DEBUG                  - depth 1, hash f71712b, HEAD~173
2021-07-04 05:03:35,804 DEBUG                  - depth 2, hash 5b40706, HEAD~1110
2021-07-04 05:03:35,808 DEBUG                  - depth 3, hash e65b503, HEAD~1188
2021-07-04 05:03:35,812 DEBUG                  - depth 4, hash f5b1a2a, HEAD~1189
2021-07-04 05:03:35,816 DEBUG                  - depth 5, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,820 DEBUG    [line range] org/jsoup/nodes/Attributes.java <init> 249:270
2021-07-04 05:03:35,859 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,864 DEBUG                  - depth 1, hash a79d5e2, HEAD~269
2021-07-04 05:03:35,869 DEBUG                  - depth 2, hash f41efcd, HEAD~275
2021-07-04 05:03:35,873 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:35,877 DEBUG                  - depth 4, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,881 DEBUG    [line range] org/jsoup/nodes/Attributes.java next 249:270
2021-07-04 05:03:35,919 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,925 DEBUG                  - depth 1, hash a79d5e2, HEAD~269
2021-07-04 05:03:35,929 DEBUG                  - depth 2, hash f41efcd, HEAD~275
2021-07-04 05:03:35,933 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:35,937 DEBUG                  - depth 4, hash a29e8b5, HEAD~1198
2021-07-04 05:03:35,941 DEBUG    [line range] org/jsoup/nodes/Attributes.java next 249:270
2021-07-04 05:03:35,980 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:35,985 DEBUG                  - depth 1, hash a79d5e2, HEAD~269
2021-07-04 05:03:35,989 DEBUG                  - depth 2, hash f41efcd, HEAD~275
2021-07-04 05:03:35,993 DEBUG                  - depth 3, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:35,997 DEBUG                  - depth 4, hash a29e8b5, HEAD~1198
2021-07-04 05:03:36,370 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 20:20
2021-07-04 05:03:36,409 DEBUG                  - depth 0, hash 57bce6d, HEAD~967
2021-07-04 05:03:36,415 DEBUG    [line range] org/jsoup/nodes/Document.java body 75:77
2021-07-04 05:03:36,454 DEBUG                  - depth 0, hash daf4666, HEAD~960
2021-07-04 05:03:36,460 DEBUG                  - depth 1, hash 37d4c1f, HEAD~1106
2021-07-04 05:03:36,464 DEBUG                  - depth 2, hash bd3e7c8, HEAD~1107
2021-07-04 05:03:36,468 DEBUG                  - depth 3, hash e97f564, HEAD~1169
2021-07-04 05:03:36,472 DEBUG                  - depth 4, hash 2f0a7bf, HEAD~1185
2021-07-04 05:03:36,476 DEBUG                  - depth 5, hash a657d09, HEAD~1201
2021-07-04 05:03:36,480 DEBUG    [line range] org/jsoup/nodes/Document.java findFirstElementByTagName 182:194
2021-07-04 05:03:36,521 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:36,526 DEBUG                  - depth 1, hash daf4666, HEAD~960
2021-07-04 05:03:36,530 DEBUG    [line range] org/jsoup/nodes/Document.java nodeName 212:215
2021-07-04 05:03:36,571 DEBUG                  - depth 0, hash 83d1848, HEAD~1123
2021-07-04 05:03:36,576 DEBUG    [line range] org/jsoup/nodes/Document.java parser 594:597
2021-07-04 05:03:36,613 DEBUG                  - depth 0, hash 850a9cc, HEAD~37
2021-07-04 05:03:36,618 DEBUG    [line range] org/jsoup/nodes/Document.java <init> 375:375
2021-07-04 05:03:36,657 DEBUG                  - depth 0, hash f8841ed, HEAD~969
2021-07-04 05:03:36,663 DEBUG    [line range] org/jsoup/nodes/Document.java charset 429:432
2021-07-04 05:03:36,702 DEBUG                  - depth 0, hash ea1fb65, HEAD~169
2021-07-04 05:03:36,707 DEBUG                  - depth 1, hash 7c8df4c, HEAD~171
2021-07-04 05:03:36,712 DEBUG                  - depth 2, hash 5e386d5, HEAD~174
2021-07-04 05:03:36,716 DEBUG                  - depth 3, hash 3b2440a, HEAD~277
2021-07-04 05:03:36,720 DEBUG                  - depth 4, hash 85c8356, HEAD~449
2021-07-04 05:03:36,724 DEBUG                  - depth 5, hash 57bce6d, HEAD~967
2021-07-04 05:03:36,728 DEBUG                  - depth 6, hash f8841ed, HEAD~969
2021-07-04 05:03:36,732 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 373
2021-07-04 05:03:36,771 DEBUG                  - depth 0, hash 6c4f16f, HEAD~584
2021-07-04 05:03:36,777 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 567
2021-07-04 05:03:36,817 DEBUG                  - depth 0, hash 8749726, HEAD~817
2021-07-04 05:03:36,822 DEBUG    [single line]   org/jsoup/nodes/Document.java <clinit> 568
2021-07-04 05:03:36,862 DEBUG                  - depth 0, hash 616d3c4, HEAD~390
2021-07-04 05:03:36,867 DEBUG                  - depth 1, hash 8749726, HEAD~817
2021-07-04 05:03:37,333 DEBUG    [line range] org/jsoup/nodes/Element.java <clinit> 40:40
2021-07-04 05:03:37,374 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:37,380 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 82:84
2021-07-04 05:03:37,436 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:37,441 DEBUG                  - depth 1, hash 3205f0e, HEAD~1118
2021-07-04 05:03:37,446 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1142
2021-07-04 05:03:37,450 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 65:72
2021-07-04 05:03:37,505 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:37,511 DEBUG                  - depth 1, hash e5cd584, HEAD~1111
2021-07-04 05:03:37,515 DEBUG                  - depth 2, hash 3205f0e, HEAD~1118
2021-07-04 05:03:37,519 DEBUG                  - depth 3, hash d23db47, HEAD~1162
2021-07-04 05:03:37,523 DEBUG                  - depth 4, hash 0474436, HEAD~1193
2021-07-04 05:03:37,528 DEBUG                  - depth 5, hash a657d09, HEAD~1201
2021-07-04 05:03:37,532 DEBUG    [line range] org/jsoup/nodes/Element.java appendChild 410:419
2021-07-04 05:03:37,588 DEBUG                  - depth 0, hash 8c43a81, HEAD~363
2021-07-04 05:03:37,593 DEBUG                  - depth 1, hash 8391b72, HEAD~418
2021-07-04 05:03:37,597 DEBUG                  - depth 2, hash 990285b, HEAD~464
2021-07-04 05:03:37,602 DEBUG                  - depth 3, hash 05ea09d, HEAD~1014
2021-07-04 05:03:37,606 DEBUG                  - depth 4, hash 95945f1, HEAD~1108
2021-07-04 05:03:37,610 DEBUG                  - depth 5, hash e5cd584, HEAD~1111
2021-07-04 05:03:37,614 DEBUG                  - depth 6, hash 9bed789, HEAD~1121
2021-07-04 05:03:37,618 DEBUG                  - depth 7, hash abdf227, HEAD~1122
2021-07-04 05:03:37,622 DEBUG                  - depth 8, hash 83d1848, HEAD~1123
2021-07-04 05:03:37,627 DEBUG                  - depth 9, hash 0474436, HEAD~1193
2021-07-04 05:03:37,631 DEBUG                  - depth 10, hash a657d09, HEAD~1201
2021-07-04 05:03:37,635 DEBUG    [line range] org/jsoup/nodes/Element.java attributes 98:103
2021-07-04 05:03:37,689 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:37,695 DEBUG                  - depth 1, hash 3205f0e, HEAD~1118
2021-07-04 05:03:37,699 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1142
2021-07-04 05:03:37,703 DEBUG    [line range] org/jsoup/nodes/Element.java child 262:264
2021-07-04 05:03:37,759 DEBUG                  - depth 0, hash 38049ce, HEAD~215
2021-07-04 05:03:37,765 DEBUG                  - depth 1, hash e5cd584, HEAD~1111
2021-07-04 05:03:37,769 DEBUG                  - depth 2, hash b04c541, HEAD~1194
2021-07-04 05:03:37,773 DEBUG                  - depth 3, hash a657d09, HEAD~1201
2021-07-04 05:03:37,777 DEBUG    [line range] org/jsoup/nodes/Element.java childElementsList 283:297
2021-07-04 05:03:37,832 DEBUG                  - depth 0, hash e2ff399, HEAD~191
2021-07-04 05:03:37,838 DEBUG                  - depth 1, hash 3c81151, HEAD~199
2021-07-04 05:03:37,842 DEBUG                  - depth 2, hash 42f17ba, HEAD~200
2021-07-04 05:03:37,846 DEBUG                  - depth 3, hash 38049ce, HEAD~215
2021-07-04 05:03:37,850 DEBUG                  - depth 4, hash 574e76e, HEAD~579
2021-07-04 05:03:37,855 DEBUG                  - depth 5, hash e5cd584, HEAD~1111
2021-07-04 05:03:37,859 DEBUG                  - depth 6, hash b04c541, HEAD~1194
2021-07-04 05:03:37,863 DEBUG                  - depth 7, hash a657d09, HEAD~1201
2021-07-04 05:03:37,867 DEBUG    [line range] org/jsoup/nodes/Element.java childNodeSize 115:118
2021-07-04 05:03:37,921 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:37,927 DEBUG                  - depth 1, hash 3205f0e, HEAD~1118
2021-07-04 05:03:37,931 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1142
2021-07-04 05:03:37,935 DEBUG    [line range] org/jsoup/nodes/Element.java ensureChildNodes 86:91
2021-07-04 05:03:37,990 DEBUG                  - depth 0, hash c324fab, HEAD~130
2021-07-04 05:03:37,996 DEBUG                  - depth 1, hash f71712b, HEAD~173
2021-07-04 05:03:38,000 DEBUG                  - depth 2, hash 3205f0e, HEAD~1118
2021-07-04 05:03:38,004 DEBUG                  - depth 3, hash 83b8d1a, HEAD~1142
2021-07-04 05:03:38,009 DEBUG    [line range] org/jsoup/nodes/Element.java hasAttributes 93:96
2021-07-04 05:03:38,063 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:38,069 DEBUG                  - depth 1, hash 3205f0e, HEAD~1118
2021-07-04 05:03:38,073 DEBUG                  - depth 2, hash 83b8d1a, HEAD~1142
2021-07-04 05:03:38,077 DEBUG    [line range] org/jsoup/nodes/Element.java nodeName 120:123
2021-07-04 05:03:38,132 DEBUG                  - depth 0, hash 9bed789, HEAD~1121
2021-07-04 05:03:38,137 DEBUG                  - depth 1, hash b04c541, HEAD~1194
2021-07-04 05:03:38,142 DEBUG                  - depth 2, hash a657d09, HEAD~1201
2021-07-04 05:03:38,146 DEBUG    [line range] org/jsoup/nodes/Element.java nodelistChanged 302:306
2021-07-04 05:03:38,200 DEBUG                  - depth 0, hash 38049ce, HEAD~215
2021-07-04 05:03:38,206 DEBUG                  - depth 1, hash e5cd584, HEAD~1111
2021-07-04 05:03:38,210 DEBUG                  - depth 2, hash b04c541, HEAD~1194
2021-07-04 05:03:38,214 DEBUG                  - depth 3, hash a657d09, HEAD~1201
2021-07-04 05:03:38,218 DEBUG    [line range] org/jsoup/nodes/Element.java normalName 140:142
2021-07-04 05:03:38,255 DEBUG                  - depth 0, hash 7ff7c43, HEAD~8
2021-07-04 05:03:38,260 DEBUG    [line range] org/jsoup/nodes/Element.java tag 162:164
2021-07-04 05:03:38,317 DEBUG                  - depth 0, hash e2c62cd, HEAD~1099
2021-07-04 05:03:38,322 DEBUG                  - depth 1, hash a657d09, HEAD~1201
2021-07-04 05:03:38,327 DEBUG    [line range] org/jsoup/nodes/Element.java <init> 1488:1491
2021-07-04 05:03:38,366 DEBUG                  - depth 0, hash c324fab, HEAD~130
2021-07-04 05:03:38,372 DEBUG                  - depth 1, hash f71712b, HEAD~173
2021-07-04 05:03:38,376 DEBUG    [line range] org/jsoup/nodes/Element.java onContentsChanged 1493:1495
2021-07-04 05:03:38,416 DEBUG                  - depth 0, hash c324fab, HEAD~130
2021-07-04 05:03:38,422 DEBUG                  - depth 1, hash f71712b, HEAD~173
2021-07-04 05:03:38,794 DEBUG    [line range] org/jsoup/nodes/Entities.java <clinit> 25:25
2021-07-04 05:03:38,832 DEBUG                  - depth 0, hash bd789b0, HEAD~125
2021-07-04 05:03:38,837 DEBUG    [single line]   org/jsoup/nodes/Entities.java access$000 21
2021-07-04 05:03:38,880 DEBUG                  - depth 0, hash ff329d5, HEAD~958
2021-07-04 05:03:38,885 DEBUG                  - depth 1, hash 09d99e7, HEAD~959
2021-07-04 05:03:38,890 DEBUG                  - depth 2, hash 57bce6d, HEAD~967
2021-07-04 05:03:38,894 DEBUG                  - depth 3, hash 17486e2, HEAD~970
2021-07-04 05:03:38,898 DEBUG    [line range] org/jsoup/nodes/Entities.java load 314:354
2021-07-04 05:03:38,943 DEBUG                  - depth 0, hash f3035ca, HEAD~112
2021-07-04 05:03:38,948 DEBUG                  - depth 1, hash c33ba53, HEAD~157
2021-07-04 05:03:38,953 DEBUG                  - depth 2, hash 654bc6f, HEAD~188
2021-07-04 05:03:38,957 DEBUG                  - depth 3, hash 79b1aa4, HEAD~237
2021-07-04 05:03:38,961 DEBUG                  - depth 4, hash 6dc38f2, HEAD~259
2021-07-04 05:03:38,965 DEBUG                  - depth 5, hash aa81e10, HEAD~280
2021-07-04 05:03:38,969 DEBUG                  - depth 6, hash 6c4f16f, HEAD~584
2021-07-04 05:03:38,974 DEBUG                  - depth 7, hash a31ec08, HEAD~686
2021-07-04 05:03:38,978 DEBUG                  - depth 8, hash 472c7e5, HEAD~729
2021-07-04 05:03:38,982 DEBUG                  - depth 9, hash 528b793, HEAD~910
2021-07-04 05:03:38,986 DEBUG                  - depth 10, hash f4f2efb, HEAD~911
2021-07-04 05:03:38,991 DEBUG                  - depth 11, hash 5e52f1b, HEAD~951
2021-07-04 05:03:38,995 DEBUG                  - depth 12, hash f8841ed, HEAD~969
2021-07-04 05:03:38,999 DEBUG                  - depth 13, hash 17486e2, HEAD~970
2021-07-04 05:03:39,004 DEBUG    [line range] org/jsoup/nodes/Entities.java <init> 51:53
2021-07-04 05:03:39,048 DEBUG                  - depth 0, hash aa81e10, HEAD~280
2021-07-04 05:03:39,054 DEBUG                  - depth 1, hash f4f2efb, HEAD~911
2021-07-04 05:03:39,058 DEBUG                  - depth 2, hash f8841ed, HEAD~969
2021-07-04 05:03:39,062 DEBUG                  - depth 3, hash 17486e2, HEAD~970
2021-07-04 05:03:39,451 DEBUG    [line range] org/jsoup/nodes/Node.java <init> 25:26
2021-07-04 05:03:39,493 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:39,498 DEBUG                  - depth 1, hash 8c43a81, HEAD~363
2021-07-04 05:03:39,503 DEBUG                  - depth 2, hash 7eefa1b, HEAD~834
2021-07-04 05:03:39,507 DEBUG                  - depth 3, hash f548940, HEAD~952
2021-07-04 05:03:39,511 DEBUG    [line range] org/jsoup/nodes/Node.java childNode 199:201
2021-07-04 05:03:39,554 DEBUG                  - depth 0, hash f71712b, HEAD~173
2021-07-04 05:03:39,559 DEBUG                  - depth 1, hash b04c541, HEAD~1194
2021-07-04 05:03:39,564 DEBUG                  - depth 2, hash c95216a, HEAD~1195
2021-07-04 05:03:39,568 DEBUG    [line range] org/jsoup/nodes/Node.java nodelistChanged 403:405
2021-07-04 05:03:39,607 DEBUG                  - depth 0, hash 38049ce, HEAD~215
2021-07-04 05:03:39,612 DEBUG    [line range] org/jsoup/nodes/Node.java reparentChild 467:469
2021-07-04 05:03:39,655 DEBUG                  - depth 0, hash 410c15f, HEAD~153
2021-07-04 05:03:39,661 DEBUG                  - depth 1, hash 990285b, HEAD~464
2021-07-04 05:03:39,665 DEBUG                  - depth 2, hash 674dab0, HEAD~962
2021-07-04 05:03:39,669 DEBUG    [line range] org/jsoup/nodes/Node.java setParentNode 417:422
2021-07-04 05:03:39,712 DEBUG                  - depth 0, hash 38049ce, HEAD~215
2021-07-04 05:03:39,718 DEBUG                  - depth 1, hash 05ea09d, HEAD~1014
2021-07-04 05:03:39,722 DEBUG                  - depth 2, hash d6da0b0, HEAD~1192
2021-07-04 05:03:39,726 DEBUG                  - depth 3, hash 0474436, HEAD~1193
2021-07-04 05:03:39,730 DEBUG    [line range] org/jsoup/nodes/Node.java setSiblingIndex 536:538
2021-07-04 05:03:39,773 DEBUG                  - depth 0, hash 6b0dd15, HEAD~997
2021-07-04 05:03:39,778 DEBUG                  - depth 1, hash a52e669, HEAD~1053
2021-07-04 05:03:39,783 DEBUG                  - depth 2, hash ffde882, HEAD~1187
2021-07-04 05:03:39,787 DEBUG                  - depth 3, hash a657d09, HEAD~1201
2021-07-04 05:03:40,200 DEBUG    [line range] org/jsoup/parser/CharacterReader.java <init> 38:40
2021-07-04 05:03:40,238 DEBUG                  - depth 0, hash 654bc6f, HEAD~188
2021-07-04 05:03:40,244 DEBUG                  - depth 1, hash 231aab6, HEAD~703
2021-07-04 05:03:40,248 DEBUG                  - depth 2, hash 8749726, HEAD~817
