2021-07-04 05:04:50,009 INFO     Search BICs for /tmp/JxPath-1b/
2021-07-04 05:04:51,497 DEBUG    [line range] org/apache/commons/jxpath/JXPathContext.java getVariables 477:482
2021-07-04 05:04:51,516 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:51,521 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:51,525 DEBUG    [line range] org/apache/commons/jxpath/JXPathContext.java isLenient 602:607
2021-07-04 05:04:51,544 DEBUG                  - depth 0, hash 9d0a382, HEAD~106
2021-07-04 05:04:51,549 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:51,553 DEBUG                  - depth 2, hash d0a64d1, HEAD~252
2021-07-04 05:04:51,557 DEBUG    [line range] org/apache/commons/jxpath/JXPathContext.java newContext 402:404
2021-07-04 05:04:51,576 DEBUG                  - depth 0, hash 9d0a382, HEAD~106
2021-07-04 05:04:51,582 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:51,586 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:51,590 DEBUG    [line range] org/apache/commons/jxpath/JXPathContext.java setFactory 511:513
2021-07-04 05:04:51,609 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:51,614 DEBUG                  - depth 1, hash 34b7a47, HEAD~250
2021-07-04 05:04:51,618 DEBUG    [line range] org/apache/commons/jxpath/JXPathContext.java setLenient 594:597
2021-07-04 05:04:51,637 DEBUG                  - depth 0, hash 9d0a382, HEAD~106
2021-07-04 05:04:51,642 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:51,646 DEBUG                  - depth 2, hash d0a64d1, HEAD~252
2021-07-04 05:04:51,976 DEBUG    [line range] org/apache/commons/jxpath/JXPathContextFactory.java <clinit> 56:56
2021-07-04 05:04:51,992 DEBUG                  - depth 0, hash b5225ea, HEAD~94
2021-07-04 05:04:51,997 DEBUG    [line range] org/apache/commons/jxpath/JXPathContextFactory.java <init> 58:60
2021-07-04 05:04:52,013 DEBUG                  - depth 0, hash bc53a66, HEAD~262
2021-07-04 05:04:52,018 DEBUG    [line range] org/apache/commons/jxpath/JXPathContextFactory.java findFactory 157:241
2021-07-04 05:04:52,034 DEBUG                  - depth 0, hash b5225ea, HEAD~94
2021-07-04 05:04:52,039 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:52,043 DEBUG                  - depth 2, hash 907ab10, HEAD~236
2021-07-04 05:04:52,048 DEBUG                  - depth 3, hash bc53a66, HEAD~262
2021-07-04 05:04:52,052 DEBUG    [line range] org/apache/commons/jxpath/JXPathContextFactory.java newInstance 97:118
2021-07-04 05:04:52,068 DEBUG                  - depth 0, hash b5225ea, HEAD~94
2021-07-04 05:04:52,073 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:52,077 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:52,402 DEBUG    [line range] org/apache/commons/jxpath/PackageFunctions.java <clinit> 74:74
2021-07-04 05:04:52,418 DEBUG                  - depth 0, hash bc53a66, HEAD~262
2021-07-04 05:04:52,424 DEBUG    [line range] org/apache/commons/jxpath/PackageFunctions.java <init> 76:79
2021-07-04 05:04:52,439 DEBUG                  - depth 0, hash 907ab10, HEAD~236
2021-07-04 05:04:52,445 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:52,781 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java <clinit> 57:61
2021-07-04 05:04:52,797 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:52,803 DEBUG                  - depth 1, hash e2fc81a, HEAD~209
2021-07-04 05:04:52,807 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java <init> 49:49
2021-07-04 05:04:52,826 DEBUG                  - depth 0, hash bc53a66, HEAD~262
2021-07-04 05:04:52,832 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java getCurrentPosition 286:288
2021-07-04 05:04:52,852 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:52,857 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:52,861 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java getDocumentOrder 85:90
2021-07-04 05:04:52,878 DEBUG                  - depth 0, hash 2d4907e, HEAD~97
2021-07-04 05:04:52,883 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:52,888 DEBUG                  - depth 2, hash e2fc81a, HEAD~209
2021-07-04 05:04:52,892 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java getJXPathContext 71:73
2021-07-04 05:04:52,911 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:52,916 DEBUG                  - depth 1, hash 989fbe2, HEAD~235
2021-07-04 05:04:52,920 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:52,924 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java getRootContext 272:277
2021-07-04 05:04:52,944 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:52,950 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:52,954 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java getSingleNodePointer 294:302
2021-07-04 05:04:52,974 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:52,979 DEBUG                  - depth 1, hash 112774e, HEAD~228
2021-07-04 05:04:52,983 DEBUG                  - depth 2, hash 989fbe2, HEAD~235
2021-07-04 05:04:52,988 DEBUG                  - depth 3, hash 34b7a47, HEAD~250
2021-07-04 05:04:52,992 DEBUG                  - depth 4, hash bc53a66, HEAD~262
2021-07-04 05:04:52,996 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java hasNext 109:123
2021-07-04 05:04:53,014 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,019 DEBUG                  - depth 1, hash 04d6674, HEAD~147
2021-07-04 05:04:53,023 DEBUG                  - depth 2, hash e2fc81a, HEAD~209
2021-07-04 05:04:53,027 DEBUG                  - depth 3, hash 112774e, HEAD~228
2021-07-04 05:04:53,031 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java isChildOrderingRequired 97:104
2021-07-04 05:04:53,047 DEBUG                  - depth 0, hash 2d4907e, HEAD~97
2021-07-04 05:04:53,052 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java next 128:149
2021-07-04 05:04:53,070 DEBUG                  - depth 0, hash 77af585, HEAD~108
2021-07-04 05:04:53,075 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:53,079 DEBUG                  - depth 2, hash 04d6674, HEAD~147
2021-07-04 05:04:53,083 DEBUG                  - depth 3, hash cc0637b, HEAD~189
2021-07-04 05:04:53,088 DEBUG                  - depth 4, hash e2fc81a, HEAD~209
2021-07-04 05:04:53,092 DEBUG                  - depth 5, hash 112774e, HEAD~228
2021-07-04 05:04:53,096 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java nextSet 314:344
2021-07-04 05:04:53,116 DEBUG                  - depth 0, hash 112774e, HEAD~228
2021-07-04 05:04:53,121 DEBUG                  - depth 1, hash 989fbe2, HEAD~235
2021-07-04 05:04:53,125 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:53,129 DEBUG                  - depth 3, hash 7048cac, HEAD~255
2021-07-04 05:04:53,133 DEBUG                  - depth 4, hash bc53a66, HEAD~262
2021-07-04 05:04:53,138 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java performIteratorStep 154:168
2021-07-04 05:04:53,155 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,161 DEBUG                  - depth 1, hash 04d6674, HEAD~147
2021-07-04 05:04:53,165 DEBUG                  - depth 2, hash cc0637b, HEAD~189
2021-07-04 05:04:53,169 DEBUG                  - depth 3, hash e2fc81a, HEAD~209
2021-07-04 05:04:53,173 DEBUG                  - depth 4, hash 112774e, HEAD~228
2021-07-04 05:04:53,177 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java reset 282:284
2021-07-04 05:04:53,197 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,202 DEBUG                  - depth 1, hash 34b7a47, HEAD~250
2021-07-04 05:04:53,206 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:53,211 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java setPosition 358:361
2021-07-04 05:04:53,231 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,236 DEBUG                  - depth 1, hash 7048cac, HEAD~255
2021-07-04 05:04:53,240 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:53,244 DEBUG    [line range] org/apache/commons/jxpath/ri/EvalContext.java <init> 57:61
2021-07-04 05:04:53,261 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,266 DEBUG                  - depth 1, hash e2fc81a, HEAD~209
2021-07-04 05:04:53,542 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextFactoryReferenceImpl.java <init> 31:32
2021-07-04 05:04:53,558 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,564 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:53,568 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextFactoryReferenceImpl.java newContext 34:40
2021-07-04 05:04:53,584 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:53,589 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:53,992 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java <clinit> 71:71
2021-07-04 05:04:54,012 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:54,018 DEBUG                  - depth 1, hash 34d1c6c, HEAD~231
2021-07-04 05:04:54,022 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:54,026 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java <init> 121:125
2021-07-04 05:04:54,045 DEBUG                  - depth 0, hash 7d07031, HEAD~114
2021-07-04 05:04:54,051 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:54,055 DEBUG                  - depth 2, hash 34d1c6c, HEAD~231
2021-07-04 05:04:54,059 DEBUG                  - depth 3, hash bc53a66, HEAD~262
2021-07-04 05:04:54,063 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java <init> 127:162
2021-07-04 05:04:54,083 DEBUG                  - depth 0, hash 8db08a6, HEAD~41
2021-07-04 05:04:54,088 DEBUG                  - depth 1, hash b1e1383, HEAD~64
2021-07-04 05:04:54,093 DEBUG                  - depth 2, hash 5d2e020, HEAD~82
2021-07-04 05:04:54,097 DEBUG                  - depth 3, hash 7c43512, HEAD~83
2021-07-04 05:04:54,101 DEBUG                  - depth 4, hash 7d07031, HEAD~114
2021-07-04 05:04:54,105 DEBUG                  - depth 5, hash 2327c42, HEAD~131
2021-07-04 05:04:54,109 DEBUG                  - depth 6, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,113 DEBUG                  - depth 7, hash bc53a66, HEAD~262
2021-07-04 05:04:54,118 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java allocateConditionally 710:728
2021-07-04 05:04:54,135 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:54,141 DEBUG                  - depth 1, hash f636a25, HEAD~208
2021-07-04 05:04:54,145 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java compileExpression 208:250
2021-07-04 05:04:54,165 DEBUG                  - depth 0, hash 885fb67, HEAD~95
2021-07-04 05:04:54,170 DEBUG                  - depth 1, hash 77af585, HEAD~108
2021-07-04 05:04:54,174 DEBUG                  - depth 2, hash 7d07031, HEAD~114
2021-07-04 05:04:54,179 DEBUG                  - depth 3, hash 2327c42, HEAD~131
2021-07-04 05:04:54,183 DEBUG                  - depth 4, hash 323e8b2, HEAD~220
2021-07-04 05:04:54,187 DEBUG                  - depth 5, hash aa27fa0, HEAD~227
2021-07-04 05:04:54,191 DEBUG                  - depth 6, hash a6e246c, HEAD~241
2021-07-04 05:04:54,195 DEBUG                  - depth 7, hash bc53a66, HEAD~262
2021-07-04 05:04:54,199 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java createNodeFactoryArray 164:177
2021-07-04 05:04:54,218 DEBUG                  - depth 0, hash 34d1c6c, HEAD~231
2021-07-04 05:04:54,224 DEBUG                  - depth 1, hash 989fbe2, HEAD~235
2021-07-04 05:04:54,228 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,232 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getAbsoluteRootContext 615:618
2021-07-04 05:04:54,251 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:54,257 DEBUG                  - depth 1, hash 7d07031, HEAD~114
2021-07-04 05:04:54,261 DEBUG                  - depth 2, hash 2327c42, HEAD~131
2021-07-04 05:04:54,265 DEBUG                  - depth 3, hash 632e722, HEAD~201
2021-07-04 05:04:54,269 DEBUG                  - depth 4, hash a6e246c, HEAD~241
2021-07-04 05:04:54,273 DEBUG                  - depth 5, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,277 DEBUG                  - depth 6, hash 3ec25ca, HEAD~253
2021-07-04 05:04:54,282 DEBUG                  - depth 7, hash bc53a66, HEAD~262
2021-07-04 05:04:54,286 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getAbsoluteRootPointer 606:608
2021-07-04 05:04:54,305 DEBUG                  - depth 0, hash 9d0a382, HEAD~106
2021-07-04 05:04:54,310 DEBUG                  - depth 1, hash 77af585, HEAD~108
2021-07-04 05:04:54,315 DEBUG                  - depth 2, hash 7d07031, HEAD~114
2021-07-04 05:04:54,319 DEBUG                  - depth 3, hash 2cff9ca, HEAD~117
2021-07-04 05:04:54,323 DEBUG                  - depth 4, hash a6e246c, HEAD~241
2021-07-04 05:04:54,327 DEBUG                  - depth 5, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,331 DEBUG                  - depth 6, hash 3ec25ca, HEAD~253
2021-07-04 05:04:54,335 DEBUG                  - depth 7, hash bc53a66, HEAD~262
2021-07-04 05:04:54,339 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getCompiler 200:202
2021-07-04 05:04:54,357 DEBUG                  - depth 0, hash 77af585, HEAD~108
2021-07-04 05:04:54,362 DEBUG                  - depth 1, hash 7d07031, HEAD~114
2021-07-04 05:04:54,366 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getContextPointer 602:604
2021-07-04 05:04:54,386 DEBUG                  - depth 0, hash 9d0a382, HEAD~106
2021-07-04 05:04:54,391 DEBUG                  - depth 1, hash 77af585, HEAD~108
2021-07-04 05:04:54,396 DEBUG                  - depth 2, hash 7d07031, HEAD~114
2021-07-04 05:04:54,400 DEBUG                  - depth 3, hash 2cff9ca, HEAD~117
2021-07-04 05:04:54,404 DEBUG                  - depth 4, hash a6e246c, HEAD~241
2021-07-04 05:04:54,408 DEBUG                  - depth 5, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,412 DEBUG                  - depth 6, hash 3ec25ca, HEAD~253
2021-07-04 05:04:54,416 DEBUG                  - depth 7, hash bc53a66, HEAD~262
2021-07-04 05:04:54,420 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getDefaultNamespaceURI 691:700
2021-07-04 05:04:54,436 DEBUG                  - depth 0, hash 413edb7, HEAD~20
2021-07-04 05:04:54,442 DEBUG                  - depth 1, hash 39b19d3, HEAD~28
2021-07-04 05:04:54,446 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getEvalContext 610:613
2021-07-04 05:04:54,466 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:54,471 DEBUG                  - depth 1, hash 7d07031, HEAD~114
2021-07-04 05:04:54,475 DEBUG                  - depth 2, hash 2cff9ca, HEAD~117
2021-07-04 05:04:54,479 DEBUG                  - depth 3, hash a6e246c, HEAD~241
2021-07-04 05:04:54,484 DEBUG                  - depth 4, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,488 DEBUG                  - depth 5, hash 3ec25ca, HEAD~253
2021-07-04 05:04:54,492 DEBUG                  - depth 6, hash bc53a66, HEAD~262
2021-07-04 05:04:54,496 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getNamespaceResolver 685:689
2021-07-04 05:04:54,512 DEBUG                  - depth 0, hash 413edb7, HEAD~20
2021-07-04 05:04:54,517 DEBUG                  - depth 1, hash 39b19d3, HEAD~28
2021-07-04 05:04:54,522 DEBUG                  - depth 2, hash b1e1383, HEAD~64
2021-07-04 05:04:54,526 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getNodePointerFactories 191:193
2021-07-04 05:04:54,545 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:54,551 DEBUG                  - depth 1, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,555 DEBUG                  - depth 2, hash bc53a66, HEAD~262
2021-07-04 05:04:54,559 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getPointer 404:406
2021-07-04 05:04:54,579 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:54,584 DEBUG                  - depth 1, hash aa27fa0, HEAD~227
2021-07-04 05:04:54,589 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,593 DEBUG                  - depth 3, hash bc53a66, HEAD~262
2021-07-04 05:04:54,597 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java getPointer 408:423
2021-07-04 05:04:54,617 DEBUG                  - depth 0, hash c5808a9, HEAD~26
2021-07-04 05:04:54,622 DEBUG                  - depth 1, hash 5d2e020, HEAD~82
2021-07-04 05:04:54,627 DEBUG                  - depth 2, hash 7c43512, HEAD~83
2021-07-04 05:04:54,631 DEBUG                  - depth 3, hash 6f2f15a, HEAD~92
2021-07-04 05:04:54,635 DEBUG                  - depth 4, hash 7d07031, HEAD~114
2021-07-04 05:04:54,639 DEBUG                  - depth 5, hash 2327c42, HEAD~131
2021-07-04 05:04:54,643 DEBUG                  - depth 6, hash 508b814, HEAD~179
2021-07-04 05:04:54,648 DEBUG                  - depth 7, hash 323e8b2, HEAD~220
2021-07-04 05:04:54,652 DEBUG                  - depth 8, hash aa27fa0, HEAD~227
2021-07-04 05:04:54,656 DEBUG                  - depth 9, hash 989fbe2, HEAD~235
2021-07-04 05:04:54,660 DEBUG                  - depth 10, hash a6e246c, HEAD~241
2021-07-04 05:04:54,664 DEBUG                  - depth 11, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,668 DEBUG                  - depth 12, hash 3ec25ca, HEAD~253
2021-07-04 05:04:54,673 DEBUG                  - depth 13, hash 7048cac, HEAD~255
2021-07-04 05:04:54,677 DEBUG                  - depth 14, hash bc53a66, HEAD~262
2021-07-04 05:04:54,681 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java registerNamespace 663:668
2021-07-04 05:04:54,697 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:54,703 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java <init> 164:177
2021-07-04 05:04:54,721 DEBUG                  - depth 0, hash 34d1c6c, HEAD~231
2021-07-04 05:04:54,727 DEBUG                  - depth 1, hash 989fbe2, HEAD~235
2021-07-04 05:04:54,731 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:54,735 DEBUG    [line range] org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java compare 164:177
2021-07-04 05:04:54,754 DEBUG                  - depth 0, hash 34d1c6c, HEAD~231
2021-07-04 05:04:54,760 DEBUG                  - depth 1, hash 989fbe2, HEAD~235
2021-07-04 05:04:54,764 DEBUG                  - depth 2, hash 34b7a47, HEAD~250
2021-07-04 05:04:55,088 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java <init> 36:36
2021-07-04 05:04:55,103 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:55,109 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java isSealed 128:130
2021-07-04 05:04:55,124 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:55,129 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java registerDefaultNamespaceURI 124:126
2021-07-04 05:04:55,144 DEBUG                  - depth 0, hash 413edb7, HEAD~20
2021-07-04 05:04:55,150 DEBUG                  - depth 1, hash 39b19d3, HEAD~28
2021-07-04 05:04:55,154 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java registerNamespace 52:55
2021-07-04 05:04:55,169 DEBUG                  - depth 0, hash 9c73abd, HEAD~54
2021-07-04 05:04:55,175 DEBUG                  - depth 1, hash b1e1383, HEAD~64
2021-07-04 05:04:55,179 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java seal 132:137
2021-07-04 05:04:55,194 DEBUG                  - depth 0, hash 8db08a6, HEAD~41
2021-07-04 05:04:55,200 DEBUG                  - depth 1, hash b1e1383, HEAD~64
2021-07-04 05:04:55,204 DEBUG    [line range] org/apache/commons/jxpath/ri/NamespaceResolver.java setNamespaceContextPointer 60:62
2021-07-04 05:04:55,219 DEBUG                  - depth 0, hash b1e1383, HEAD~64
2021-07-04 05:04:55,524 DEBUG    [line range] org/apache/commons/jxpath/ri/Parser.java <clinit> 34:34
2021-07-04 05:04:55,540 DEBUG                  - depth 0, hash 34d1c6c, HEAD~231
2021-07-04 05:04:55,545 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:55,550 DEBUG    [line range] org/apache/commons/jxpath/ri/Parser.java parseExpression 40:71
2021-07-04 05:04:55,565 DEBUG                  - depth 0, hash c5808a9, HEAD~26
2021-07-04 05:04:55,571 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:55,575 DEBUG                  - depth 2, hash 34d1c6c, HEAD~231
2021-07-04 05:04:55,579 DEBUG                  - depth 3, hash bc53a66, HEAD~262
2021-07-04 05:04:55,877 DEBUG    [line range] org/apache/commons/jxpath/ri/QName.java <init> 43:46
2021-07-04 05:04:55,895 DEBUG                  - depth 0, hash cccfd4a, HEAD~93
2021-07-04 05:04:55,901 DEBUG                  - depth 1, hash 2327c42, HEAD~131
2021-07-04 05:04:55,905 DEBUG                  - depth 2, hash d93e05d, HEAD~155
2021-07-04 05:04:55,909 DEBUG                  - depth 3, hash bc53a66, HEAD~262
2021-07-04 05:04:55,913 DEBUG    [line range] org/apache/commons/jxpath/ri/QName.java getName 52:54
2021-07-04 05:04:55,931 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:55,937 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:55,941 DEBUG    [line range] org/apache/commons/jxpath/ri/QName.java getPrefix 48:50
2021-07-04 05:04:55,959 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:55,965 DEBUG                  - depth 1, hash bc53a66, HEAD~262
2021-07-04 05:04:56,263 DEBUG    [line range] org/apache/commons/jxpath/ri/axes/AttributeContext.java <init> 34:34
2021-07-04 05:04:56,280 DEBUG                  - depth 0, hash 207c6dd, HEAD~260
2021-07-04 05:04:56,285 DEBUG    [line range] org/apache/commons/jxpath/ri/axes/AttributeContext.java getCurrentNodePointer 47:49
2021-07-04 05:04:56,301 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:56,307 DEBUG                  - depth 1, hash 207c6dd, HEAD~260
2021-07-04 05:04:56,311 DEBUG    [line range] org/apache/commons/jxpath/ri/axes/AttributeContext.java nextNode 70:90
2021-07-04 05:04:56,327 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:56,333 DEBUG                  - depth 1, hash f293948, HEAD~229
2021-07-04 05:04:56,337 DEBUG                  - depth 2, hash 7048cac, HEAD~255
2021-07-04 05:04:56,341 DEBUG                  - depth 3, hash 207c6dd, HEAD~260
2021-07-04 05:04:56,346 DEBUG    [line range] org/apache/commons/jxpath/ri/axes/AttributeContext.java reset 51:55
2021-07-04 05:04:56,362 DEBUG                  - depth 0, hash 2327c42, HEAD~131
2021-07-04 05:04:56,367 DEBUG                  - depth 1, hash 34b7a47, HEAD~250
