2021-07-03 20:15:19,929 INFO     Search BICs for /tmp/Codec-11b/
2021-07-03 20:15:21,396 DEBUG                  - depth 2, hash 7654453, HEAD~735
2021-07-03 20:15:21,401 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java getDefaultCharset 360:362
2021-07-03 20:15:21,437 DEBUG                  - depth 0, hash 7654453, HEAD~735
2021-07-03 20:15:21,721 DEBUG    [line range] org/apache/commons/codec/net/Utils.java digit16 41:47
2021-07-03 20:15:21,752 DEBUG                  - depth 0, hash ec31d79, HEAD~162
2021-07-03 20:15:21,758 DEBUG                  - depth 1, hash 4ea5032, HEAD~392
2021-07-03 20:15:21,762 DEBUG                  - depth 2, hash 93dcc36, HEAD~394
2021-07-03 20:15:21,766 DEBUG                  - depth 3, hash bdf8b56, HEAD~395
2021-07-03 20:15:21,770 DEBUG                  - depth 4, hash 91a01c9, HEAD~414
2021-07-03 20:15:21,774 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java newString 185:194
2021-07-03 20:15:21,811 DEBUG                  - depth 0, hash e17d5c5, HEAD~390
2021-07-03 20:15:21,816 DEBUG                  - depth 1, hash 20a88d9, HEAD~406
2021-07-03 20:15:21,820 DEBUG                  - depth 2, hash d6ce22b, HEAD~443
2021-07-03 20:15:21,824 DEBUG                  - depth 3, hash 4d67ff2, HEAD~444
2021-07-03 20:15:21,829 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java newStringUsAscii 222:224
2021-07-03 20:15:21,867 DEBUG                  - depth 0, hash 20a88d9, HEAD~406
2021-07-03 20:15:21,872 DEBUG                  - depth 1, hash a952f09, HEAD~409
2021-07-03 20:15:21,876 DEBUG                  - depth 2, hash d6ce22b, HEAD~443
2021-07-03 20:15:21,880 DEBUG                  - depth 3, hash 4d67ff2, HEAD~444
2021-07-03 20:15:21,884 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java encode 251:260
2021-07-03 20:15:21,921 DEBUG                  - depth 0, hash f7e1454, HEAD~413
2021-07-03 20:15:21,926 DEBUG                  - depth 1, hash 8fe4269, HEAD~723
2021-07-03 20:15:21,930 DEBUG                  - depth 2, hash 7654453, HEAD~735
2021-07-03 20:15:21,935 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java encode 381:386
2021-07-03 20:15:21,972 DEBUG                  - depth 0, hash 20a88d9, HEAD~406
2021-07-03 20:15:21,977 DEBUG                  - depth 1, hash 4d67ff2, HEAD~444
2021-07-03 20:15:21,981 DEBUG                  - depth 2, hash 6d998a1, HEAD~655
2021-07-03 20:15:21,986 DEBUG                  - depth 3, hash 8fe4269, HEAD~723
2021-07-03 20:15:21,990 DEBUG                  - depth 4, hash 7654453, HEAD~735
2021-07-03 20:15:21,994 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java encode 211:213
2021-07-03 20:15:22,031 DEBUG                  - depth 0, hash 8fe4269, HEAD~723
2021-07-03 20:15:22,036 DEBUG                  - depth 1, hash 7654453, HEAD~735
2021-07-03 20:15:22,041 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java encodeQuotedPrintable 118:124
2021-07-03 20:15:22,078 DEBUG                  - depth 0, hash 8fe4269, HEAD~723
2021-07-03 20:15:22,083 DEBUG                  - depth 1, hash 7654453, HEAD~735
2021-07-03 20:15:22,087 DEBUG    [line range] org/apache/commons/codec/net/QuotedPrintableCodec.java encodeQuotedPrintable 140:160
2021-07-03 20:15:22,125 DEBUG                  - depth 0, hash acf70b3, HEAD~133
2021-07-03 20:15:22,131 DEBUG                  - depth 1, hash 8fe4269, HEAD~723
2021-07-03 20:15:22,135 DEBUG                  - depth 2, hash 7654453, HEAD~735
2021-07-03 20:15:22,139 INFO     The number of BIC candidates: 21
