2021-07-03 20:17:19,290 INFO     Search BICs for /tmp/Codec-15b/
2021-07-03 20:17:20,143 DEBUG                  - depth 1, hash 57d1317, HEAD~1181
2021-07-03 20:17:20,147 DEBUG                  - depth 2, hash e398498, HEAD~1182
2021-07-03 20:17:20,151 DEBUG                  - depth 3, hash af5537c, HEAD~1288
2021-07-03 20:17:20,155 DEBUG                  - depth 4, hash f095ceb, HEAD~1319
2021-07-03 20:17:20,159 DEBUG                  - depth 5, hash 6b0e453, HEAD~1324
2021-07-03 20:17:20,164 DEBUG                  - depth 6, hash 71205dd, HEAD~1431
2021-07-03 20:17:20,168 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java soundex 258:282
2021-07-03 20:17:20,222 DEBUG                  - depth 0, hash ab1ee1b, HEAD~248
2021-07-03 20:17:20,228 DEBUG                  - depth 1, hash 8f868d0, HEAD~425
2021-07-03 20:17:20,232 DEBUG                  - depth 2, hash 519cfe5, HEAD~1141
2021-07-03 20:17:20,236 DEBUG                  - depth 3, hash 899036a, HEAD~1284
2021-07-03 20:17:20,240 DEBUG                  - depth 4, hash af5537c, HEAD~1288
2021-07-03 20:17:20,244 DEBUG                  - depth 5, hash f095ceb, HEAD~1319
2021-07-03 20:17:20,248 DEBUG                  - depth 6, hash 6b0e453, HEAD~1324
2021-07-03 20:17:20,252 DEBUG                  - depth 7, hash 9da7d2a, HEAD~1325
2021-07-03 20:17:20,555 DEBUG    [line range] org/apache/commons/codec/language/SoundexUtils.java clean 41:57
2021-07-03 20:17:20,604 DEBUG                  - depth 0, hash ab1ee1b, HEAD~248
2021-07-03 20:17:20,609 DEBUG                  - depth 1, hash 52d82d1, HEAD~1019
2021-07-03 20:17:20,613 DEBUG                  - depth 2, hash 899036a, HEAD~1284
2021-07-03 20:17:20,618 INFO     The number of BIC candidates: 23
