2021-07-03 20:54:30,317 INFO     Search BICs for /tmp/Gson-2b/
2021-07-03 20:54:31,757 DEBUG                  - depth 1, hash 1794182, HEAD~353
2021-07-03 20:54:31,761 DEBUG                  - depth 2, hash aa2f61b, HEAD~357
2021-07-03 20:54:31,765 DEBUG                  - depth 3, hash f89e92a, HEAD~364
2021-07-03 20:54:31,769 DEBUG                  - depth 4, hash d3f927e, HEAD~415
2021-07-03 20:54:31,773 DEBUG                  - depth 5, hash 46e65a7, HEAD~431
2021-07-03 20:54:31,778 DEBUG                  - depth 6, hash c71e61c, HEAD~449
2021-07-03 20:54:31,782 DEBUG                  - depth 7, hash a98d6ea, HEAD~455
2021-07-03 20:54:31,786 DEBUG                  - depth 8, hash 25c6ae1, HEAD~457
2021-07-03 20:54:31,790 DEBUG                  - depth 9, hash aa06705, HEAD~500
2021-07-03 20:54:31,794 DEBUG                  - depth 10, hash 114633f, HEAD~668
2021-07-03 20:54:31,798 DEBUG                  - depth 11, hash b883f8f, HEAD~676
2021-07-03 20:54:31,802 DEBUG                  - depth 12, hash 2b9f81e, HEAD~677
2021-07-03 20:54:31,806 DEBUG                  - depth 13, hash dea7ab8, HEAD~755
2021-07-03 20:54:31,810 DEBUG                  - depth 14, hash 2b1f3ee, HEAD~784
2021-07-03 20:54:31,814 DEBUG                  - depth 15, hash 747e3c3, HEAD~790
2021-07-03 20:54:31,818 DEBUG                  - depth 16, hash 839b0c2, HEAD~885
2021-07-03 20:54:31,822 DEBUG                  - depth 17, hash 6d50bce, HEAD~938
2021-07-03 20:54:31,826 DEBUG                  - depth 18, hash b2b2e5d, HEAD~964
2021-07-03 20:54:31,830 DEBUG                  - depth 19, hash 764e4d9, HEAD~981
2021-07-03 20:54:31,834 DEBUG                  - depth 20, hash 458f2ba, HEAD~1004
2021-07-03 20:54:31,838 DEBUG                  - depth 21, hash 51881c7, HEAD~1011
2021-07-03 20:54:31,842 DEBUG                  - depth 22, hash cf2a457, HEAD~1055
2021-07-03 20:54:31,846 DEBUG                  - depth 23, hash cc90a68, HEAD~1070
2021-07-03 20:54:31,850 DEBUG                  - depth 24, hash 9dfa454, HEAD~1076
2021-07-03 20:54:31,854 DEBUG                  - depth 25, hash 57d1f32, HEAD~1112
2021-07-03 20:54:31,859 DEBUG    [line range] com/google/gson/Gson.java <init> 112:113
2021-07-03 20:54:31,912 DEBUG                  - depth 0, hash 1e18dce, HEAD~187
2021-07-03 20:54:31,918 DEBUG                  - depth 1, hash 7e76014, HEAD~372
2021-07-03 20:54:31,922 DEBUG    [line range] com/google/gson/Gson.java assertFullConsumption 784:794
2021-07-03 20:54:31,988 DEBUG                  - depth 0, hash 1c5f513, HEAD~702
2021-07-03 20:54:31,994 DEBUG                  - depth 1, hash 0a3f5fa, HEAD~707
2021-07-03 20:54:31,998 DEBUG                  - depth 2, hash 7d055fc, HEAD~719
2021-07-03 20:54:32,002 DEBUG                  - depth 3, hash 32afd1a, HEAD~726
2021-07-03 20:54:32,006 DEBUG                  - depth 4, hash 747e3c3, HEAD~790
2021-07-03 20:54:32,010 DEBUG                  - depth 5, hash fa40b4c, HEAD~792
2021-07-03 20:54:32,014 DEBUG                  - depth 6, hash 7a7bbf7, HEAD~800
2021-07-03 20:54:32,018 DEBUG                  - depth 7, hash 29ab864, HEAD~922
2021-07-03 20:54:32,022 DEBUG                  - depth 8, hash abf4ab2, HEAD~941
2021-07-03 20:54:32,026 DEBUG                  - depth 9, hash 6e59e50, HEAD~942
2021-07-03 20:54:32,030 DEBUG                  - depth 10, hash 5c6d5a0, HEAD~950
2021-07-03 20:54:32,035 DEBUG                  - depth 11, hash 2034090, HEAD~956
2021-07-03 20:54:32,039 DEBUG                  - depth 12, hash 2c7cc62, HEAD~979
2021-07-03 20:54:32,043 DEBUG                  - depth 13, hash cf2a457, HEAD~1055
2021-07-03 20:54:32,047 DEBUG                  - depth 14, hash 9dfa454, HEAD~1076
2021-07-03 20:54:32,051 DEBUG                  - depth 15, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,055 DEBUG    [line range] com/google/gson/Gson.java doubleAdapter 250:272
2021-07-03 20:54:32,114 DEBUG                  - depth 0, hash f602bce, HEAD~338
2021-07-03 20:54:32,119 DEBUG                  - depth 1, hash bc68d72, HEAD~349
2021-07-03 20:54:32,123 DEBUG                  - depth 2, hash 0e02cbb, HEAD~401
2021-07-03 20:54:32,127 DEBUG                  - depth 3, hash 25c6ae1, HEAD~457
2021-07-03 20:54:32,131 DEBUG                  - depth 4, hash 9db0c53, HEAD~475
2021-07-03 20:54:32,135 DEBUG                  - depth 5, hash 1885ba7, HEAD~498
2021-07-03 20:54:32,140 DEBUG    [line range] com/google/gson/Gson.java floatAdapter 274:296
2021-07-03 20:54:32,197 DEBUG                  - depth 0, hash f602bce, HEAD~338
2021-07-03 20:54:32,202 DEBUG                  - depth 1, hash bc68d72, HEAD~349
2021-07-03 20:54:32,206 DEBUG                  - depth 2, hash 0e02cbb, HEAD~401
2021-07-03 20:54:32,211 DEBUG                  - depth 3, hash 25c6ae1, HEAD~457
2021-07-03 20:54:32,215 DEBUG                  - depth 4, hash 9db0c53, HEAD~475
2021-07-03 20:54:32,219 DEBUG                  - depth 5, hash 1885ba7, HEAD~498
2021-07-03 20:54:32,223 DEBUG    [line range] com/google/gson/Gson.java fromJson 804:833
2021-07-03 20:54:32,287 DEBUG                  - depth 0, hash af4879d, HEAD~186
2021-07-03 20:54:32,293 DEBUG                  - depth 1, hash 22c835f, HEAD~188
2021-07-03 20:54:32,297 DEBUG                  - depth 2, hash fd4fbe4, HEAD~189
2021-07-03 20:54:32,301 DEBUG                  - depth 3, hash c25278b, HEAD~191
2021-07-03 20:54:32,305 DEBUG                  - depth 4, hash 7e76014, HEAD~372
2021-07-03 20:54:32,309 DEBUG                  - depth 5, hash 016261d, HEAD~388
2021-07-03 20:54:32,313 DEBUG                  - depth 6, hash 25c6ae1, HEAD~457
2021-07-03 20:54:32,317 DEBUG                  - depth 7, hash 9980191, HEAD~470
2021-07-03 20:54:32,321 DEBUG                  - depth 8, hash bafc43a, HEAD~486
2021-07-03 20:54:32,325 DEBUG                  - depth 9, hash 84c7140, HEAD~487
2021-07-03 20:54:32,330 DEBUG                  - depth 10, hash 10db917, HEAD~740
2021-07-03 20:54:32,334 DEBUG                  - depth 11, hash 747e3c3, HEAD~790
2021-07-03 20:54:32,338 DEBUG                  - depth 12, hash fa40b4c, HEAD~792
2021-07-03 20:54:32,342 DEBUG                  - depth 13, hash 7a7bbf7, HEAD~800
2021-07-03 20:54:32,346 DEBUG                  - depth 14, hash 29ab864, HEAD~922
2021-07-03 20:54:32,350 DEBUG                  - depth 15, hash abf4ab2, HEAD~941
2021-07-03 20:54:32,354 DEBUG                  - depth 16, hash 6e59e50, HEAD~942
2021-07-03 20:54:32,358 DEBUG                  - depth 17, hash 5c6d5a0, HEAD~950
2021-07-03 20:54:32,362 DEBUG                  - depth 18, hash 2034090, HEAD~956
2021-07-03 20:54:32,367 DEBUG                  - depth 19, hash 2c7cc62, HEAD~979
2021-07-03 20:54:32,371 DEBUG                  - depth 20, hash cf2a457, HEAD~1055
2021-07-03 20:54:32,375 DEBUG                  - depth 21, hash 9dfa454, HEAD~1076
2021-07-03 20:54:32,379 DEBUG                  - depth 22, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,383 DEBUG    [line range] com/google/gson/Gson.java fromJson 776:782
2021-07-03 20:54:32,449 DEBUG                  - depth 0, hash 756131d, HEAD~337
2021-07-03 20:54:32,455 DEBUG                  - depth 1, hash a92cf39, HEAD~380
2021-07-03 20:54:32,459 DEBUG                  - depth 2, hash de727d8, HEAD~407
2021-07-03 20:54:32,463 DEBUG                  - depth 3, hash 1c5f513, HEAD~702
2021-07-03 20:54:32,467 DEBUG                  - depth 4, hash 0a3f5fa, HEAD~707
2021-07-03 20:54:32,471 DEBUG                  - depth 5, hash 7d055fc, HEAD~719
2021-07-03 20:54:32,475 DEBUG                  - depth 6, hash 32afd1a, HEAD~726
2021-07-03 20:54:32,479 DEBUG                  - depth 7, hash 10db917, HEAD~740
2021-07-03 20:54:32,483 DEBUG                  - depth 8, hash 747e3c3, HEAD~790
2021-07-03 20:54:32,488 DEBUG                  - depth 9, hash fa40b4c, HEAD~792
2021-07-03 20:54:32,492 DEBUG                  - depth 10, hash 7a7bbf7, HEAD~800
2021-07-03 20:54:32,496 DEBUG                  - depth 11, hash 29ab864, HEAD~922
2021-07-03 20:54:32,500 DEBUG                  - depth 12, hash abf4ab2, HEAD~941
2021-07-03 20:54:32,504 DEBUG                  - depth 13, hash 6e59e50, HEAD~942
2021-07-03 20:54:32,508 DEBUG                  - depth 14, hash 5c6d5a0, HEAD~950
2021-07-03 20:54:32,512 DEBUG                  - depth 15, hash 2034090, HEAD~956
2021-07-03 20:54:32,517 DEBUG                  - depth 16, hash 2c7cc62, HEAD~979
2021-07-03 20:54:32,521 DEBUG                  - depth 17, hash cf2a457, HEAD~1055
2021-07-03 20:54:32,525 DEBUG                  - depth 18, hash 9dfa454, HEAD~1076
2021-07-03 20:54:32,529 DEBUG                  - depth 19, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,533 DEBUG    [line range] com/google/gson/Gson.java fromJson 699:702
2021-07-03 20:54:32,599 DEBUG                  - depth 0, hash 5bc80cd, HEAD~622
2021-07-03 20:54:32,604 DEBUG                  - depth 1, hash 4efb133, HEAD~626
2021-07-03 20:54:32,608 DEBUG                  - depth 2, hash 10db917, HEAD~740
2021-07-03 20:54:32,612 DEBUG                  - depth 3, hash c8c3a69, HEAD~758
2021-07-03 20:54:32,616 DEBUG                  - depth 4, hash 20d895f, HEAD~759
2021-07-03 20:54:32,621 DEBUG                  - depth 5, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,625 DEBUG    [line range] com/google/gson/Gson.java fromJson 722:730
2021-07-03 20:54:32,691 DEBUG                  - depth 0, hash 2cbddbb, HEAD~382
2021-07-03 20:54:32,696 DEBUG                  - depth 1, hash 016261d, HEAD~388
2021-07-03 20:54:32,700 DEBUG                  - depth 2, hash 9980191, HEAD~470
2021-07-03 20:54:32,704 DEBUG                  - depth 3, hash 84c7140, HEAD~487
2021-07-03 20:54:32,708 DEBUG                  - depth 4, hash 10db917, HEAD~740
2021-07-03 20:54:32,712 DEBUG                  - depth 5, hash d3eda04, HEAD~774
2021-07-03 20:54:32,716 DEBUG                  - depth 6, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,721 DEBUG    [line range] com/google/gson/Gson.java getAdapter 334:375
2021-07-03 20:54:32,775 DEBUG                  - depth 0, hash 6dc6b4b, HEAD~178
2021-07-03 20:54:32,780 DEBUG                  - depth 1, hash 1e18dce, HEAD~187
2021-07-03 20:54:32,784 DEBUG                  - depth 2, hash d7fbac0, HEAD~303
2021-07-03 20:54:32,788 DEBUG                  - depth 3, hash 756131d, HEAD~337
2021-07-03 20:54:32,792 DEBUG                  - depth 4, hash 4c06b01, HEAD~346
2021-07-03 20:54:32,796 DEBUG                  - depth 5, hash 7e76014, HEAD~372
2021-07-03 20:54:32,801 DEBUG    [line range] com/google/gson/Gson.java longAdapter 306:326
2021-07-03 20:54:32,867 DEBUG                  - depth 0, hash f602bce, HEAD~338
2021-07-03 20:54:32,872 DEBUG                  - depth 1, hash bc68d72, HEAD~349
2021-07-03 20:54:32,876 DEBUG                  - depth 2, hash 0e02cbb, HEAD~401
2021-07-03 20:54:32,880 DEBUG                  - depth 3, hash 25c6ae1, HEAD~457
2021-07-03 20:54:32,884 DEBUG                  - depth 4, hash 9db0c53, HEAD~475
2021-07-03 20:54:32,888 DEBUG                  - depth 5, hash aa06705, HEAD~500
2021-07-03 20:54:32,892 DEBUG                  - depth 6, hash f276d13, HEAD~509
2021-07-03 20:54:32,896 DEBUG                  - depth 7, hash 3331dcd, HEAD~510
2021-07-03 20:54:32,900 DEBUG                  - depth 8, hash 37abcf3, HEAD~511
2021-07-03 20:54:32,904 DEBUG                  - depth 9, hash 57d1f32, HEAD~1112
2021-07-03 20:54:32,908 DEBUG    [line range] com/google/gson/Gson.java <init> 126:131
2021-07-03 20:54:32,962 DEBUG                  - depth 0, hash 756131d, HEAD~337
2021-07-03 20:54:32,968 DEBUG                  - depth 1, hash d391584, HEAD~369
2021-07-03 20:54:32,972 DEBUG    [line range] com/google/gson/Gson.java write 250:272
2021-07-03 20:54:33,030 DEBUG                  - depth 0, hash f602bce, HEAD~338
2021-07-03 20:54:33,035 DEBUG                  - depth 1, hash bc68d72, HEAD~349
2021-07-03 20:54:33,039 DEBUG                  - depth 2, hash 0e02cbb, HEAD~401
2021-07-03 20:54:33,043 DEBUG                  - depth 3, hash 25c6ae1, HEAD~457
2021-07-03 20:54:33,047 DEBUG                  - depth 4, hash 9db0c53, HEAD~475
2021-07-03 20:54:33,052 DEBUG                  - depth 5, hash 1885ba7, HEAD~498
2021-07-03 20:54:33,056 DEBUG    [line range] com/google/gson/Gson.java setDelegate 885:890
2021-07-03 20:54:33,108 DEBUG                  - depth 0, hash 7e76014, HEAD~372
2021-07-03 20:54:33,432 DEBUG    [single line]   com/google/gson/JsonElement.java <init> 33
2021-07-03 20:54:33,479 DEBUG                  - depth 0, hash 57d1f32, HEAD~1112
2021-07-03 20:54:33,816 DEBUG    [line range] com/google/gson/JsonPrimitive.java <clinit> 35:37
2021-07-03 20:54:33,865 DEBUG                  - depth 0, hash b506183, HEAD~1039
2021-07-03 20:54:33,870 DEBUG    [line range] com/google/gson/JsonPrimitive.java <init> 64:66
2021-07-03 20:54:33,918 DEBUG                  - depth 0, hash 93b0008, HEAD~880
2021-07-03 20:54:33,923 DEBUG                  - depth 1, hash 57d1f32, HEAD~1112
2021-07-03 20:54:33,927 DEBUG    [line range] com/google/gson/JsonPrimitive.java isPrimitiveOrString 273:285
2021-07-03 20:54:33,976 DEBUG                  - depth 0, hash b506183, HEAD~1039
2021-07-03 20:54:33,982 DEBUG    [line range] com/google/gson/JsonPrimitive.java setValue 93:104
2021-07-03 20:54:34,030 DEBUG                  - depth 0, hash c8bd121, HEAD~603
2021-07-03 20:54:34,035 DEBUG                  - depth 1, hash 4efb133, HEAD~626
2021-07-03 20:54:34,039 DEBUG                  - depth 2, hash 5ae7e1f, HEAD~1035
2021-07-03 20:54:34,043 DEBUG                  - depth 3, hash b506183, HEAD~1039
2021-07-03 20:54:34,048 DEBUG                  - depth 4, hash 57d1f32, HEAD~1112
2021-07-03 20:54:34,325 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 27
2021-07-03 20:54:34,372 DEBUG                  - depth 0, hash e2cfc0c, HEAD~991
2021-07-03 20:54:34,377 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 34
2021-07-03 20:54:34,423 DEBUG                  - depth 0, hash a00c5ff, HEAD~367
2021-07-03 20:54:34,428 DEBUG                  - depth 1, hash e2cfc0c, HEAD~991
2021-07-03 20:54:34,432 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <clinit> 45
2021-07-03 20:54:34,478 DEBUG                  - depth 0, hash a00c5ff, HEAD~367
2021-07-03 20:54:34,483 DEBUG                  - depth 1, hash e2cfc0c, HEAD~991
2021-07-03 20:54:34,488 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 34
2021-07-03 20:54:34,534 DEBUG                  - depth 0, hash a00c5ff, HEAD~367
2021-07-03 20:54:34,540 DEBUG                  - depth 1, hash e2cfc0c, HEAD~991
2021-07-03 20:54:34,544 DEBUG    [single line]   com/google/gson/LongSerializationPolicy.java <init> 45
2021-07-03 20:54:34,590 DEBUG                  - depth 0, hash a00c5ff, HEAD~367
2021-07-03 20:54:34,595 DEBUG                  - depth 1, hash e2cfc0c, HEAD~991
2021-07-03 20:54:34,914 DEBUG    [single line]   com/google/gson/TypeAdapter.java <init> 119
2021-07-03 20:54:34,961 DEBUG                  - depth 0, hash c5f1df1, HEAD~528
2021-07-03 20:54:35,314 DEBUG    [line range] com/google/gson/internal/ConstructorConstructor.java <init> 47:49
2021-07-03 20:54:35,362 DEBUG                  - depth 0, hash 1794182, HEAD~353
2021-07-03 20:54:35,368 DEBUG                  - depth 1, hash d391584, HEAD~369
2021-07-03 20:54:35,372 DEBUG                  - depth 2, hash 25c6ae1, HEAD~457
2021-07-03 20:54:35,711 DEBUG    [line range] com/google/gson/internal/Excluder.java <clinit> 52:52
2021-07-03 20:54:35,758 DEBUG                  - depth 0, hash aa2f61b, HEAD~357
2021-07-03 20:54:35,764 DEBUG    [line range] com/google/gson/internal/Excluder.java <init> 54:54
2021-07-03 20:54:35,809 DEBUG                  - depth 0, hash aa2f61b, HEAD~357
2021-07-03 20:54:35,815 DEBUG    [single line]   com/google/gson/internal/Excluder.java clone 50
2021-07-03 20:54:35,860 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:35,866 DEBUG                  - depth 1, hash aa2f61b, HEAD~357
2021-07-03 20:54:36,154 DEBUG    [single line]   com/google/gson/internal/JsonReaderInternalAccess.java <init> 25
2021-07-03 20:54:36,199 DEBUG                  - depth 0, hash 852cd72, HEAD~345
2021-07-03 20:54:36,517 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <clinit> 39:52
2021-07-03 20:54:36,564 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:36,570 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:36,574 DEBUG                  - depth 2, hash f777a19, HEAD~365
2021-07-03 20:54:36,578 DEBUG                  - depth 3, hash 7e76014, HEAD~372
2021-07-03 20:54:36,582 DEBUG                  - depth 4, hash 3196450, HEAD~397
2021-07-03 20:54:36,586 DEBUG                  - depth 5, hash 47a36fd, HEAD~418
2021-07-03 20:54:36,590 DEBUG                  - depth 6, hash 2780a2a, HEAD~445
2021-07-03 20:54:36,595 DEBUG                  - depth 7, hash 6e3bf07, HEAD~499
2021-07-03 20:54:36,599 DEBUG                  - depth 8, hash c6bef30, HEAD~526
2021-07-03 20:54:36,603 DEBUG    [line range] com/google/gson/internal/bind/ArrayTypeAdapter.java <init> 39:52
2021-07-03 20:54:36,651 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:36,656 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:36,661 DEBUG                  - depth 2, hash f777a19, HEAD~365
2021-07-03 20:54:36,665 DEBUG                  - depth 3, hash 7e76014, HEAD~372
2021-07-03 20:54:36,669 DEBUG                  - depth 4, hash 3196450, HEAD~397
2021-07-03 20:54:36,673 DEBUG                  - depth 5, hash 47a36fd, HEAD~418
2021-07-03 20:54:36,677 DEBUG                  - depth 6, hash 2780a2a, HEAD~445
2021-07-03 20:54:36,681 DEBUG                  - depth 7, hash 6e3bf07, HEAD~499
2021-07-03 20:54:36,686 DEBUG                  - depth 8, hash c6bef30, HEAD~526
2021-07-03 20:54:37,001 DEBUG    [line range] com/google/gson/internal/bind/CollectionTypeAdapterFactory.java <init> 39:41
2021-07-03 20:54:37,050 DEBUG                  - depth 0, hash 25c6ae1, HEAD~457
2021-07-03 20:54:37,364 DEBUG    [line range] com/google/gson/internal/bind/DateTypeAdapter.java <clinit> 42:47
2021-07-03 20:54:37,410 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:37,416 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:37,420 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:37,424 DEBUG                  - depth 3, hash 3b3a60d, HEAD~436
2021-07-03 20:54:37,428 DEBUG    [line range] com/google/gson/internal/bind/DateTypeAdapter.java <init> 42:47
2021-07-03 20:54:37,473 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:37,479 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:37,483 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:37,487 DEBUG                  - depth 3, hash 3b3a60d, HEAD~436
2021-07-03 20:54:37,781 DEBUG    [line range] com/google/gson/internal/bind/JsonAdapterAnnotationTypeAdapterFactory.java <init> 36:38
2021-07-03 20:54:37,827 DEBUG                  - depth 0, hash edf6608, HEAD~129
2021-07-03 20:54:37,833 DEBUG                  - depth 1, hash 7f6a096, HEAD~130
2021-07-03 20:54:37,837 DEBUG                  - depth 2, hash 67d512e, HEAD~139
2021-07-03 20:54:38,185 DEBUG    [line range] com/google/gson/internal/bind/MapTypeAdapterFactory.java <init> 109:113
2021-07-03 20:54:38,234 DEBUG                  - depth 0, hash a98d6ea, HEAD~455
2021-07-03 20:54:38,240 DEBUG                  - depth 1, hash 25c6ae1, HEAD~457
2021-07-03 20:54:38,542 DEBUG    [line range] com/google/gson/internal/bind/ObjectTypeAdapter.java <clinit> 38:46
2021-07-03 20:54:38,589 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:38,594 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:38,599 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:38,603 DEBUG                  - depth 3, hash ea9c023, HEAD~478
2021-07-03 20:54:38,607 DEBUG                  - depth 4, hash 3aeb70e, HEAD~482
2021-07-03 20:54:38,611 DEBUG    [line range] com/google/gson/internal/bind/ObjectTypeAdapter.java <init> 38:46
2021-07-03 20:54:38,656 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:38,662 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:38,666 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:38,670 DEBUG                  - depth 3, hash ea9c023, HEAD~478
2021-07-03 20:54:38,674 DEBUG                  - depth 4, hash 3aeb70e, HEAD~482
2021-07-03 20:54:39,028 DEBUG    [line range] com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java <init> 54:59
2021-07-03 20:54:39,077 DEBUG                  - depth 0, hash aa2f61b, HEAD~357
2021-07-03 20:54:39,082 DEBUG                  - depth 1, hash e23973a, HEAD~362
2021-07-03 20:54:39,087 DEBUG                  - depth 2, hash 25c6ae1, HEAD~457
2021-07-03 20:54:39,393 DEBUG    [line range] com/google/gson/internal/bind/SqlDateTypeAdapter.java <clinit> 39:45
2021-07-03 20:54:39,439 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:39,444 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:39,448 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:39,453 DEBUG                  - depth 3, hash 3f26144, HEAD~433
2021-07-03 20:54:39,457 DEBUG    [line range] com/google/gson/internal/bind/SqlDateTypeAdapter.java <init> 39:45
2021-07-03 20:54:39,503 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:39,509 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:39,513 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:39,517 DEBUG                  - depth 3, hash 3f26144, HEAD~433
2021-07-03 20:54:39,820 DEBUG    [line range] com/google/gson/internal/bind/TimeTypeAdapter.java <clinit> 41:46
2021-07-03 20:54:39,866 DEBUG                  - depth 0, hash d7fbac0, HEAD~303
2021-07-03 20:54:39,871 DEBUG                  - depth 1, hash 26ab404, HEAD~342
2021-07-03 20:54:39,875 DEBUG                  - depth 2, hash 7e76014, HEAD~372
2021-07-03 20:54:39,879 DEBUG                  - depth 3, hash 3b3a60d, HEAD~436
2021-07-03 20:54:39,884 DEBUG    [line range] com/google/gson/internal/bind/TimeTypeAdapter.java <init> 41:46
