2021-07-03 20:16:56,227 INFO     Search BICs for /tmp/Codec-14b/
2021-07-03 20:16:56,921 DEBUG                  - depth 0, hash 4898d12, HEAD~59
2021-07-03 20:16:56,926 DEBUG                  - depth 1, hash 2abec26, HEAD~72
2021-07-03 20:16:56,931 DEBUG                  - depth 2, hash 5c31aa4, HEAD~73
2021-07-03 20:16:56,935 DEBUG                  - depth 3, hash ab1ee1b, HEAD~158
2021-07-03 20:16:56,939 DEBUG                  - depth 4, hash 554058f, HEAD~206
2021-07-03 20:16:56,943 DEBUG                  - depth 5, hash 026d504, HEAD~243
2021-07-03 20:16:56,947 DEBUG                  - depth 6, hash 79a585c, HEAD~277
2021-07-03 20:16:56,951 DEBUG                  - depth 7, hash 3044c24, HEAD~449
2021-07-03 20:16:56,955 DEBUG                  - depth 8, hash 1573a12, HEAD~535
2021-07-03 20:16:57,289 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java <clinit> 139:139
2021-07-03 20:16:57,343 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:57,348 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java <init> 260:262
2021-07-03 20:16:57,402 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,407 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,411 DEBUG                  - depth 2, hash ddc7143, HEAD~506
2021-07-03 20:16:57,415 DEBUG                  - depth 3, hash 1573a12, HEAD~535
2021-07-03 20:16:57,419 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java getInstance 151:182
2021-07-03 20:16:57,473 DEBUG                  - depth 0, hash e7f9daf, HEAD~71
2021-07-03 20:16:57,478 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,482 DEBUG                  - depth 2, hash 554058f, HEAD~206
2021-07-03 20:16:57,486 DEBUG                  - depth 3, hash e3b7364, HEAD~483
2021-07-03 20:16:57,490 DEBUG                  - depth 4, hash 1573a12, HEAD~535
2021-07-03 20:16:57,495 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java getInstance 147:149
2021-07-03 20:16:57,548 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,554 DEBUG                  - depth 1, hash e3b7364, HEAD~483
2021-07-03 20:16:57,558 DEBUG                  - depth 2, hash 1573a12, HEAD~535
2021-07-03 20:16:57,562 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java getLanguages 264:266
2021-07-03 20:16:57,615 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,621 DEBUG                  - depth 1, hash ddc7143, HEAD~506
2021-07-03 20:16:57,625 DEBUG                  - depth 2, hash 1573a12, HEAD~535
2021-07-03 20:16:57,629 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java langResourceName 184:186
2021-07-03 20:16:57,681 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,687 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:16:57,691 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java <init> 193:223
2021-07-03 20:16:57,744 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,750 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,754 DEBUG                  - depth 2, hash fee232d, HEAD~505
2021-07-03 20:16:57,758 DEBUG                  - depth 3, hash ddc7143, HEAD~506
2021-07-03 20:16:57,762 DEBUG                  - depth 4, hash 1573a12, HEAD~535
2021-07-03 20:16:57,766 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java isEmpty 193:223
2021-07-03 20:16:57,819 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,824 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,828 DEBUG                  - depth 2, hash fee232d, HEAD~505
2021-07-03 20:16:57,832 DEBUG                  - depth 3, hash ddc7143, HEAD~506
2021-07-03 20:16:57,836 DEBUG                  - depth 4, hash 1573a12, HEAD~535
2021-07-03 20:16:57,841 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java from 63:65
2021-07-03 20:16:57,894 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:57,900 DEBUG                  - depth 1, hash 29524ee, HEAD~467
2021-07-03 20:16:57,904 DEBUG                  - depth 2, hash 6677acc, HEAD~487
2021-07-03 20:16:57,908 DEBUG                  - depth 3, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,912 DEBUG    [single line]   org/apache/commons/codec/language/bm/Languages.java <init> 81
2021-07-03 20:16:57,967 DEBUG                  - depth 0, hash 29524ee, HEAD~467
2021-07-03 20:16:57,972 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:57,977 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java isSingleton 107:110
2021-07-03 20:16:58,031 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:16:58,036 DEBUG    [line range] org/apache/commons/codec/language/bm/Languages.java restrictTo 112:128
2021-07-03 20:16:58,089 DEBUG                  - depth 0, hash fea31ea, HEAD~60
2021-07-03 20:16:58,094 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:16:58,098 DEBUG                  - depth 2, hash 29524ee, HEAD~467
2021-07-03 20:16:58,102 DEBUG                  - depth 3, hash c35dcd2, HEAD~499
2021-07-03 20:16:58,385 DEBUG    [single line]   org/apache/commons/codec/language/bm/NameType.java <clinit> 28
2021-07-03 20:16:58,434 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:58,439 DEBUG    [single line]   org/apache/commons/codec/language/bm/NameType.java <clinit> 31
2021-07-03 20:16:58,487 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:58,492 DEBUG    [single line]   org/apache/commons/codec/language/bm/NameType.java <clinit> 34
2021-07-03 20:16:58,541 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:58,546 DEBUG    [single line]   org/apache/commons/codec/language/bm/NameType.java <clinit> 37
2021-07-03 20:16:58,593 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:58,599 DEBUG    [line range] org/apache/commons/codec/language/bm/NameType.java <init> 41:43
2021-07-03 20:16:58,646 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:58,651 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:16:58,656 DEBUG    [line range] org/apache/commons/codec/language/bm/NameType.java getName 50:52
2021-07-03 20:16:58,703 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:16:59,085 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <clinit> 235:235
2021-07-03 20:16:59,140 DEBUG                  - depth 0, hash 437ae45, HEAD~513
2021-07-03 20:16:59,145 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:16:59,150 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 292:294
2021-07-03 20:16:59,204 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,210 DEBUG                  - depth 1, hash facbc3a, HEAD~403
2021-07-03 20:16:59,214 DEBUG                  - depth 2, hash 1573a12, HEAD~535
2021-07-03 20:16:59,218 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 309:319
2021-07-03 20:16:59,274 DEBUG                  - depth 0, hash 55a865b, HEAD~153
2021-07-03 20:16:59,279 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,283 DEBUG                  - depth 2, hash facbc3a, HEAD~403
2021-07-03 20:16:59,287 DEBUG                  - depth 3, hash 1573a12, HEAD~535
2021-07-03 20:16:59,292 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java applyFinalRules 329:362
2021-07-03 20:16:59,345 DEBUG                  - depth 0, hash 4898d12, HEAD~59
2021-07-03 20:16:59,351 DEBUG                  - depth 1, hash b91f50f, HEAD~62
2021-07-03 20:16:59,355 DEBUG                  - depth 2, hash 9fcdb58, HEAD~78
2021-07-03 20:16:59,359 DEBUG                  - depth 3, hash a9a1ef4, HEAD~80
2021-07-03 20:16:59,363 DEBUG                  - depth 4, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,367 DEBUG                  - depth 5, hash 79a585c, HEAD~277
2021-07-03 20:16:59,371 DEBUG                  - depth 6, hash facbc3a, HEAD~403
2021-07-03 20:16:59,375 DEBUG                  - depth 7, hash eafc2b9, HEAD~466
2021-07-03 20:16:59,379 DEBUG                  - depth 8, hash 29524ee, HEAD~467
2021-07-03 20:16:59,384 DEBUG                  - depth 9, hash 1616779, HEAD~488
2021-07-03 20:16:59,388 DEBUG                  - depth 10, hash d202ba3, HEAD~490
2021-07-03 20:16:59,392 DEBUG                  - depth 11, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,396 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java encode 371:374
2021-07-03 20:16:59,451 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,456 DEBUG                  - depth 1, hash e3b7364, HEAD~483
2021-07-03 20:16:59,461 DEBUG                  - depth 2, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,465 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java encode 385:469
2021-07-03 20:16:59,521 DEBUG                  - depth 0, hash f986994, HEAD~57
2021-07-03 20:16:59,527 DEBUG                  - depth 1, hash b91f50f, HEAD~62
2021-07-03 20:16:59,531 DEBUG                  - depth 2, hash a9a1ef4, HEAD~80
2021-07-03 20:16:59,535 DEBUG                  - depth 3, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,539 DEBUG                  - depth 4, hash 79a585c, HEAD~277
2021-07-03 20:16:59,543 DEBUG                  - depth 5, hash facbc3a, HEAD~403
2021-07-03 20:16:59,547 DEBUG                  - depth 6, hash b5657da, HEAD~425
2021-07-03 20:16:59,551 DEBUG                  - depth 7, hash 29524ee, HEAD~467
2021-07-03 20:16:59,556 DEBUG                  - depth 8, hash 4504196, HEAD~480
2021-07-03 20:16:59,560 DEBUG                  - depth 9, hash e3b7364, HEAD~483
2021-07-03 20:16:59,564 DEBUG                  - depth 10, hash 6677acc, HEAD~487
2021-07-03 20:16:59,568 DEBUG                  - depth 11, hash 1616779, HEAD~488
2021-07-03 20:16:59,572 DEBUG                  - depth 12, hash d202ba3, HEAD~490
2021-07-03 20:16:59,576 DEBUG                  - depth 13, hash cc17109, HEAD~500
2021-07-03 20:16:59,580 DEBUG                  - depth 14, hash ddc7143, HEAD~506
2021-07-03 20:16:59,585 DEBUG                  - depth 15, hash cec801e, HEAD~508
2021-07-03 20:16:59,589 DEBUG                  - depth 16, hash 437ae45, HEAD~513
2021-07-03 20:16:59,593 DEBUG                  - depth 17, hash 479b5d3, HEAD~530
2021-07-03 20:16:59,597 DEBUG                  - depth 18, hash 1573a12, HEAD~535
2021-07-03 20:16:59,602 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java join 257:268
2021-07-03 20:16:59,657 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,662 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,667 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 82:84
2021-07-03 20:16:59,720 DEBUG                  - depth 0, hash 298527f, HEAD~70
2021-07-03 20:16:59,726 DEBUG                  - depth 1, hash 9fcdb58, HEAD~78
2021-07-03 20:16:59,730 DEBUG                  - depth 2, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,734 DEBUG                  - depth 3, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,738 DEBUG    [single line]   org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 61
2021-07-03 20:16:59,794 DEBUG                  - depth 0, hash 29524ee, HEAD~467
2021-07-03 20:16:59,799 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,803 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 77:80
2021-07-03 20:16:59,858 DEBUG                  - depth 0, hash 298527f, HEAD~70
2021-07-03 20:16:59,863 DEBUG                  - depth 1, hash 9fcdb58, HEAD~78
2021-07-03 20:16:59,867 DEBUG                  - depth 2, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,871 DEBUG                  - depth 3, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,876 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java append 91:95
2021-07-03 20:16:59,930 DEBUG                  - depth 0, hash a8a4bc1, HEAD~65
2021-07-03 20:16:59,936 DEBUG                  - depth 1, hash 9fcdb58, HEAD~78
2021-07-03 20:16:59,940 DEBUG                  - depth 2, hash ab1ee1b, HEAD~158
2021-07-03 20:16:59,944 DEBUG                  - depth 3, hash 403a784, HEAD~369
2021-07-03 20:16:59,948 DEBUG                  - depth 4, hash 1616779, HEAD~488
2021-07-03 20:16:59,952 DEBUG                  - depth 5, hash c35dcd2, HEAD~499
2021-07-03 20:16:59,957 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java apply 106:126
2021-07-03 20:17:00,012 DEBUG                  - depth 0, hash bacf666, HEAD~50
2021-07-03 20:17:00,018 DEBUG                  - depth 1, hash c170f6b, HEAD~56
2021-07-03 20:17:00,022 DEBUG                  - depth 2, hash 4898d12, HEAD~59
2021-07-03 20:17:00,026 DEBUG                  - depth 3, hash 7d7e486, HEAD~61
2021-07-03 20:17:00,030 DEBUG                  - depth 4, hash ab1ee1b, HEAD~158
2021-07-03 20:17:00,034 DEBUG                  - depth 5, hash 403a784, HEAD~369
2021-07-03 20:17:00,039 DEBUG                  - depth 6, hash facbc3a, HEAD~403
2021-07-03 20:17:00,043 DEBUG                  - depth 7, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,047 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java empty 71:73
2021-07-03 20:17:00,103 DEBUG                  - depth 0, hash 9fcdb58, HEAD~78
2021-07-03 20:17:00,108 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:17:00,112 DEBUG                  - depth 2, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,116 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java getPhonemes 133:135
2021-07-03 20:17:00,171 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,177 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java makeString 144:155
2021-07-03 20:17:00,230 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:00,236 DEBUG                  - depth 1, hash 4889e27, HEAD~271
2021-07-03 20:17:00,240 DEBUG                  - depth 2, hash 6677acc, HEAD~487
2021-07-03 20:17:00,244 DEBUG                  - depth 3, hash 1616779, HEAD~488
2021-07-03 20:17:00,248 DEBUG                  - depth 4, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,253 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java <init> 179:189
2021-07-03 20:17:00,307 DEBUG                  - depth 0, hash a9a1ef4, HEAD~80
2021-07-03 20:17:00,312 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:17:00,317 DEBUG                  - depth 2, hash facbc3a, HEAD~403
2021-07-03 20:17:00,321 DEBUG                  - depth 3, hash 1616779, HEAD~488
2021-07-03 20:17:00,325 DEBUG                  - depth 4, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,329 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java getI 191:193
2021-07-03 20:17:00,383 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,389 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java getPhonemeBuilder 195:197
2021-07-03 20:17:00,444 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,450 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java invoke 206:228
2021-07-03 20:17:00,503 DEBUG                  - depth 0, hash c170f6b, HEAD~56
2021-07-03 20:17:00,509 DEBUG                  - depth 1, hash a8a4bc1, HEAD~65
2021-07-03 20:17:00,513 DEBUG                  - depth 2, hash 298527f, HEAD~70
2021-07-03 20:17:00,517 DEBUG                  - depth 3, hash a9a1ef4, HEAD~80
2021-07-03 20:17:00,521 DEBUG                  - depth 4, hash ab1ee1b, HEAD~158
2021-07-03 20:17:00,525 DEBUG                  - depth 5, hash 79a585c, HEAD~277
2021-07-03 20:17:00,529 DEBUG                  - depth 6, hash facbc3a, HEAD~403
2021-07-03 20:17:00,534 DEBUG                  - depth 7, hash c35dcd2, HEAD~499
2021-07-03 20:17:00,538 DEBUG    [line range] org/apache/commons/codec/language/bm/PhoneticEngine.java isFound 230:232
2021-07-03 20:17:00,591 DEBUG                  - depth 0, hash c35dcd2, HEAD~499
2021-07-03 20:17:01,024 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <clinit> 176:181
2021-07-03 20:17:01,081 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,086 DEBUG                  - depth 1, hash 5819f2d, HEAD~333
2021-07-03 20:17:01,090 DEBUG                  - depth 2, hash 29524ee, HEAD~467
2021-07-03 20:17:01,095 DEBUG                  - depth 3, hash 5214caa, HEAD~470
2021-07-03 20:17:01,099 DEBUG                  - depth 4, hash b263fbf, HEAD~471
2021-07-03 20:17:01,103 DEBUG                  - depth 5, hash c74687e, HEAD~472
2021-07-03 20:17:01,107 DEBUG                  - depth 6, hash 2ba6771, HEAD~473
2021-07-03 20:17:01,111 DEBUG                  - depth 7, hash dbe80e7, HEAD~476
2021-07-03 20:17:01,115 DEBUG                  - depth 8, hash dfff43a, HEAD~481
2021-07-03 20:17:01,120 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 621:626
2021-07-03 20:17:01,176 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,181 DEBUG                  - depth 1, hash dfff43a, HEAD~481
2021-07-03 20:17:01,185 DEBUG                  - depth 2, hash 1616779, HEAD~488
2021-07-03 20:17:01,190 DEBUG    [single line]   org/apache/commons/codec/language/bm/Rule.java access$300 82
2021-07-03 20:17:01,246 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:17:01,251 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java contains 219:226
2021-07-03 20:17:01,305 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,311 DEBUG                  - depth 1, hash dfff43a, HEAD~481
2021-07-03 20:17:01,315 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java createResourceName 228:231
2021-07-03 20:17:01,370 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,375 DEBUG                  - depth 1, hash 4541fb8, HEAD~263
2021-07-03 20:17:01,380 DEBUG                  - depth 2, hash cec801e, HEAD~508
2021-07-03 20:17:01,384 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java createScanner 244:253
2021-07-03 20:17:01,439 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,445 DEBUG                  - depth 1, hash cec801e, HEAD~508
2021-07-03 20:17:01,449 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java createScanner 233:242
2021-07-03 20:17:01,504 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,509 DEBUG                  - depth 1, hash cec801e, HEAD~508
2021-07-03 20:17:01,514 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getInstanceMap 333:343
2021-07-03 20:17:01,571 DEBUG                  - depth 0, hash f986994, HEAD~57
2021-07-03 20:17:01,577 DEBUG                  - depth 1, hash a9a1ef4, HEAD~80
2021-07-03 20:17:01,581 DEBUG                  - depth 2, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,585 DEBUG                  - depth 3, hash 4541fb8, HEAD~263
2021-07-03 20:17:01,589 DEBUG                  - depth 4, hash e3b7364, HEAD~483
2021-07-03 20:17:01,594 DEBUG                  - depth 5, hash 1573a12, HEAD~535
2021-07-03 20:17:01,598 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getInstanceMap 315:319
2021-07-03 20:17:01,655 DEBUG                  - depth 0, hash f986994, HEAD~57
2021-07-03 20:17:01,661 DEBUG                  - depth 1, hash 4541fb8, HEAD~263
2021-07-03 20:17:01,665 DEBUG                  - depth 2, hash e3b7364, HEAD~483
2021-07-03 20:17:01,669 DEBUG                  - depth 3, hash 9272992, HEAD~484
2021-07-03 20:17:01,673 DEBUG                  - depth 4, hash ddc7143, HEAD~506
2021-07-03 20:17:01,677 DEBUG                  - depth 5, hash d85ae3a, HEAD~516
2021-07-03 20:17:01,682 DEBUG                  - depth 6, hash 1573a12, HEAD~535
2021-07-03 20:17:01,686 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getPattern 642:644
2021-07-03 20:17:01,740 DEBUG                  - depth 0, hash dfff43a, HEAD~481
2021-07-03 20:17:01,746 DEBUG                  - depth 1, hash 1616779, HEAD~488
2021-07-03 20:17:01,750 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getPhoneme 651:653
2021-07-03 20:17:01,806 DEBUG                  - depth 0, hash dfff43a, HEAD~481
2021-07-03 20:17:01,811 DEBUG                  - depth 1, hash 1616779, HEAD~488
2021-07-03 20:17:01,815 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java parsePhoneme 345:359
2021-07-03 20:17:01,870 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,875 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:17:01,880 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java parsePhonemeExpr 361:380
2021-07-03 20:17:01,935 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:01,941 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:17:01,945 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java parseRules 382:467
2021-07-03 20:17:02,003 DEBUG                  - depth 0, hash b8112b0, HEAD~66
2021-07-03 20:17:02,008 DEBUG                  - depth 1, hash 298527f, HEAD~70
2021-07-03 20:17:02,012 DEBUG                  - depth 2, hash a9a1ef4, HEAD~80
2021-07-03 20:17:02,016 DEBUG                  - depth 3, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,021 DEBUG                  - depth 4, hash 554058f, HEAD~206
2021-07-03 20:17:02,025 DEBUG                  - depth 5, hash 026d504, HEAD~243
2021-07-03 20:17:02,029 DEBUG                  - depth 6, hash 4541fb8, HEAD~263
2021-07-03 20:17:02,033 DEBUG                  - depth 7, hash 79a585c, HEAD~277
2021-07-03 20:17:02,037 DEBUG                  - depth 8, hash 486aa04, HEAD~450
2021-07-03 20:17:02,041 DEBUG                  - depth 9, hash 9272992, HEAD~484
2021-07-03 20:17:02,046 DEBUG                  - depth 10, hash e04a7e5, HEAD~486
2021-07-03 20:17:02,050 DEBUG                  - depth 11, hash 0bc53db, HEAD~493
2021-07-03 20:17:02,054 DEBUG                  - depth 12, hash ddc7143, HEAD~506
2021-07-03 20:17:02,058 DEBUG                  - depth 13, hash cec801e, HEAD~508
2021-07-03 20:17:02,062 DEBUG                  - depth 14, hash 1573a12, HEAD~535
2021-07-03 20:17:02,067 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java pattern 476:575
2021-07-03 20:17:02,123 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,128 DEBUG                  - depth 1, hash 4541fb8, HEAD~263
2021-07-03 20:17:02,132 DEBUG                  - depth 2, hash 79a585c, HEAD~277
2021-07-03 20:17:02,137 DEBUG                  - depth 3, hash 5819f2d, HEAD~333
2021-07-03 20:17:02,141 DEBUG                  - depth 4, hash 8f868d0, HEAD~335
2021-07-03 20:17:02,145 DEBUG                  - depth 5, hash 29524ee, HEAD~467
2021-07-03 20:17:02,149 DEBUG                  - depth 6, hash 5214caa, HEAD~470
2021-07-03 20:17:02,153 DEBUG                  - depth 7, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,158 DEBUG                  - depth 8, hash 1616779, HEAD~488
2021-07-03 20:17:02,163 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java patternAndContextMatches 675:696
2021-07-03 20:17:02,219 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,224 DEBUG                  - depth 1, hash 0f2c16e, HEAD~278
2021-07-03 20:17:02,229 DEBUG                  - depth 2, hash b5657da, HEAD~425
2021-07-03 20:17:02,233 DEBUG                  - depth 3, hash 29524ee, HEAD~467
2021-07-03 20:17:02,237 DEBUG                  - depth 4, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,241 DEBUG                  - depth 5, hash 446dbef, HEAD~474
2021-07-03 20:17:02,245 DEBUG                  - depth 6, hash dfff43a, HEAD~481
2021-07-03 20:17:02,249 DEBUG                  - depth 7, hash 1c7dec1, HEAD~485
2021-07-03 20:17:02,254 DEBUG                  - depth 8, hash 1616779, HEAD~488
2021-07-03 20:17:02,258 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java startsWith 577:587
