2021-07-03 20:14:21,598 INFO     Search BICs for /tmp/Codec-8b/
2021-07-03 20:14:22,899 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java <init> 52:52
2021-07-03 20:14:22,920 DEBUG                  - depth 0, hash d6ce22b, HEAD~132
2021-07-03 20:14:22,925 DEBUG                  - depth 1, hash 9333313, HEAD~135
2021-07-03 20:14:22,929 DEBUG                  - depth 2, hash 6a43ce7, HEAD~136
2021-07-03 20:14:22,933 DEBUG                  - depth 3, hash 100d531, HEAD~161
2021-07-03 20:14:22,937 DEBUG                  - depth 4, hash 875e5cf, HEAD~167
2021-07-03 20:14:22,941 DEBUG                  - depth 5, hash f447e02, HEAD~168
2021-07-03 20:14:22,945 DEBUG                  - depth 6, hash 8494bec, HEAD~189
2021-07-03 20:14:22,949 DEBUG                  - depth 7, hash d0ff33a, HEAD~191
2021-07-03 20:14:22,954 DEBUG                  - depth 8, hash e2df850, HEAD~205
2021-07-03 20:14:22,958 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java read 108:117
2021-07-03 20:14:22,978 DEBUG                  - depth 0, hash d6ce22b, HEAD~132
2021-07-03 20:14:22,983 DEBUG                  - depth 1, hash 9333313, HEAD~135
2021-07-03 20:14:22,987 DEBUG                  - depth 2, hash 6a43ce7, HEAD~136
2021-07-03 20:14:22,991 DEBUG                  - depth 3, hash 100d531, HEAD~161
2021-07-03 20:14:22,995 DEBUG                  - depth 4, hash 875e5cf, HEAD~167
2021-07-03 20:14:22,999 DEBUG                  - depth 5, hash f447e02, HEAD~168
2021-07-03 20:14:23,003 DEBUG                  - depth 6, hash 8494bec, HEAD~189
2021-07-03 20:14:23,008 DEBUG                  - depth 7, hash d0ff33a, HEAD~191
2021-07-03 20:14:23,012 DEBUG                  - depth 8, hash e2df850, HEAD~205
2021-07-03 20:14:23,016 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java read 138:184
2021-07-03 20:14:23,036 DEBUG                  - depth 0, hash d74fc31, HEAD~7
2021-07-03 20:14:23,042 DEBUG                  - depth 1, hash 20a88d9, HEAD~95
2021-07-03 20:14:23,046 DEBUG                  - depth 2, hash d6ce22b, HEAD~132
2021-07-03 20:14:23,050 DEBUG                  - depth 3, hash 9333313, HEAD~135
2021-07-03 20:14:23,054 DEBUG                  - depth 4, hash 6a43ce7, HEAD~136
2021-07-03 20:14:23,058 DEBUG                  - depth 5, hash 100d531, HEAD~161
2021-07-03 20:14:23,062 DEBUG                  - depth 6, hash 875e5cf, HEAD~167
2021-07-03 20:14:23,066 DEBUG                  - depth 7, hash f447e02, HEAD~168
2021-07-03 20:14:23,070 DEBUG                  - depth 8, hash 8494bec, HEAD~189
2021-07-03 20:14:23,074 DEBUG                  - depth 9, hash d0ff33a, HEAD~191
2021-07-03 20:14:23,079 DEBUG                  - depth 10, hash e2df850, HEAD~205
2021-07-03 20:14:23,083 INFO     The number of BIC candidates: 28
